FIPS,Accommodation and Food Services,Administrative and Support and Waste Management and Remediation Services,"Agriculture, Forestry, Fishing and Hunting","Arts, Entertainment, and Recreation",Construction,Educational Services,Finance and Insurance,Health Care and Social Assistance,Information,Management of Companies and Enterprises,Manufacturing,"Mining, Quarrying, and Oil and Gas Extraction",Other Services (except Public Administration),"Professional, Scientific, and Technical Services",Retail Trade,Transportation and Warehousing,Utilities,Wholesale Trade
1069,0.117886,0.065714,0.000891,0.01595,0.03675,0.015372,0.04867,0.190831,0.036366,0.020424,0.096698,0.0,0.053714,0.029759,0.146465,0.054956,0.000814,0.06874
1071,0.092846,0.018309,0.001601,0.001248,0.028499,0.0,0.051804,0.115037,0.013208,0.004542,0.394257,0.004771,0.047598,0.020148,0.133442,0.035286,0.0,0.037405
1073,0.0751,0.06699,0.00074,0.021217,0.045644,0.0313,0.10152,0.163929,0.065841,0.0456,0.059912,0.0033,0.068945,0.054648,0.088193,0.045559,0.021753,0.03981
1075,0.049918,0.006211,0.026732,0.001488,0.018321,0.0,0.063724,0.0847,0.008438,0.0,0.523855,0.0,0.040654,0.016496,0.075673,0.077948,0.0,0.005841
1077,0.139298,0.022055,0.006797,0.017465,0.05262,0.031211,0.070092,0.17632,0.044917,0.021116,0.109356,0.0,0.058739,0.031417,0.171245,0.008389,0.0,0.038963
1079,0.138842,0.021328,0.0,0.0,0.06877,0.0,0.057308,0.163589,0.019868,0.0,0.064103,0.0,0.091809,0.076344,0.198495,0.027978,0.047342,0.024226
1081,0.148744,0.076504,0.002357,0.014955,0.049363,0.013713,0.040224,0.126516,0.03892,0.004535,0.144339,0.001083,0.056452,0.045778,0.136216,0.072647,0.006587,0.021067
1083,0.094692,0.023706,0.003254,0.008721,0.067984,0.016636,0.036464,0.105729,0.023148,0.007283,0.236967,0.003642,0.070334,0.05837,0.122328,0.085029,0.0,0.035714
1085,0.0,0.0,0.021348,0.023642,0.109992,0.0,0.031248,0.084369,0.0,0.0,0.440647,0.0,0.024373,0.012661,0.123741,0.127979,0.0,0.0
1087,0.056061,0.025571,0.0,0.0,0.013527,0.467581,0.01022,0.241378,0.00812,0.0,0.055318,0.0,0.036038,0.006699,0.067484,0.009901,0.0,0.002104
1089,0.080379,0.043849,0.000243,0.021321,0.024931,0.032072,0.033997,0.125649,0.062294,0.019326,0.082742,0.000429,0.041487,0.285638,0.094895,0.028245,0.0,0.022503
1091,0.069966,0.088187,0.049956,0.00559,0.055289,0.0,0.059849,0.145917,0.020378,0.0,0.233267,0.0,0.055574,0.015204,0.115708,0.039996,0.032581,0.01254
1093,0.066849,0.05207,0.010228,0.001281,0.005791,0.0,0.083104,0.126586,0.016143,0.020816,0.341314,0.0,0.030817,0.010565,0.102509,0.065178,0.0,0.066747
1095,0.087275,0.033513,0.0,0.006563,0.034706,0.002934,0.041806,0.106036,0.028107,0.034342,0.379618,0.0,0.034908,0.021636,0.120586,0.0289,0.003542,0.035528
1097,0.088548,0.077804,0.002916,0.013308,0.069866,0.035203,0.055882,0.118197,0.046974,0.039925,0.088263,0.001342,0.057926,0.070646,0.110082,0.072413,0.006893,0.043813
1099,0.058261,0.013288,0.050767,0.0,0.03408,0.020849,0.048362,0.11993,0.029397,0.0,0.225727,0.003825,0.042195,0.008329,0.126422,0.175928,0.012131,0.03051
1101,0.097148,0.083282,0.000724,0.014854,0.035705,0.038586,0.066688,0.145992,0.039273,0.02313,0.109226,0.000216,0.061383,0.064695,0.095803,0.058191,0.008808,0.056296
1103,0.080563,0.041298,0.000305,0.008831,0.072411,0.006303,0.049746,0.117174,0.02093,0.019082,0.272583,0.002406,0.051629,0.058214,0.100794,0.057941,0.002102,0.037687
1105,0.0553,0.015751,0.0,0.0,0.038513,0.340411,0.06715,0.06715,0.0,0.0,0.240367,0.0,0.050637,0.011337,0.080481,0.014141,0.0,0.018763
1107,0.053582,0.004355,0.048473,0.003825,0.114673,0.0,0.094196,0.182931,0.018438,0.0,0.231509,0.0,0.044368,0.036414,0.13242,0.021505,0.0,0.01331
1109,0.111035,0.016146,0.054114,0.00403,0.034782,0.008163,0.050702,0.073444,0.042513,0.0,0.16589,0.0,0.032463,0.099463,0.104681,0.172608,0.0,0.029966
1111,0.080275,0.023172,0.03638,0.0,0.022904,0.0,0.063153,0.127862,0.02968,0.0,0.299777,0.010959,0.059422,0.010511,0.164775,0.054453,0.0,0.016678
1113,0.147822,0.031724,0.010128,0.003002,0.042133,0.014101,0.057764,0.122828,0.022442,0.011824,0.249422,0.0,0.069455,0.021218,0.155995,0.022612,0.006978,0.010553
1117,0.113458,0.071749,0.001326,0.003445,0.073278,0.004633,0.048098,0.107556,0.029695,0.014264,0.19348,0.0,0.0596,0.042908,0.147736,0.019368,0.004685,0.064721
1115,0.072758,0.066768,0.002932,0.014896,0.058743,0.013618,0.171958,0.070143,0.109782,0.058879,0.050118,0.002663,0.063324,0.063393,0.091364,0.020502,0.020971,0.047188
1119,0.080124,0.056232,0.017286,0.005838,0.100636,0.0,0.040382,0.115058,0.018333,0.0,0.065495,0.0,0.027776,0.006926,0.082688,0.342845,0.0,0.040382
1121,0.085345,0.050613,0.000253,0.008724,0.03342,0.016496,0.038064,0.099558,0.015652,0.001123,0.370675,0.01436,0.0312,0.023234,0.099875,0.087809,0.0033,0.020299
1123,0.106203,0.06953,0.010701,0.021444,0.034097,0.011834,0.047447,0.165384,0.039452,0.016291,0.195508,0.0,0.063376,0.024576,0.129671,0.045541,0.007976,0.010969
1125,0.113662,0.049899,0.003429,0.007866,0.050569,0.018466,0.037305,0.136043,0.051445,0.016535,0.210883,0.020546,0.050682,0.029634,0.10613,0.070084,0.004569,0.022252
1127,0.10198,0.021143,0.010229,0.007534,0.029137,0.008434,0.058149,0.195394,0.024838,0.0,0.136473,0.02003,0.082097,0.038001,0.190017,0.019251,0.033907,0.023385
1129,0.010154,0.004456,0.063461,0.0,0.008059,0.0,0.013862,0.046904,0.0,0.0,0.579787,0.0,0.020255,0.006531,0.042713,0.128104,0.042995,0.03272
1131,0.037378,0.0,0.062029,0.0,0.052164,0.0,0.061611,0.098578,0.060044,0.0,0.433753,0.0,0.039751,0.011095,0.097757,0.02941,0.0,0.01643
1133,0.035274,0.014598,0.035822,0.005209,0.036132,0.0,0.030317,0.066449,0.014542,0.270682,0.335078,0.0,0.022859,0.008884,0.069309,0.021571,0.0,0.033272
2013,0.008543,0.002163,0.001463,0.0,0.0,0.0,0.0,0.020748,0.0,0.0,0.933656,0.0,0.002938,0.0,0.018714,0.006408,0.005366,0.0
2016,0.03084,0.003226,0.003181,0.0,0.010364,0.0,0.0,0.024268,0.015264,0.0,0.669676,0.0,0.013145,0.004097,0.028565,0.12634,0.0,0.071034
2020,0.08418,0.085161,0.000605,0.022171,0.050684,0.018281,0.050535,0.150324,0.074618,0.06433,0.014429,0.02609,0.039812,0.109022,0.083513,0.08796,0.005578,0.032708
2050,0.017685,0.029336,0.008902,0.028742,0.007428,0.034079,0.021929,0.19524,0.073061,0.0,0.0,0.0,0.052622,0.009554,0.301703,0.188421,0.022809,0.008489
2060,0.148367,0.0,0.009879,0.030796,0.038466,0.0,0.0,0.060446,0.0,0.0,0.164622,0.0,0.019843,0.0,0.153862,0.346243,0.0,0.027475
2068,0.188553,0.008354,0.0,0.023391,0.021605,0.0,0.0,0.011785,0.009363,0.0,0.0,0.120996,0.002837,0.478809,0.056959,0.077348,0.0,0.0
2070,0.03927,0.0,0.0,0.002293,0.017181,0.0,0.021271,0.544877,0.0,0.0,0.020133,0.0,0.014181,0.041988,0.173444,0.125361,0.0,0.0
2090,0.099377,0.043231,0.000359,0.02643,0.061117,0.018806,0.040922,0.216919,0.049375,0.008499,0.017905,0.027054,0.058148,0.058683,0.147319,0.083758,0.017213,0.024886
2100,0.122261,0.027014,0.005709,0.080087,0.098444,0.057794,0.0,0.176246,0.055505,0.0,0.045869,0.0,0.029815,0.045034,0.201651,0.054571,0.0,0.0
2105,0.079233,0.0,0.0,0.208147,0.079233,0.0,0.0,0.105644,0.0,0.0,0.060048,0.0,0.0,0.0,0.221191,0.217473,0.029032,0.0
2110,0.089095,0.033573,0.005798,0.030682,0.039148,0.021035,0.050397,0.16769,0.053624,0.056875,0.02343,0.069582,0.071496,0.053784,0.116168,0.086239,0.009563,0.021824
2122,0.101661,0.022508,0.009071,0.0156,0.058572,0.024213,0.032824,0.230056,0.038149,0.008642,0.045667,0.03206,0.063076,0.045506,0.15078,0.087449,0.015724,0.018442
2130,0.110596,0.045486,0.016761,0.018697,0.041131,0.014873,0.073122,0.140211,0.055189,0.05594,0.038531,0.0,0.042248,0.032096,0.146243,0.147122,0.0,0.021754
2150,0.071213,0.01334,0.019238,0.014217,0.027674,0.01343,0.028412,0.14667,0.06801,0.0,0.383927,0.0,0.052498,0.013704,0.083943,0.052839,0.0,0.010885
2158,0.0,0.036504,0.0,0.0,0.0,0.240557,0.0,0.03589,0.0,0.0,0.0,0.0,0.049587,0.0,0.489977,0.147484,0.0,0.0
2164,0.077483,0.0,0.0,0.0,0.0,0.0,0.0,0.01192,0.0,0.0,0.06377,0.0,0.10331,0.0,0.143045,0.469439,0.131033,0.0
2170,0.10974,0.032487,0.001291,0.027353,0.118572,0.021895,0.045891,0.208747,0.057609,0.006971,0.031648,0.001494,0.061648,0.049481,0.162181,0.043751,0.012015,0.007226
2180,0.056671,0.021993,0.0,0.019126,0.01696,0.0,0.023992,0.452541,0.057841,0.0,0.007967,0.012409,0.034058,0.006704,0.14933,0.122621,0.0,0.017787
2185,0.037514,0.0,0.0,0.012468,0.004362,0.0,0.0,0.068747,0.036042,0.118861,0.0,0.295177,0.013106,0.232594,0.053044,0.07696,0.0,0.051124
2188,0.03893,0.022998,0.0,0.0,0.029739,0.0,0.0,0.247641,0.049831,0.0,0.0,0.338308,0.024211,0.0,0.086512,0.16183,0.0,0.0
2195,0.053802,0.014303,0.020957,0.010051,0.037661,0.023039,0.030488,0.172166,0.113985,0.0,0.197637,0.0,0.075123,0.009689,0.157819,0.059069,0.0,0.024211
2198,0.099044,0.009752,0.13025,0.003855,0.0752,0.0,0.05319,0.130224,0.0,0.0,0.069665,0.0,0.045038,0.0,0.205424,0.08799,0.076613,0.013756
2220,0.112265,0.024073,0.011709,0.015642,0.044658,0.040505,0.037215,0.234764,0.037451,0.029708,0.071671,0.0,0.079289,0.026806,0.12498,0.095928,0.0,0.013335
2230,0.211484,0.068963,0.0,0.031606,0.138169,0.0,0.0,0.014099,0.0,0.0,0.0,0.0,0.08146,0.0,0.191745,0.262473,0.0,0.0
2240,0.08697,0.013972,0.012374,0.0,0.053809,0.025454,0.022525,0.070077,0.031814,0.0,0.008703,0.354612,0.012653,0.036337,0.132645,0.095873,0.042183,0.0
2261,0.078825,0.020955,0.010857,0.039188,0.027334,0.008847,0.030513,0.184984,0.110098,0.0,0.062573,0.0,0.060143,0.036059,0.11347,0.167955,0.038665,0.009535
2275,0.090728,0.0,0.079892,0.015565,0.024071,0.0,0.055548,0.2333,0.082379,0.0,0.0,0.0,0.061514,0.042512,0.211081,0.10341,0.0,0.0
2282,0.09717,0.0,0.0,0.0,0.0,0.0,0.0,0.204057,0.0,0.0,0.0,0.0,0.0,0.0,0.476132,0.222642,0.0,0.0
2290,0.064431,0.041108,0.034751,0.0,0.038659,0.0,0.0,0.080539,0.040951,0.0,0.0,0.010355,0.051187,0.0,0.354372,0.124562,0.08499,0.074096
4001,0.118218,0.019002,0.001977,0.001733,0.027493,0.078879,0.019795,0.333897,0.028832,0.0,0.014413,0.013549,0.034152,0.01411,0.183788,0.012205,0.090259,0.007698
4003,0.119216,0.060572,0.002786,0.011563,0.057065,0.047531,0.032272,0.165232,0.034257,0.007799,0.012254,0.004114,0.050021,0.148864,0.170723,0.030874,0.030709,0.014148
4005,0.24723,0.027812,0.000575,0.037048,0.044823,0.026681,0.027994,0.151026,0.049311,0.01924,0.101717,0.000634,0.048339,0.038781,0.126455,0.032598,0.00497,0.014765
4007,0.165905,0.010779,0.0,0.070539,0.053894,0.020438,0.028721,0.18111,0.032214,0.0,0.011026,0.134848,0.036239,0.028978,0.172156,0.034597,0.008419,0.010137
4009,0.1249,0.011598,0.033946,0.008709,0.054416,0.012555,0.028616,0.271496,0.021989,0.0,0.030115,0.0,0.055732,0.081255,0.188346,0.040643,0.008594,0.027091
4011,0.025544,0.027431,0.0,0.0,0.00784,0.0,0.0,0.021497,0.015271,0.0,0.0,0.796084,0.00548,0.00444,0.065757,0.013401,0.013715,0.003541
4012,0.369553,0.009969,0.0,0.003649,0.01823,0.0,0.030731,0.101568,0.018208,0.0,0.034552,0.006417,0.030847,0.005628,0.302101,0.02909,0.011069,0.028387
4013,0.089123,0.060953,0.000486,0.024592,0.057598,0.048988,0.128933,0.111522,0.059833,0.064327,0.051524,0.000381,0.041595,0.074243,0.094098,0.054688,0.004616,0.032501
4015,0.142068,0.034878,0.0,0.017842,0.071004,0.023608,0.039734,0.178146,0.034661,0.00941,0.068912,0.003746,0.056934,0.035016,0.207946,0.040598,0.010861,0.024635
4017,0.189377,0.028119,0.005421,0.01534,0.049455,0.046388,0.029877,0.226491,0.052044,0.0,0.024024,0.003927,0.054146,0.023873,0.183717,0.026309,0.026042,0.015449
4019,0.116188,0.0687,0.001043,0.026895,0.057975,0.039721,0.066575,0.167963,0.057315,0.024577,0.059306,0.006755,0.053165,0.065802,0.12408,0.037403,0.007784,0.018753
4021,0.129203,0.100428,0.010341,0.033018,0.056122,0.034237,0.038389,0.153065,0.023397,0.008177,0.072794,0.014578,0.052318,0.03094,0.15691,0.056152,0.005757,0.024174
4023,0.10045,0.024617,0.025941,0.005221,0.018869,0.016466,0.028859,0.133828,0.021668,0.0,0.029435,0.0,0.036417,0.019916,0.159753,0.181656,0.006391,0.190514
4025,0.146488,0.03396,0.003568,0.021787,0.080303,0.075027,0.032717,0.192458,0.030903,0.013504,0.049003,0.013805,0.05813,0.038864,0.147395,0.032926,0.006212,0.02295
4027,0.121722,0.088838,0.040272,0.015373,0.058469,0.013372,0.049319,0.165934,0.03505,0.018842,0.070682,0.000875,0.043187,0.032613,0.158208,0.037407,0.005509,0.044326
