FIPS,Health Care and Social Assistance,Manufacturing,Retail Trade,Accommodation and Food Services,Others
13215,0.150255,0.067472,0.10442,0.116932,0.560922
13217,0.116089,0.186853,0.146816,0.12065,0.429593
13219,0.132679,0.118644,0.149772,0.107195,0.491711
13221,0.091688,0.072784,0.077639,0.122004,0.635885
13223,0.150756,0.04377,0.217211,0.180368,0.407895
13225,0.077752,0.359712,0.132102,0.120465,0.30997
13227,0.185342,0.118001,0.164515,0.11723,0.414913
13229,0.03532,0.144911,0.128487,0.113191,0.578091
13231,0.102039,0.083981,0.080236,0.048839,0.684905
13233,0.109413,0.350283,0.123004,0.112981,0.304319
13235,0.400122,0.061157,0.132788,0.14422,0.261713
13237,0.091793,0.226122,0.152021,0.101771,0.428293
13239,0.110034,0.0,0.235788,0.0,0.654178
13241,0.099577,0.061933,0.200642,0.225583,0.412265
13243,0.170941,0.113188,0.102564,0.04967,0.563638
13245,0.258,0.069149,0.10925,0.111602,0.451999
13247,0.107658,0.155475,0.130079,0.125838,0.480949
13249,0.037678,0.581841,0.090426,0.03391,0.256146
13251,0.103613,0.356974,0.165221,0.067609,0.306584
13253,0.239963,0.010745,0.15328,0.082983,0.513029
13255,0.230384,0.178182,0.150248,0.100287,0.340898
13257,0.12593,0.272527,0.125114,0.061996,0.414434
13259,0.144549,0.0,0.094215,0.015487,0.745748
13261,0.267782,0.1324,0.148791,0.080736,0.370291
13263,0.0283,0.0,0.123187,0.0,0.848513
13265,0.0,0.0,0.757009,0.0,0.242991
13267,0.183373,0.02903,0.104914,0.090669,0.592014
13269,0.206807,0.022027,0.119779,0.039303,0.612085
13271,0.057536,0.38115,0.106802,0.045822,0.408691
13273,0.07321,0.191294,0.15638,0.077692,0.501426
13275,0.162769,0.113644,0.108017,0.081632,0.533938
13277,0.163316,0.074639,0.141881,0.137014,0.483149
13279,0.184464,0.171337,0.164654,0.100985,0.37856
13281,0.230527,0.035665,0.152614,0.255829,0.325366
13283,0.149638,0.216354,0.276358,0.055272,0.302379
13285,0.090059,0.293668,0.086272,0.084306,0.445696
13287,0.106252,0.215334,0.155161,0.121993,0.40126
13289,0.081525,0.0,0.037471,0.025318,0.855686
13291,0.185469,0.066953,0.14928,0.090221,0.508078
13293,0.22954,0.217976,0.159574,0.107627,0.285283
13295,0.068723,0.385473,0.100209,0.05427,0.391325
13297,0.107984,0.131953,0.130977,0.114682,0.514404
13299,0.186916,0.147628,0.165778,0.120026,0.379652
13301,0.191498,0.363719,0.127666,0.0,0.317117
13303,0.151722,0.104172,0.128499,0.07242,0.543187
13305,0.16979,0.154556,0.16825,0.10946,0.397944
13307,0.0,0.0,0.198404,0.0,0.801596
13309,0.0,0.0,0.259926,0.0,0.740074
13311,0.091137,0.094856,0.157727,0.193372,0.462909
13313,0.07932,0.324055,0.071099,0.056096,0.46943
13315,0.124824,0.007856,0.065268,0.004895,0.797157
13317,0.133,0.180175,0.180536,0.081924,0.424366
13319,0.059436,0.092339,0.07287,0.006106,0.769249
13321,0.118231,0.20116,0.15236,0.064601,0.463649
15001,0.122859,0.029304,0.161041,0.214524,0.472272
15003,0.123388,0.022964,0.10261,0.145358,0.60568
15005,0.00278,0.0,0.000438,0.0,0.996783
15007,0.106465,0.015178,0.135006,0.284435,0.458916
15009,0.095881,0.014976,0.130424,0.316318,0.442402
16001,0.142111,0.059135,0.095182,0.086428,0.617144
16003,0.089013,0.219779,0.212262,0.121537,0.357408
16005,0.18796,0.086828,0.150289,0.115952,0.458971
16007,0.271824,0.052966,0.253823,0.182716,0.23867
16009,0.133699,0.226774,0.116003,0.073141,0.450383
16011,0.16868,0.188285,0.104651,0.063314,0.47507
16013,0.060826,0.026317,0.102611,0.255306,0.55494
16015,0.0179,0.040858,0.153942,0.128882,0.658418
16017,0.113297,0.123479,0.137991,0.135752,0.489482
16019,0.168327,0.053075,0.114072,0.085985,0.578541
16021,0.165291,0.175479,0.162729,0.047409,0.449092
16023,0.420713,0.0,0.315535,0.091339,0.172413
16025,0.068078,0.242795,0.113463,0.325261,0.250402
16027,0.127363,0.161666,0.124351,0.087029,0.499591
16029,0.18253,0.288616,0.167512,0.032347,0.328994
16031,0.143391,0.156288,0.117808,0.090264,0.492248
16033,0.0,0.0,0.0,0.0,1.0
16035,0.254318,0.11333,0.117181,0.089549,0.425622
16037,0.124239,0.021483,0.21836,0.154358,0.48156
16039,0.149973,0.142392,0.208474,0.149772,0.349389
16041,0.162596,0.13696,0.205384,0.098057,0.397004
16043,0.130569,0.071188,0.147578,0.11306,0.537606
16045,0.257403,0.076128,0.146788,0.096563,0.423118
16047,0.227203,0.236842,0.104225,0.075325,0.356406
16049,0.174408,0.158053,0.116272,0.06719,0.484077
16051,0.062418,0.200761,0.123108,0.050895,0.562818
16053,0.063669,0.242077,0.118154,0.056967,0.519132
16055,0.162509,0.081958,0.13229,0.123681,0.499562
16057,0.149544,0.030189,0.168476,0.160102,0.491689
16059,0.271127,0.042572,0.1661,0.146205,0.373997
16061,0.032684,0.212148,0.241861,0.140541,0.372766
16063,0.164513,0.293987,0.112009,0.042003,0.387488
16065,0.067576,0.038529,0.058655,0.051355,0.783885
16067,0.091302,0.180212,0.112192,0.044701,0.571593
16069,0.14861,0.184006,0.123471,0.100557,0.443355
16071,0.255342,0.0683,0.238406,0.106827,0.331125
16073,0.110386,0.065476,0.090245,0.079788,0.654105
16075,0.127854,0.21769,0.069945,0.039928,0.544583
16077,0.060238,0.26712,0.062052,0.034111,0.57648
16079,0.157568,0.039754,0.219724,0.122706,0.460247
16081,0.103787,0.049732,0.126709,0.131485,0.588287
16083,0.175346,0.109828,0.143709,0.112507,0.458611
16085,0.111951,0.019963,0.122818,0.26614,0.479127
16087,0.156019,0.280829,0.133177,0.090939,0.339036
17001,0.174555,0.154922,0.120329,0.073271,0.476922
17003,0.181285,0.159092,0.062126,0.079439,0.518058
17005,0.110109,0.185129,0.079343,0.103401,0.522018
17007,0.05463,0.503882,0.074421,0.060648,0.306419
17009,0.034665,0.035802,0.032017,0.01324,0.884275
17011,0.192012,0.147657,0.092608,0.070136,0.497588
17013,0.17089,0.0,0.178658,0.178658,0.471794
17015,0.125306,0.249492,0.118667,0.068877,0.437659
17017,0.063853,0.468967,0.079431,0.042504,0.345245
17019,0.17599,0.078518,0.113783,0.12762,0.504089
17021,0.163295,0.095024,0.144787,0.092199,0.504694
17023,0.059331,0.285135,0.108365,0.155437,0.391732
17025,0.124855,0.45274,0.09442,0.040518,0.287467
17027,0.184184,0.089998,0.167043,0.10839,0.450385
17029,0.198663,0.116112,0.100134,0.088414,0.496678
17031,0.116989,0.058078,0.068529,0.075418,0.680985
17033,0.120007,0.32373,0.101141,0.07504,0.380082
17035,0.154234,0.304347,0.100667,0.045254,0.395498
17039,0.149359,0.126809,0.127151,0.097373,0.499309
17037,0.102797,0.108686,0.133353,0.072848,0.582316
17041,0.044167,0.415878,0.109876,0.104998,0.325081
17043,0.09102,0.074535,0.074262,0.06111,0.699072
17045,0.157427,0.399775,0.086846,0.056405,0.299548
17047,0.038744,0.591364,0.073074,0.02305,0.273768
17049,0.064456,0.076449,0.058847,0.051787,0.748461
17051,0.150495,0.061916,0.136483,0.101179,0.549927
17053,0.281082,0.179707,0.11054,0.071184,0.357487
17055,0.119136,0.078626,0.177187,0.116761,0.50829
17057,0.248308,0.020556,0.178298,0.09126,0.461578
17059,0.175366,0.033933,0.09328,0.069027,0.628394
17061,0.17803,0.052783,0.200015,0.109392,0.45978
17063,0.119747,0.081039,0.106405,0.096902,0.595907
17065,0.289745,0.051433,0.092192,0.077704,0.488926
17067,0.152335,0.124756,0.14011,0.068018,0.514782
17069,0.481225,0.0,0.098626,0.030608,0.389541
17071,0.174776,0.0,0.102408,0.103773,0.619044
17073,0.104915,0.311432,0.119742,0.065888,0.398023
17075,0.244542,0.101453,0.137243,0.072832,0.44393
17077,0.204999,0.062445,0.171587,0.117104,0.443865
17079,0.081172,0.101618,0.100498,0.121482,0.59523
17081,0.174506,0.261889,0.104916,0.077467,0.381222
17083,0.163055,0.037317,0.14614,0.127654,0.525834
17085,0.118398,0.124099,0.152134,0.217517,0.387852
17087,0.180022,0.024353,0.168296,0.151053,0.476276
17089,0.110358,0.143411,0.105275,0.081174,0.559783
17091,0.182175,0.147862,0.127851,0.098999,0.443113
17093,0.063087,0.089572,0.194955,0.135417,0.516969
17095,0.195048,0.063688,0.191176,0.09657,0.453518
17099,0.09038,0.099927,0.086947,0.067462,0.655285
17097,0.11432,0.144911,0.141427,0.095647,0.503696
17101,0.106381,0.286074,0.089039,0.068074,0.450433
17103,0.175938,0.315328,0.103846,0.084708,0.32018
17105,0.11124,0.286697,0.114927,0.063994,0.423142
17107,0.165764,0.136032,0.107535,0.087461,0.503208
17115,0.200821,0.16771,0.145598,0.136571,0.349299
17117,0.121405,0.148028,0.136279,0.101004,0.493283
17119,0.084334,0.037143,0.087135,0.083886,0.707502
17121,0.143335,0.155454,0.086287,0.076846,0.538079
17123,0.148761,0.056639,0.125971,0.100176,0.568453
17125,0.137753,0.104015,0.112656,0.108203,0.537373
17127,0.225672,0.247381,0.093283,0.081389,0.352275
17109,0.165011,0.330787,0.08964,0.069517,0.345044
17111,0.235517,0.05181,0.160239,0.089364,0.463069
17113,0.23068,0.117576,0.103534,0.21736,0.330851
17129,0.066433,0.049141,0.187816,0.081196,0.615415
17131,0.149344,0.220439,0.125496,0.069198,0.435523
17133,0.096464,0.031272,0.133873,0.139858,0.598533
17135,0.173933,0.083141,0.166428,0.114261,0.462237
17137,0.140229,0.152258,0.106562,0.096419,0.504534
17139,0.116827,0.435522,0.063581,0.037483,0.346587
17141,0.101022,0.199995,0.088769,0.078602,0.531613
17143,0.181522,0.045862,0.073946,0.057743,0.640927
17145,0.256187,0.097531,0.12723,0.094612,0.42444
17147,0.169444,0.088877,0.158785,0.114678,0.468217
17149,0.208202,0.043774,0.157288,0.086372,0.504363
17151,0.425502,0.0,0.251641,0.096081,0.226775
17153,0.215582,0.0,0.187988,0.060363,0.536066
17155,0.021844,0.379997,0.070385,0.031552,0.496222
17157,0.168527,0.237609,0.107759,0.068477,0.417627
17159,0.171995,0.083522,0.100664,0.090566,0.553253
17161,0.117997,0.089756,0.089949,0.072702,0.629597
17165,0.161334,0.062698,0.151053,0.120658,0.504258
17167,0.308699,0.055869,0.152604,0.095639,0.387188
17169,0.22461,0.025789,0.116768,0.097681,0.535152
17171,0.273543,0.048215,0.139143,0.079059,0.46004
17173,0.026055,0.0,0.134285,0.078166,0.761493
17163,0.12622,0.254941,0.107749,0.088867,0.422223
17175,0.087783,0.241098,0.121268,0.01629,0.533561
17177,0.137561,0.1885,0.093072,0.066949,0.513917
17179,0.101994,0.133787,0.136557,0.122473,0.50519
17181,0.294211,0.092794,0.180431,0.100952,0.331612
17183,0.188586,0.18138,0.125425,0.079904,0.424706
17185,0.278926,0.084984,0.091744,0.083739,0.460607
17187,0.098973,0.364302,0.089254,0.069977,0.377494
17189,0.044553,0.336098,0.082456,0.045617,0.491277
17191,0.294705,0.028806,0.172249,0.098139,0.406101
17193,0.185769,0.075745,0.128015,0.080642,0.529829
17195,0.161267,0.208733,0.110696,0.070817,0.448486
17197,0.095616,0.069192,0.099413,0.084575,0.651204
17199,0.243811,0.120076,0.133206,0.100356,0.402552
17201,0.148251,0.190543,0.105296,0.081741,0.474168
17203,0.14256,0.210936,0.110598,0.098625,0.437281
18001,0.119242,0.398183,0.115969,0.076619,0.289986
18003,0.169397,0.13147,0.106733,0.079819,0.51258
18005,0.09088,0.235733,0.085475,0.070458,0.517455
18007,0.080023,0.275501,0.092285,0.039366,0.512824
18009,0.187408,0.344335,0.092459,0.08108,0.294718
18011,0.096881,0.105752,0.198862,0.080558,0.517947
18013,0.12039,0.06053,0.152072,0.28966,0.377348
18015,0.054707,0.515089,0.069774,0.092016,0.268414
18017,0.193043,0.317266,0.106288,0.078573,0.304829
18019,0.112749,0.131767,0.184407,0.099713,0.471365
18021,0.104679,0.362841,0.137554,0.08954,0.305387
18023,0.113168,0.418826,0.092371,0.069323,0.306311
18025,0.089532,0.280797,0.103201,0.105251,0.42122
18027,0.107892,0.216505,0.109036,0.074242,0.492324
18033,0.170239,0.162607,0.135194,0.176208,0.355752
18029,0.111473,0.354922,0.091534,0.079217,0.362854
18031,0.079848,0.438926,0.06372,0.065342,0.352164
18035,0.224311,0.084527,0.122538,0.108364,0.460261
18037,0.118914,0.323385,0.09205,0.039147,0.426503
18039,0.076672,0.523607,0.068759,0.04823,0.282732
18041,0.224111,0.206597,0.144112,0.113474,0.311707
18043,0.21463,0.200955,0.092643,0.105352,0.38642
18045,0.075695,0.432191,0.126634,0.087834,0.277646
18047,0.139028,0.173766,0.12338,0.13669,0.427136
18049,0.120062,0.304017,0.172959,0.084391,0.318571
18051,0.071069,0.485586,0.072257,0.053339,0.317749
18053,0.15096,0.133965,0.071473,0.063984,0.579619
18055,0.189187,0.121664,0.163962,0.119118,0.406069
18057,0.105026,0.025814,0.081703,0.094337,0.693121
18059,0.112307,0.151858,0.123788,0.089708,0.522339
18061,0.168764,0.165719,0.133562,0.214679,0.317276
18063,0.136947,0.042638,0.16721,0.107671,0.545535
18065,0.196798,0.22294,0.127689,0.095787,0.356786
18067,0.155111,0.26836,0.136004,0.119593,0.320933
18069,0.118536,0.276002,0.077867,0.084023,0.443573
18071,0.117734,0.362632,0.082626,0.065601,0.371406
18073,0.101207,0.166294,0.160646,0.094079,0.477774
18075,0.116268,0.450716,0.094748,0.068739,0.26953
18077,0.149665,0.255366,0.133739,0.088489,0.37274
18079,0.109594,0.303948,0.089264,0.053989,0.443205
18081,0.13938,0.106823,0.15602,0.109155,0.488622
18083,0.220533,0.133034,0.118556,0.100435,0.427442
18085,0.085065,0.284592,0.077861,0.054231,0.498251
18087,0.058052,0.556987,0.083937,0.049759,0.251266
18091,0.182162,0.118921,0.122038,0.104646,0.472234
18089,0.137692,0.21097,0.139151,0.149917,0.36227
18093,0.212328,0.223497,0.145871,0.092049,0.326255
18095,0.153513,0.119911,0.10142,0.096347,0.528809
18097,0.139591,0.065458,0.070369,0.074071,0.650511
18099,0.122701,0.321748,0.093235,0.084831,0.377485
18101,0.052878,0.154669,0.110702,0.06315,0.6186
18103,0.126638,0.256546,0.116619,0.107851,0.392346
18105,0.178415,0.144219,0.102336,0.134729,0.440301
18107,0.086836,0.365631,0.100406,0.090229,0.356898
18109,0.118121,0.182063,0.147498,0.11682,0.435498
18111,0.103949,0.238257,0.113952,0.148746,0.395096
18113,0.067698,0.541809,0.082296,0.058493,0.249704
18115,0.103311,0.022355,0.052236,0.58388,0.238218
18117,0.09809,0.236522,0.075696,0.083815,0.505877
18119,0.134234,0.35101,0.129223,0.090984,0.29455
18121,0.046532,0.145801,0.19319,0.086001,0.528476
18123,0.163016,0.375523,0.115896,0.094068,0.251497
18125,0.168221,0.070349,0.077706,0.080268,0.603456
18127,0.136022,0.173443,0.114157,0.102429,0.473949
18129,0.032827,0.275281,0.065655,0.042472,0.583765
18131,0.151782,0.383337,0.103012,0.053052,0.308817
18133,0.142588,0.172249,0.086074,0.083321,0.515767
18135,0.134599,0.309207,0.103164,0.098822,0.354208
18137,0.126339,0.136635,0.071999,0.04999,0.615037
18139,0.13557,0.141788,0.106251,0.087956,0.528434
18143,0.120405,0.093815,0.098926,0.072612,0.614241
18145,0.195203,0.368453,0.112423,0.09685,0.227072
18147,0.119769,0.307062,0.08316,0.0822,0.407809
18141,0.037443,0.271744,0.107359,0.038271,0.545182
18149,0.099552,0.302771,0.159631,0.118417,0.31963
18151,0.088793,0.319655,0.122213,0.080323,0.389015
18153,0.137252,0.096916,0.140514,0.131481,0.493836
18155,0.066865,0.07842,0.099012,0.557423,0.198281
18157,0.157846,0.230837,0.115074,0.114689,0.381553
18159,0.123375,0.440846,0.097716,0.086811,0.251252
18161,0.092703,0.290325,0.199891,0.089806,0.327274
18163,0.162029,0.09974,0.097275,0.090139,0.550816
18165,0.1509,0.178761,0.139553,0.133517,0.39727
18167,0.202422,0.140884,0.133176,0.11117,0.412348
18169,0.167764,0.203946,0.104488,0.077775,0.446027
18171,0.126904,0.551342,0.053289,0.024722,0.243743
18173,0.23465,0.168865,0.088036,0.069346,0.439103
18175,0.127161,0.319543,0.187014,0.073758,0.292525
18177,0.190602,0.200189,0.118285,0.099898,0.391026
18179,0.13863,0.25491,0.084226,0.049165,0.473069
18181,0.098501,0.390733,0.12217,0.073398,0.315198
18183,0.094362,0.445445,0.102213,0.072903,0.285077
19001,0.209591,0.0,0.138112,0.139929,0.512367
19003,0.250707,0.264815,0.116286,0.054409,0.313783
19005,0.218342,0.23747,0.132737,0.050257,0.361195
19007,0.174028,0.268366,0.139034,0.114609,0.303962
19009,0.172195,0.09969,0.106737,0.048356,0.573022
19011,0.157558,0.182014,0.154324,0.053851,0.452253
19013,0.149944,0.163529,0.12445,0.090332,0.471746
19015,0.191034,0.066535,0.12131,0.059948,0.561174
19017,0.171118,0.137542,0.109615,0.0534,0.528326
19019,0.179459,0.256544,0.135591,0.060983,0.367423
19021,0.109565,0.36257,0.103003,0.066671,0.358191
19023,0.182832,0.293038,0.136036,0.044983,0.343111
19025,0.268555,0.057467,0.175337,0.032848,0.465793
19027,0.174104,0.129151,0.13565,0.060015,0.50108
19029,0.173332,0.130361,0.158102,0.067629,0.470576
19031,0.114428,0.127837,0.105937,0.062066,0.589733
19033,0.186587,0.142478,0.151389,0.086896,0.432651
19035,0.178596,0.077961,0.122379,0.057298,0.563767
19037,0.129236,0.392431,0.097042,0.05174,0.32955
19039,0.139376,0.348918,0.141812,0.147766,0.222129
19041,0.169347,0.068432,0.162442,0.08007,0.519709
19043,0.183961,0.163221,0.123388,0.05505,0.47438
19045,0.142227,0.230073,0.127223,0.08026,0.420217
19047,0.140122,0.347243,0.105729,0.049561,0.357345
19049,0.066974,0.036856,0.117453,0.066477,0.712239
19051,0.271611,0.168101,0.13994,0.047071,0.373277
19053,0.307038,0.049991,0.203579,0.06341,0.375982
19055,0.170268,0.340909,0.102778,0.039847,0.346198
19057,0.161438,0.24548,0.147253,0.08859,0.35724
19059,0.109929,0.226255,0.146253,0.128511,0.389051
19061,0.119214,0.142756,0.101171,0.063029,0.57383
19063,0.219694,0.231868,0.138315,0.065878,0.344245
19065,0.148045,0.102537,0.101746,0.061357,0.586314
19067,0.201262,0.223611,0.138132,0.056116,0.380878
19069,0.132307,0.265704,0.095555,0.037277,0.469157
19071,0.141059,0.119912,0.263278,0.078259,0.397492
19073,0.15749,0.173809,0.130367,0.056872,0.481462
19075,0.166612,0.104328,0.127281,0.032776,0.569004
19077,0.167527,0.082221,0.159073,0.074542,0.516637
19079,0.131157,0.165593,0.133935,0.042264,0.527051
19081,0.17063,0.265145,0.082388,0.031654,0.450182
19083,0.166919,0.123102,0.155237,0.05682,0.497923
19085,0.213818,0.096255,0.13587,0.085958,0.468099
19087,0.12167,0.2985,0.10327,0.042205,0.434354
19089,0.153624,0.387216,0.121978,0.041427,0.295755
19091,0.105205,0.251209,0.133295,0.04876,0.461531
19093,0.115161,0.438163,0.090163,0.019943,0.33657
19095,0.083013,0.521898,0.139788,0.040941,0.21436
19097,0.104102,0.178583,0.157021,0.073739,0.486555
19099,0.131942,0.216223,0.140686,0.068011,0.443138
19101,0.075413,0.083372,0.099111,0.05051,0.691594
19103,0.235657,0.062924,0.123767,0.105645,0.472007
19105,0.153601,0.233386,0.126552,0.069748,0.416713
19107,0.190585,0.088444,0.111366,0.066016,0.54359
19109,0.101098,0.22065,0.12305,0.049728,0.505474
19111,0.128448,0.264005,0.122176,0.061303,0.424069
19113,0.1046,0.113831,0.102391,0.062309,0.616869
19115,0.109238,0.487258,0.055073,0.028747,0.319684
19117,0.09286,0.026548,0.099627,0.019549,0.761416
19119,0.133451,0.194601,0.081847,0.110821,0.47928
19121,0.164795,0.056436,0.175279,0.080595,0.522896
19123,0.114176,0.184173,0.137559,0.071143,0.49295
19125,0.107098,0.433837,0.083726,0.050184,0.325155
19127,0.129484,0.332598,0.130818,0.073379,0.333721
19129,0.162273,0.029202,0.139941,0.084858,0.583726
19131,0.161889,0.294068,0.097342,0.044507,0.402195
19133,0.273002,0.046469,0.158933,0.069205,0.452391
19135,0.163395,0.389355,0.114982,0.056482,0.275786
19137,0.203816,0.155265,0.136149,0.066308,0.438463
19139,0.076558,0.30991,0.082137,0.050406,0.48099
19141,0.219623,0.116484,0.130048,0.044238,0.489607
19143,0.177161,0.10313,0.065598,0.041501,0.61261
19145,0.264134,0.258433,0.102256,0.056564,0.318613
19147,0.226349,0.179344,0.108896,0.104764,0.380647
19149,0.091582,0.26722,0.08305,0.056701,0.501447
19151,0.127142,0.246894,0.116129,0.03604,0.473795
19153,0.101991,0.047556,0.084876,0.063527,0.70205
19155,0.140635,0.170177,0.160389,0.159253,0.369546
19157,0.077092,0.142059,0.100999,0.040854,0.638995
19159,0.29153,0.039438,0.194354,0.086286,0.388392
19161,0.184197,0.195871,0.109766,0.039471,0.470695
19163,0.124965,0.109626,0.11337,0.08402,0.56802
19165,0.12271,0.124364,0.076462,0.039619,0.636845
19167,0.131795,0.263046,0.064285,0.045954,0.49492
19169,0.147587,0.154938,0.130485,0.124094,0.442896
19171,0.10622,0.288721,0.101572,0.238008,0.265479
19173,0.100102,0.44668,0.083615,0.027086,0.342516
19175,0.17247,0.245372,0.142631,0.060055,0.379472
19177,0.156847,0.386106,0.139692,0.035536,0.28182
19179,0.157971,0.234133,0.148562,0.074215,0.385118
19181,0.105209,0.056041,0.169276,0.10095,0.568525
19183,0.188519,0.104208,0.145822,0.141048,0.420403
19185,0.269159,0.247148,0.129893,0.04419,0.309611
19187,0.131454,0.097603,0.124894,0.07262,0.573429
19189,0.049698,0.402469,0.072487,0.022515,0.452831
19191,0.120387,0.146606,0.088702,0.06546,0.578845
19193,0.176422,0.147153,0.131602,0.09516,0.449663
19195,0.098128,0.247235,0.0615,0.055621,0.537517
19197,0.165451,0.408806,0.080648,0.047407,0.297688
20001,0.129045,0.342712,0.127073,0.073834,0.327335
20003,0.210893,0.060967,0.285499,0.085767,0.356873
20005,0.134093,0.139197,0.090624,0.074957,0.56113
20007,0.182736,0.129548,0.161937,0.047541,0.478239
20009,0.228766,0.107056,0.124287,0.065884,0.474007
20011,0.112833,0.295815,0.141641,0.10343,0.34628
20013,0.171943,0.248266,0.079175,0.038395,0.46222
20015,0.178075,0.132901,0.133985,0.112034,0.443005
20017,0.0,0.378681,0.085801,0.128702,0.406816
20019,0.264883,0.138302,0.175882,0.080524,0.340408
20021,0.132526,0.277848,0.061214,0.05869,0.469722
20023,0.341467,0.039824,0.129466,0.08739,0.401853
20025,0.478755,0.0,0.092662,0.008825,0.419758
20027,0.166448,0.142997,0.161118,0.077074,0.452363
20029,0.219776,0.098458,0.155393,0.107191,0.419182
20031,0.128146,0.036017,0.090523,0.043847,0.701466
20033,0.397689,0.102335,0.163606,0.05034,0.28603
20035,0.148723,0.384873,0.097651,0.076537,0.292215
20037,0.148423,0.168064,0.096209,0.114837,0.472466
20039,0.266962,0.0,0.13432,0.130962,0.467756
20041,0.15515,0.284107,0.136425,0.05885,0.365468
20043,0.102119,0.337715,0.099467,0.057691,0.403008
20045,0.148702,0.104635,0.141794,0.154945,0.449925
20047,0.204843,0.223265,0.137838,0.053604,0.38045
20049,0.062333,0.0,0.172331,0.399662,0.365675
20051,0.205329,0.082745,0.140847,0.119932,0.451147
20053,0.119516,0.168685,0.10731,0.055435,0.549054
20055,0.089776,0.244827,0.162681,0.103054,0.399662
20057,0.070782,0.374244,0.09895,0.103745,0.352279
20059,0.137059,0.072205,0.09975,0.070182,0.620804
20061,0.146123,0.080574,0.126333,0.149867,0.497104
20063,0.197938,0.095805,0.141384,0.136672,0.428201
20065,0.34037,0.0,0.140588,0.044396,0.474646
20067,0.080533,0.069731,0.108761,0.102535,0.63844
20069,0.102852,0.068472,0.097709,0.049712,0.681255
20071,0.389186,0.0,0.230103,0.0,0.380711
20073,0.229994,0.069284,0.131744,0.057312,0.511666
20075,0.049911,0.0,0.114947,0.089235,0.745906
20077,0.181527,0.280428,0.126547,0.054979,0.356518
20079,0.197941,0.25984,0.09384,0.067272,0.381107
20081,0.225026,0.124029,0.117059,0.057961,0.475925
20083,0.26019,0.0,0.135592,0.0,0.604217
20085,0.160531,0.090854,0.112221,0.299157,0.337237
20087,0.131635,0.108978,0.11653,0.060423,0.582434
20089,0.206187,0.0,0.131444,0.085052,0.577317
20091,0.093654,0.053825,0.083938,0.065396,0.703187
20093,0.372853,0.0,0.121056,0.070213,0.435878
20095,0.16883,0.203216,0.127125,0.07738,0.423449
20097,0.288172,0.0,0.155521,0.093008,0.4633
20099,0.281457,0.269392,0.095121,0.048965,0.305065
20101,0.240186,0.0,0.120093,0.080062,0.559659
20103,0.147104,0.077619,0.131009,0.111719,0.532548
20105,0.256977,0.0,0.087407,0.080415,0.575201
20107,0.033391,0.100799,0.14072,0.041143,0.683946
20109,0.225045,0.0,0.115701,0.083915,0.575339
20111,0.137759,0.291924,0.12002,0.106153,0.344144
20115,0.141549,0.330702,0.07226,0.065034,0.390455
20117,0.188647,0.099109,0.074782,0.068627,0.568835
20113,0.106706,0.310779,0.11991,0.049565,0.413039
20119,0.184382,0.020575,0.136873,0.031673,0.626497
20121,0.292158,0.064942,0.130028,0.081874,0.430998
20123,0.201253,0.104991,0.126675,0.047102,0.519979
20125,0.225163,0.309608,0.104055,0.087472,0.273702
20127,0.196281,0.15261,0.086465,0.071949,0.492695
20129,0.166153,0.0,0.075425,0.033887,0.724535
20131,0.164516,0.20851,0.083219,0.041706,0.50205
20133,0.211663,0.198257,0.140858,0.07476,0.374462
20135,0.265122,0.025686,0.062627,0.029226,0.617339
20137,0.28387,0.141619,0.101187,0.08259,0.390734
20139,0.214361,0.094663,0.19239,0.103915,0.394671
20141,0.162414,0.101604,0.114489,0.033725,0.587768
20143,0.24168,0.051947,0.083077,0.046394,0.576902
20145,0.559925,0.025266,0.094458,0.082388,0.237963
20147,0.159351,0.105198,0.133357,0.056507,0.545586
20149,0.141557,0.18538,0.157365,0.082006,0.433693
20151,0.181677,0.031078,0.161125,0.157563,0.468558
20153,0.24093,0.0713,0.148659,0.03332,0.505791
20155,0.159435,0.140597,0.117355,0.092238,0.490375
20157,0.230066,0.10717,0.155725,0.084514,0.422525
20159,0.094953,0.184676,0.095758,0.092539,0.532073
20161,0.144941,0.018854,0.155271,0.163778,0.517157
20163,0.209231,0.081131,0.138317,0.037212,0.534108
20165,0.132879,0.250391,0.083297,0.027766,0.505667
20167,0.156119,0.125406,0.109043,0.103759,0.505673
20169,0.151876,0.157462,0.128796,0.10077,0.461096
20171,0.310338,0.032736,0.101157,0.093663,0.462105
20173,0.123425,0.168979,0.10177,0.08757,0.518256
20175,0.11348,0.313772,0.11576,0.082954,0.374033
20177,0.204745,0.088403,0.104112,0.077258,0.525482
20179,0.23915,0.0,0.101539,0.073482,0.58583
20181,0.173182,0.031465,0.159179,0.17645,0.459724
20183,0.25659,0.015383,0.182489,0.043134,0.502403
20185,0.272265,0.0,0.14232,0.072707,0.512708
20187,0.218238,0.0,0.109119,0.020695,0.651948
20189,0.19592,0.060277,0.093335,0.089972,0.560496
20191,0.179676,0.185051,0.125912,0.081833,0.427528
20193,0.164813,0.02196,0.18932,0.120699,0.503207
20195,0.273079,0.055857,0.151264,0.117799,0.402002
20197,0.091492,0.18698,0.100744,0.059624,0.561161
20199,0.203241,0.0,0.251842,0.132548,0.412369
20201,0.255982,0.126922,0.121401,0.052723,0.442972
20203,0.232809,0.113032,0.140859,0.062604,0.450695
20205,0.150678,0.31005,0.059733,0.050316,0.429224
20207,0.193,0.0,0.13535,0.102766,0.568884
