,"[]_[('Location', 3, 4), ('Time from Start', 0, 5), ('RawLabel', 0, -1), ('0 Cases Root 2', 0, 1), ('1 Deaths Root 2', 0, 0), ('2 Age Distribution', 0, 3), ('3 Air Pollution', 0, 3), ('4 Co-morbidities', 0, 3), ('5 Demographics', 0, 3), ('6 Disease Spread', 0, 1), ('7 Health Disparities', 0, 3), ('8 Hospital Beds', 0, 3), ('9 Mobility', 0, 1), ('10 Residential Density', 0, 3), ('11 Social Distancing', 0, 1), ('12 Testing', 0, 1), ('13 Transmissible Cases', 0, 1), ('14 voting', 0, 3), ('15 LinearSpace', 0, 2), ('16 Constant', 0, 2), ('17 LinearTime', 0, 2), ('18 P2-Time', 0, 2), ('19 P3-Time', 0, 2), ('20 P4-Time', 0, 2), ('21 CosWeekly', 0, 2), ('22 SinWeekly', 0, 2)]_0.2_5_64_[2]_24_[]_[3, 4, 5, 6, 8, 9, 11, 15, 16, 17, 18, 19, 20, 21, 22, 23]_0.001_0.01_64_../TFTData/saved_models/FFFFWNPF/fixedCovidA21-TFTTest4_5_13_30_4_1_[0.1, 0.5, 0.9]_1_[3, 4, 5, 6, 8, 9, 11, 15]_28"
loss,0.01477021724098796
info,
