Date,0,1,2,3,4,5,6,7,8,9,10,11,12,mean,median,weekday
2020-04-27,0.027,0.006,0.002,0.018,0.003,0.05,0.393,0.098,0.005,0.017,0.041,0.003,0.104,0.059,0.022,0
2020-04-28,0.064,0.008,0.006,0.002,0.076,0.135,0.491,0.076,0.079,0.025,0.007,0.196,0.26,0.11,0.076,1
2020-04-29,0.036,0.004,0.015,0.031,0.02,0.057,0.322,0.148,0.009,0.135,0.152,0.062,0.145,0.087,0.059,2
2020-04-30,0.007,0.029,0.01,0.005,0.016,0.057,0.25,0.053,0.111,0.025,0.033,0.061,0.161,0.063,0.043,3
2020-05-01,0.029,0.016,0.006,0.01,0.002,0.002,0.45,0.107,0.034,0.01,0.052,0.006,0.004,0.056,0.013,4
2020-05-02,0.017,0.009,0.05,0.003,0.017,0.04,0.389,0.169,0.048,0.136,0.007,0.058,0.115,0.081,0.049,5
2020-05-03,0.192,0.006,0.016,0.009,0.004,0.073,0.449,0.122,0.057,0.045,0.008,0.007,0.199,0.091,0.051,6
2020-05-04,0.029,0.006,0.002,0.021,0.004,0.059,0.409,0.096,0.005,0.014,0.044,0.003,0.104,0.061,0.025,0
2020-05-05,0.061,0.007,0.006,0.002,0.077,0.137,0.49,0.079,0.077,0.025,0.007,0.183,0.236,0.107,0.077,1
2020-05-06,0.034,0.004,0.015,0.031,0.022,0.055,0.321,0.144,0.008,0.131,0.146,0.055,0.124,0.084,0.055,2
2020-05-07,0.007,0.029,0.01,0.005,0.015,0.059,0.243,0.053,0.107,0.024,0.033,0.055,0.144,0.06,0.043,3
2020-05-08,0.027,0.014,0.007,0.011,0.002,0.003,0.452,0.109,0.031,0.01,0.052,0.006,0.004,0.056,0.013,4
2020-05-09,0.014,0.009,0.045,0.003,0.018,0.042,0.391,0.169,0.049,0.129,0.008,0.057,0.112,0.081,0.047,5
2020-05-10,0.203,0.006,0.015,0.009,0.004,0.075,0.453,0.124,0.057,0.048,0.008,0.007,0.193,0.092,0.053,6
2020-05-11,0.031,0.006,0.002,0.018,0.003,0.056,0.408,0.093,0.005,0.012,0.038,0.003,0.096,0.059,0.024,0
2020-05-12,0.067,0.006,0.006,0.002,0.072,0.129,0.48,0.078,0.075,0.024,0.005,0.173,0.232,0.104,0.073,1
2020-05-13,0.032,0.003,0.013,0.03,0.019,0.054,0.319,0.147,0.009,0.129,0.144,0.054,0.132,0.084,0.054,2
2020-05-14,0.007,0.027,0.01,0.005,0.016,0.059,0.232,0.053,0.107,0.025,0.033,0.055,0.143,0.059,0.043,3
2020-05-15,0.027,0.013,0.006,0.011,0.002,0.003,0.45,0.113,0.032,0.012,0.055,0.007,0.004,0.057,0.012,4
2020-05-16,0.015,0.009,0.047,0.004,0.018,0.04,0.385,0.164,0.049,0.136,0.008,0.06,0.112,0.08,0.048,5
2020-05-17,0.187,0.006,0.013,0.009,0.004,0.065,0.45,0.119,0.057,0.045,0.009,0.007,0.186,0.089,0.051,6
2020-05-18,0.026,0.007,0.002,0.02,0.004,0.058,0.409,0.088,0.004,0.014,0.045,0.003,0.105,0.06,0.023,0
2020-05-19,0.055,0.009,0.007,0.002,0.082,0.146,0.486,0.076,0.075,0.024,0.006,0.186,0.241,0.107,0.076,1
2020-05-20,0.037,0.004,0.019,0.036,0.024,0.057,0.329,0.144,0.009,0.133,0.144,0.061,0.136,0.087,0.059,2
2020-05-21,0.008,0.031,0.01,0.006,0.018,0.067,0.244,0.055,0.108,0.024,0.033,0.055,0.145,0.062,0.044,3
2020-05-22,0.028,0.015,0.007,0.012,0.002,0.003,0.46,0.112,0.031,0.011,0.053,0.007,0.004,0.057,0.013,4
2020-05-23,0.016,0.009,0.047,0.004,0.02,0.043,0.396,0.168,0.05,0.132,0.008,0.056,0.118,0.082,0.048,5
2020-05-24,0.194,0.007,0.016,0.011,0.005,0.082,0.452,0.124,0.062,0.05,0.01,0.008,0.199,0.094,0.056,6
2020-05-25,0.027,0.006,0.002,0.02,0.004,0.061,0.413,0.095,0.005,0.013,0.044,0.003,0.104,0.061,0.023,0
2020-05-26,0.062,0.006,0.007,0.002,0.075,0.13,0.479,0.083,0.073,0.022,0.005,0.169,0.215,0.102,0.074,1
2020-05-27,0.034,0.004,0.013,0.033,0.021,0.054,0.324,0.142,0.008,0.126,0.138,0.05,0.124,0.082,0.052,2
2020-05-28,0.007,0.028,0.01,0.005,0.017,0.06,0.229,0.054,0.105,0.024,0.032,0.052,0.126,0.057,0.042,3
2020-05-29,0.03,0.018,0.007,0.012,0.002,0.003,0.471,0.118,0.037,0.012,0.054,0.006,0.004,0.06,0.015,4
