FIPS,Median,MAD
26077,1.0,0.0
26079,5.0,0.0
26081,1.0,0.0
26083,10.0,2.0
26085,10.0,0.0
26087,2.5,0.5
26089,5.0,0.0
26091,4.0,1.0
26093,2.0,0.0
26095,9.0,1.5
26097,10.0,0.0
26099,1.0,0.0
26101,9.5,1.0
26103,4.0,0.0
26105,5.0,1.0
26107,5.0,1.0
26109,5.0,1.0
26111,1.0,0.0
26113,10.0,0.0
26115,1.0,0.0
26117,9.0,1.0
26119,10.0,0.0
26121,1.0,0.0
26123,7.0,3.0
26125,1.0,0.0
26127,9.0,1.5
26129,10.0,0.0
26131,10.0,0.0
26133,10.0,0.0
26135,10.0,0.0
26137,8.0,0.5
26139,1.0,0.0
26141,8.0,2.0
26143,8.5,1.5
26145,1.0,0.0
26147,1.0,0.0
26149,5.0,1.0
26151,9.0,2.0
26153,8.0,0.5
26155,4.0,1.0
26157,9.0,1.5
26159,5.0,3.0
26161,1.0,0.0
26163,1.0,0.0
26165,5.0,1.0
27001,10.0,0.0
27003,1.0,0.0
27005,8.0,1.5
27007,5.0,0.5
27009,1.0,0.0
27011,10.0,0.0
27013,1.0,0.0
27015,4.0,0.0
27017,4.0,1.0
27019,1.0,0.0
27021,10.0,0.0
27023,7.5,0.5
27025,2.0,0.0
27027,1.0,0.0
27029,6.0,1.0
27031,10.0,0.0
27033,8.5,1.5
27035,5.0,1.0
27037,1.0,0.0
27039,2.0,0.0
27041,5.0,0.0
27043,10.0,0.0
27045,10.0,0.0
27047,4.5,0.5
27049,5.0,1.5
27051,10.0,0.0
27053,1.0,0.0
27055,7.0,3.0
27057,8.0,1.0
27059,2.0,0.0
27061,8.0,0.0
27063,10.0,0.0
27065,5.0,2.0
27067,4.5,0.5
27069,10.0,0.0
27071,7.5,0.5
27073,10.0,0.0
27075,9.5,1.5
27077,10.0,0.0
27079,4.5,2.5
27081,10.0,0.0
27083,5.0,1.0
27085,5.0,1.0
27087,10.0,0.0
27089,9.5,0.5
27091,8.0,0.5
27093,9.0,1.0
27095,7.0,3.0
27097,9.0,1.0
27099,4.0,0.0
27101,10.0,0.0
27103,2.0,1.0
27105,4.5,0.5
27107,10.0,0.0
27109,1.0,0.0
27111,6.0,2.0
27113,7.0,0.0
27115,8.5,1.5
27117,8.0,1.0
27119,7.0,3.0
27121,10.0,0.0
27123,1.0,0.0
27125,10.0,0.0
27127,10.0,0.0
27129,10.0,0.0
27131,4.0,0.0
27133,7.0,3.0
27135,8.0,1.0
27137,1.0,0.0
27139,1.0,0.0
27141,2.0,0.0
27143,6.0,4.0
27145,1.0,0.0
27147,4.0,0.0
27149,7.0,0.0
27151,8.5,1.5
27153,9.0,1.0
27155,10.0,0.0
27157,2.0,0.0
27159,10.0,0.0
27161,7.0,1.0
27163,1.0,0.0
27165,10.0,0.0
27167,4.5,0.5
27169,4.0,0.0
27171,2.0,0.0
27173,10.0,0.0
28001,4.0,0.0
28003,5.0,0.0
28005,6.0,0.0
28007,8.0,0.0
28009,2.0,0.0
28011,4.5,0.5
28013,9.0,1.0
28015,5.0,0.0
28017,8.0,0.5
28019,5.0,0.0
28021,5.0,0.0
28023,5.0,0.0
28025,7.0,1.0
28027,4.0,0.0
28029,5.0,2.5
28031,2.0,0.0
28033,1.0,0.0
28035,1.0,0.0
28037,5.5,0.5
28039,9.0,1.0
28041,6.5,3.5
28043,4.0,0.0
28045,2.0,0.5
28047,1.0,0.0
28049,1.0,0.0
28051,6.0,1.0
28053,7.0,0.0
28055,10.0,0.0
28057,7.0,1.0
28059,1.0,0.0
28061,5.5,0.5
28063,10.0,0.0
28065,3.0,0.0
28067,4.0,1.0
28069,5.0,0.0
28071,4.0,0.0
28073,1.5,0.5
28075,4.0,0.0
28077,5.0,1.0
28079,3.0,1.0
28081,4.0,0.0
28083,4.0,0.0
28085,5.0,0.0
28087,4.5,0.5
28089,1.0,0.0
28091,8.0,0.0
28093,2.0,0.0
28095,7.0,1.0
28097,8.0,1.0
28099,8.0,1.0
28101,6.0,1.0
28103,7.0,1.0
28105,4.0,0.0
28107,5.0,3.0
28109,6.0,2.0
28111,2.0,0.0
28113,4.5,0.5
28115,7.5,2.0
28117,7.0,1.0
28119,10.0,0.0
28121,1.0,0.0
28123,7.0,1.0
28125,5.5,0.5
28127,2.0,0.0
28129,10.0,0.0
28131,8.0,1.0
28133,5.0,1.0
28135,8.0,1.5
28137,2.0,0.0
28139,9.5,0.5
28141,10.0,0.0
28143,10.0,0.0
28145,7.5,0.5
28147,10.0,0.0
28149,4.0,0.0
28151,4.0,0.0
28153,8.5,0.5
28155,10.0,0.0
28157,10.0,0.0
28159,8.0,0.0
28161,8.0,1.0
28163,4.0,0.0
29001,4.0,0.0
29003,2.0,0.0
29005,10.0,0.0
29007,4.0,0.0
29009,7.0,3.0
29011,7.0,1.0
29013,4.5,2.5
29015,9.0,1.0
29017,2.0,0.0
29019,1.0,0.0
29021,1.0,0.0
29023,4.0,0.0
29025,2.0,0.0
29027,2.5,1.5
29029,10.0,0.0
29031,1.0,0.0
29033,7.0,3.0
29035,7.5,2.5
29037,2.0,0.0
29039,10.0,0.0
29041,10.0,0.0
29043,1.0,0.0
29045,10.0,0.0
29047,1.0,0.0
29049,2.0,0.0
29051,1.0,0.0
29053,7.0,0.0
29055,5.0,2.0
29057,6.0,4.0
29059,2.0,0.0
29061,6.0,4.0
29063,4.5,2.5
29065,7.5,0.5
29067,2.0,0.0
29069,5.5,1.5
29071,4.0,2.0
29073,10.0,0.0
29075,10.0,0.0
29077,1.0,0.0
29079,7.5,0.5
29081,10.0,0.0
29083,7.5,0.5
29085,10.0,0.0
29087,10.0,0.0
29089,7.0,3.0
29091,5.0,0.5
29093,7.0,2.0
29095,1.0,0.0
29097,1.0,0.0
29099,1.0,0.0
29101,4.0,2.0
29103,10.0,0.0
29105,4.5,0.5
29107,7.0,3.0
29109,7.0,0.0
29111,7.5,2.5
29113,2.0,0.0
29115,8.0,1.0
29117,7.0,0.0
29119,2.0,0.0
29121,8.0,1.0
29123,7.0,1.0
29125,10.0,0.0
29127,4.0,0.0
29129,10.0,0.0
29131,8.0,1.0
29133,7.0,0.0
29135,2.0,0.0
29137,10.0,0.0
29139,5.0,2.5
29141,10.0,0.0
29143,8.0,1.5
29145,2.5,1.5
29147,5.0,0.0
29149,8.0,1.0
29151,2.0,0.0
29153,8.0,2.0
29155,8.0,1.0
29157,8.0,1.0
29159,4.0,0.0
29161,5.0,0.5
29163,7.0,0.0
29165,1.0,0.0
29167,7.0,1.5
29169,4.0,0.0
29171,10.0,0.0
29173,5.0,0.0
29175,4.0,0.0
29177,4.5,2.5
29179,6.0,4.0
29181,7.5,2.5
29183,1.0,0.0
29185,9.0,1.0
29186,7.5,0.5
29187,4.0,0.0
29189,1.0,0.0
29195,4.5,0.5
29197,5.0,0.0
29199,10.0,0.0
29201,3.0,1.0
29203,10.0,0.0
29205,10.0,0.0
29207,8.0,1.5
29209,10.0,0.0
29211,10.0,0.0
29213,4.5,0.5
29215,10.0,0.0
29217,8.0,0.0
29219,2.0,0.0
29221,5.0,2.0
29223,7.5,2.5
29225,2.0,0.0
29227,10.0,0.0
29229,10.0,0.0
29510,1.0,0.0
30001,8.0,1.0
30003,7.0,3.0
30005,10.0,0.0
30007,10.0,0.0
30009,10.0,0.0
30011,10.0,0.0
30013,1.0,0.0
30015,10.0,0.0
30017,7.0,0.0
30019,10.0,0.0
30021,7.0,0.0
30023,7.0,0.0
30025,10.0,0.0
30027,7.5,0.5
30029,5.0,1.0
30031,4.0,0.0
30033,10.0,0.0
30035,8.5,1.5
30037,2.0,0.0
30039,10.0,0.0
30041,7.5,0.5
30043,5.0,0.0
30045,10.0,0.0
30047,10.0,0.0
30049,4.0,0.0
30051,10.0,0.0
30053,8.0,1.0
30055,10.0,0.0
30057,10.0,0.0
30059,10.0,0.0
30061,6.0,4.0
30063,1.0,0.0
30065,6.0,4.0
30067,10.0,0.0
30069,10.0,0.0
30071,10.0,0.0
30073,8.5,1.5
30075,10.0,0.0
30077,8.5,1.5
30079,10.0,0.0
30081,8.0,2.0
30083,7.5,0.5
30085,7.0,0.0
30087,10.0,0.0
30089,10.0,0.0
30091,10.0,0.0
30093,4.0,0.0
30095,10.0,0.0
30097,10.0,0.0
30099,10.0,0.0
30101,7.0,0.0
30103,10.0,0.0
30105,8.0,1.0
30107,10.0,0.0
30109,10.0,0.0
30111,1.0,0.0
31001,4.0,0.0
31003,10.0,0.0
31005,10.0,0.0
31007,10.0,0.0
31009,10.0,0.0
31011,10.0,0.0
31013,7.0,0.0
31015,10.0,0.0
31017,10.0,0.0
31019,4.0,0.0
31021,10.0,0.0
31023,7.0,1.0
31025,2.0,0.0
31027,10.0,0.0
31029,10.0,0.0
31031,8.5,1.5
31033,7.0,0.0
31035,10.0,0.0
31037,10.0,0.0
31039,10.0,0.0
31041,9.0,1.0
31043,1.0,0.0
31045,8.5,1.5
31047,6.0,1.0
31049,10.0,0.0
31051,6.0,4.0
31053,4.0,0.0
31055,1.0,0.0
31057,10.0,0.0
31059,10.0,0.0
31061,7.5,2.5
31063,10.0,0.0
31065,10.0,0.0
31067,4.0,0.0
31069,10.0,0.0
31071,10.0,0.0
31073,5.0,0.0
31075,10.0,0.0
31077,10.0,0.0
31079,1.0,0.0
31081,7.0,3.0
31083,10.0,0.0
31085,10.0,0.0
31087,10.0,0.0
31089,10.0,0.0
31091,10.0,0.0
31093,6.0,4.0
31095,7.0,0.0
31097,6.0,4.0
31099,6.0,1.0
31101,7.0,0.0
31103,10.0,0.0
31105,10.0,0.0
31107,10.0,0.0
31109,1.0,0.0
31111,4.0,0.0
31113,10.0,0.0
31115,10.0,0.0
31117,10.0,0.0
31119,4.0,0.0
31121,7.0,3.0
31123,10.0,0.0
31125,10.0,0.0
31127,8.5,1.5
31129,10.0,0.0
31131,7.0,3.0
31133,10.0,0.0
31135,10.0,0.0
31137,7.0,0.0
31139,7.5,2.5
31141,4.0,0.0
31143,7.5,2.5
31145,7.0,0.0
31147,8.0,1.0
31149,10.0,0.0
31151,10.0,0.0
31153,1.0,0.0
31155,2.0,0.0
31157,4.0,0.0
31159,7.0,1.5
31161,10.0,0.0
31163,10.0,0.0
31165,10.0,0.0
31167,4.5,0.5
31169,10.0,0.0
31171,10.0,0.0
31173,6.5,3.5
31175,10.0,0.0
31177,2.0,0.0
31179,8.5,1.5
31181,7.5,2.5
31183,10.0,0.0
31185,7.5,0.5
32001,4.0,0.0
32003,1.0,0.0
32005,4.0,1.0
32007,4.0,0.0
32009,10.0,0.0
32011,10.0,0.0
32013,4.0,0.0
32015,7.0,0.0
32017,2.0,0.0
32019,2.0,0.0
32021,6.0,1.0
32023,4.0,0.0
32027,10.0,0.0
32029,2.0,0.0
32031,1.0,0.0
32033,7.0,0.0
32510,1.0,0.0
33001,5.0,1.0
33003,10.0,0.0
33005,5.0,1.0
33007,6.0,2.0
33009,7.0,3.0
33011,1.0,0.0
33013,4.0,1.0
33015,1.0,0.0
33017,1.0,0.0
33019,7.5,0.5
34001,1.0,0.0
34003,1.0,0.0
34005,1.0,0.0
34007,1.0,0.0
34009,1.0,0.0
34011,2.0,1.0
34013,1.0,0.0
34015,1.0,0.0
34017,1.0,0.0
34019,1.0,0.0
34021,1.0,0.0
34023,1.0,0.0
34025,1.0,0.0
34027,1.0,0.0
34029,1.0,0.0
34031,1.0,0.0
34033,2.0,0.0
34035,1.0,0.0
34037,2.0,0.0
34039,1.0,0.0
34041,1.0,0.0
35001,1.0,0.0
35003,10.0,0.0
35005,4.0,0.0
35006,4.0,1.0
35007,7.0,0.0
35009,4.0,0.0
35011,10.0,0.0
35013,1.0,0.0
35015,4.0,0.0
35017,4.5,0.5
35019,7.0,0.0
35021,8.0,0.0
35023,10.0,0.0
35025,4.0,0.0
35027,7.0,0.0
35028,7.5,0.5
35029,4.0,0.0
35031,5.0,1.0
35033,10.0,0.0
35035,4.0,0.0
35037,7.0,0.0
35039,2.0,0.0
35041,4.0,0.0
35043,1.0,0.0
35045,2.0,1.0
35047,4.0,0.0
35049,1.0,0.0
35051,7.0,0.0
35053,7.0,1.5
35055,7.0,3.0
35057,2.0,0.0
35059,10.0,0.0
35061,2.0,0.0
36001,1.0,0.0
36003,8.0,2.0
36005,1.0,0.0
36007,1.0,0.0
36009,6.0,2.0
36011,4.5,0.5
36013,4.0,0.0
36015,1.0,0.0
36017,8.0,2.0
36019,4.0,0.0
36021,4.0,2.0
36023,4.0,0.0
36025,7.5,2.5
36027,1.0,0.0
36029,1.0,0.0
36031,10.0,0.0
36033,7.0,3.0
36035,4.0,0.0
36037,4.0,1.0
36039,3.0,1.0
36041,7.5,2.5
36043,4.0,2.0
36045,1.5,0.5
36047,1.0,0.0
36049,7.0,3.0
36051,3.0,1.0
36053,4.0,2.0
36055,1.0,0.0
36057,2.0,0.0
36059,1.0,0.0
36061,1.0,0.0
36063,1.0,0.0
36065,1.0,0.0
36067,1.0,0.0
36069,2.0,1.0
36071,1.0,0.0
36073,7.0,3.0
36075,4.0,1.0
36077,5.0,2.0
36079,1.0,0.0
36081,1.0,0.0
36083,1.0,0.0
36085,1.0,0.0
36087,1.0,0.0
36089,7.0,2.0
36091,1.0,0.0
36093,1.0,0.0
36095,2.0,0.0
36097,9.0,1.0
36099,4.0,0.5
36101,5.0,1.0
36103,1.0,0.0
36105,8.0,2.0
36107,2.0,1.0
36109,1.0,0.0
36111,1.0,0.0
36113,1.0,0.0
36115,3.0,2.0
36117,2.0,1.0
36119,1.0,0.0
36121,7.0,3.0
36123,7.0,0.0
37001,1.0,0.0
37003,2.0,0.0
37005,10.0,0.0
37007,2.0,0.0
37009,8.0,0.0
37011,10.0,0.0
37013,5.0,1.0
37015,9.0,0.5
37017,8.5,1.5
37019,2.0,1.0
37021,1.0,0.0
37023,1.0,0.0
37025,1.0,0.0
37027,1.0,0.0
37029,2.0,0.0
37031,4.0,0.0
37033,4.0,1.5
37035,1.0,0.0
37037,7.0,2.0
37039,10.0,0.0
37041,10.0,0.0
37043,10.0,0.0
37045,4.0,1.0
37047,3.0,1.0
37049,1.0,0.0
37051,1.0,0.0
37053,3.5,1.5
37055,7.0,3.0
37057,1.0,0.0
37059,2.0,1.0
37061,10.0,0.0
37063,1.0,0.0
37065,3.0,1.5
37067,1.0,0.0
37069,2.0,0.0
37071,1.0,0.0
37073,2.0,0.0
37075,10.0,0.0
37077,4.0,2.0
37079,2.5,0.5
37081,1.0,0.0
37083,4.5,0.5
37085,2.0,1.0
37087,1.0,0.0
37089,1.0,0.0
37091,7.0,0.0
37093,2.0,1.0
37095,10.0,0.0
37097,1.0,0.0
37099,4.0,1.0
37101,2.0,1.0
37103,2.0,0.0
37105,4.0,0.0
37107,4.0,0.0
37109,2.0,1.0
37111,4.0,1.0
37113,8.0,0.0
37115,2.0,0.0
37117,7.0,1.0
37119,1.0,0.0
37121,10.0,0.0
37123,9.0,1.0
37125,4.0,0.5
37127,1.0,0.0
37129,1.0,0.0
37131,5.0,0.0
37133,1.0,0.0
37135,1.0,0.0
37137,10.0,8.0
37139,4.0,0.0
37141,2.0,0.0
37143,8.0,2.0
37145,2.0,0.0
37147,1.0,0.0
37149,2.0,0.0
37151,4.0,1.0
37153,4.0,0.0
37155,4.0,1.0
37157,4.0,1.0
37159,1.0,0.0
37161,5.0,1.0
37163,8.0,1.0
37165,4.0,0.0
37167,4.0,1.0
37169,2.0,0.0
37171,4.0,1.0
37173,10.0,0.0
37175,2.0,0.0
37177,10.0,0.0
37179,1.0,0.0
37181,4.0,0.0
37183,1.0,0.0
37185,7.5,2.5
37187,10.0,0.0
37189,5.0,1.0
37191,1.0,0.0
37193,5.0,1.0
37195,4.0,0.0
37197,2.0,0.0
37199,2.0,0.0
38001,10.0,0.0
38003,7.5,0.5
38005,10.0,0.0
38007,10.0,0.0
38009,10.0,0.0
38011,10.0,0.0
38013,10.0,0.0
38015,1.0,0.0
38017,1.0,0.0
38019,10.0,0.0
38021,10.0,0.0
38023,10.0,0.0
38025,10.0,0.0
38027,10.0,0.0
38029,10.0,0.0
38031,10.0,0.0
38033,10.0,0.0
38035,1.0,0.0
38037,10.0,0.0
38039,10.0,0.0
38041,10.0,0.0
38043,10.0,0.0
38045,10.0,0.0
38047,10.0,0.0
38049,5.0,0.0
38051,10.0,0.0
38053,10.0,0.0
38055,10.0,0.0
38057,10.0,0.0
38059,1.0,0.0
38061,10.0,0.0
38063,10.0,0.0
38065,10.0,0.0
38067,10.0,0.0
38069,7.0,0.0
38071,7.0,0.0
38073,10.0,0.0
38075,10.0,0.0
38077,4.5,1.5
38079,10.0,0.0
38081,10.0,0.0
38083,10.0,0.0
38085,10.0,0.0
38087,10.0,0.0
38089,4.0,0.0
38091,10.0,0.0
38093,4.0,0.0
38095,10.0,0.0
38097,10.0,0.0
38099,9.0,1.0
38101,4.0,0.0
38103,10.0,0.0
38105,4.0,0.0
39001,8.0,2.0
39003,1.0,0.0
39005,4.0,0.0
39007,4.0,0.5
39009,4.0,1.0
39011,7.0,1.0
39013,1.0,0.0
39015,2.0,0.0
39017,1.0,0.0
39019,3.0,1.0
39021,5.0,1.0
39023,1.0,0.0
39025,1.0,0.0
39027,5.0,0.0
39029,4.0,0.5
39031,4.5,0.5
39033,4.0,0.0
39035,1.0,0.0
39037,4.5,1.5
39039,5.0,1.0
39041,1.0,0.0
39043,4.0,0.0
39045,3.0,1.0
39047,4.0,0.0
39049,1.0,0.0
39051,3.0,2.0
39053,5.0,1.0
39055,2.0,0.0
39057,1.0,0.0
39059,4.5,0.5
39061,1.0,0.0
39063,4.0,0.0
39065,7.0,1.0
39067,5.0,2.0
39069,8.0,1.0
39071,7.0,1.0
39073,7.0,2.0
39075,10.0,0.0
39077,6.0,2.0
39079,5.0,1.0
39081,1.0,0.0
39083,4.5,0.5
39085,1.0,0.0
39087,1.0,0.0
39089,1.0,0.0
39091,6.0,1.0
39093,1.0,0.0
39095,1.0,0.0
39097,2.0,0.0
39099,1.0,0.0
39101,4.0,0.0
39103,1.0,0.0
39105,6.5,0.5
39107,7.0,3.0
39109,2.0,1.0
39111,8.0,2.0
39113,1.0,0.0
39115,8.0,1.5
39117,2.0,0.0
39119,4.0,0.0
39121,7.0,2.0
39123,4.0,2.0
39125,6.0,1.0
39127,5.5,2.0
39129,2.0,1.0
39131,8.0,1.0
39133,1.0,0.0
39135,5.0,2.5
39137,10.0,0.0
39139,1.0,0.0
39141,5.0,1.0
39143,4.0,1.0
39145,4.0,0.0
39147,4.0,0.0
39149,4.5,0.5
39151,1.0,0.0
39153,1.0,0.0
39155,1.0,0.0
39157,4.0,0.0
39159,2.0,0.0
39161,5.0,1.0
39163,6.0,0.0
39165,1.0,0.0
39167,4.0,1.0
39169,5.0,1.0
39171,9.0,1.0
39173,2.0,1.0
39175,8.0,1.0
40001,7.0,2.0
40003,10.0,0.0
40005,10.0,0.0
40007,10.0,0.0
40009,5.5,1.5
40011,10.0,0.0
40013,4.0,0.0
40015,8.0,2.0
40017,1.0,0.0
40019,5.0,1.0
40021,5.0,1.0
40023,8.0,0.0
40025,10.0,0.0
40027,1.0,0.0
40029,7.5,2.5
40031,1.0,0.0
40033,2.0,0.0
40035,8.0,1.0
40037,1.0,0.0
40039,7.0,3.0
40041,9.0,1.0
40043,10.0,0.0
40045,10.0,0.0
40047,4.0,0.0
40049,8.0,2.0
40051,4.0,1.0
40053,7.5,2.5
40055,8.5,1.5
40057,10.0,0.0
40059,10.0,0.0
40061,8.5,1.0
40063,8.0,1.0
40065,4.0,0.0
40067,10.0,0.0
40069,10.0,0.0
40071,4.0,0.0
40073,7.5,1.5
40075,10.0,0.0
40077,8.0,0.0
40079,7.0,1.5
40081,6.0,3.0
40083,2.0,1.0
40085,10.0,0.0
40087,2.0,0.0
40089,8.0,0.5
40091,6.5,2.5
40093,10.0,0.0
40095,8.5,1.0
40097,3.0,1.0
40099,7.0,0.0
40101,4.0,0.0
40103,6.0,1.0
40105,6.5,1.5
40107,7.5,1.5
40109,1.0,0.0
40111,4.0,0.5
40113,2.0,0.0
40115,4.0,0.0
40117,2.0,0.0
40119,4.0,0.0
40121,5.0,1.0
40123,4.5,0.5
40125,4.0,0.0
40127,10.0,0.0
40129,10.0,0.0
40131,2.0,1.0
40133,7.0,1.0
40135,2.0,0.0
40137,4.0,0.0
40139,5.0,1.0
40141,7.0,3.0
40143,1.0,0.0
40145,1.0,0.0
40147,4.0,0.0
40149,6.0,1.0
40151,7.0,0.0
40153,4.0,0.0
41001,7.0,0.0
41003,1.0,0.0
41005,1.0,0.0
41007,6.0,1.5
41009,2.0,0.0
41011,4.0,0.0
41013,4.0,0.0
41015,5.5,1.5
41017,1.5,0.5
41019,5.0,1.0
41021,10.0,0.0
41023,10.0,0.0
41025,8.5,1.5
41027,7.0,3.0
41029,1.0,0.0
41031,8.0,1.5
41033,1.5,0.5
41035,4.0,0.0
41037,8.5,1.5
41039,1.0,0.0
41041,4.0,0.0
41043,2.0,1.0
41045,7.5,2.5
41047,1.0,0.0
41049,8.5,1.5
41051,1.0,0.0
41053,4.0,0.0
41055,10.0,0.0
41057,8.0,1.0
41059,4.0,0.0
41061,4.0,0.0
41063,10.0,0.0
41065,4.0,0.0
41067,1.0,0.0
41069,10.0,0.0
41071,4.0,0.0
42001,2.0,1.0
42003,1.0,0.0
42005,4.0,2.0
42007,1.0,0.0
42009,7.0,3.0
42011,1.0,0.0
42013,1.0,0.0
42015,6.0,3.0
42017,1.0,0.0
42019,3.5,1.5
42021,1.0,0.0
42023,7.5,0.5
42025,2.0,1.0
42027,1.0,0.0
42029,1.0,0.0
42031,10.0,0.0
42033,4.0,1.0
42035,4.0,0.0
42037,1.0,0.0
42039,5.0,1.0
42041,1.0,0.0
42043,1.0,0.0
42045,1.0,0.0
42047,8.0,0.0
42049,1.0,0.0
42051,1.0,0.0
42053,10.0,0.0
42055,1.0,0.0
42057,10.0,0.0
42059,2.0,0.0
42061,4.5,1.5
42063,4.0,1.0
42065,7.0,1.0
42067,2.0,0.0
42069,1.0,0.0
42071,1.0,0.0
42073,4.0,0.0
42075,1.0,0.0
42077,1.0,0.0
42079,1.0,0.0
42081,1.0,0.0
42083,5.5,1.5
42085,2.0,1.0
42087,4.0,0.0
42089,2.0,1.0
42091,1.0,0.0
42093,1.5,0.5
42095,1.0,0.0
42097,4.0,0.0
42099,2.0,0.0
42101,1.0,0.0
42103,3.0,1.0
42105,10.0,0.0
42107,4.0,0.0
42109,5.0,1.0
42111,5.0,1.0
42113,6.5,3.5
42115,2.0,0.0
42117,10.0,0.0
42119,4.5,0.5
42121,5.0,1.0
42123,5.0,1.0
42125,1.0,0.0
42127,3.0,1.0
42129,1.0,0.0
42131,2.0,0.0
42133,1.0,0.0
44001,1.0,0.0
44003,1.0,0.0
44005,1.0,0.0
44007,1.0,0.0
44009,1.0,0.0
45001,4.5,1.0
45003,1.0,0.0
45005,3.0,1.0
45007,1.0,0.0
45009,7.0,1.0
45011,8.0,1.5
45013,2.0,1.0
45015,1.0,0.0
45017,2.0,0.0
45019,1.0,0.0
45021,4.0,1.0
45023,3.0,0.0
45025,4.0,2.0
45027,2.5,0.5
45029,4.5,2.5
45031,2.0,1.0
45033,8.0,0.5
45035,1.0,0.0
45037,2.0,0.0
45039,2.0,0.0
45041,1.0,0.0
45043,4.0,2.0
45045,1.0,0.0
45047,4.0,0.0
45049,2.0,0.0
45051,1.0,0.0
45053,2.0,0.0
45055,2.0,1.0
45057,4.0,1.0
45059,4.0,1.0
45061,6.0,4.0
45063,1.0,0.0
45065,5.0,0.0
45067,7.0,0.0
45069,5.0,1.0
45071,4.5,0.5
45073,5.0,0.0
45075,4.0,0.5
45077,1.0,0.0
45079,1.0,0.0
45081,6.0,0.0
45083,1.0,0.0
45085,1.0,0.0
45087,4.0,1.0
45089,8.0,2.0
45091,1.0,0.0
46003,10.0,0.0
46005,4.0,0.0
46007,10.0,0.0
46009,10.0,0.0
46011,4.0,0.0
46013,4.0,0.0
46015,10.0,0.0
46017,10.0,0.0
46019,8.5,1.5
46021,10.0,0.0
46023,10.0,0.0
46025,10.0,0.0
46027,4.0,0.0
46029,4.0,0.0
46031,10.0,0.0
46033,6.0,4.0
46035,4.0,0.0
46037,10.0,0.0
46039,10.0,0.0
46041,8.5,1.5
46043,10.0,0.0
46045,7.5,2.5
46047,7.5,0.5
46049,10.0,0.0
46051,8.5,1.5
46053,10.0,0.0
46055,10.0,0.0
46057,10.0,0.0
46059,10.0,0.0
46061,5.0,0.0
46063,10.0,0.0
46065,4.0,0.0
46067,10.0,0.0
46069,10.0,0.0
46071,10.0,0.0
46073,10.0,0.0
46075,10.0,0.0
46077,10.0,0.0
46079,8.0,0.0
46081,4.0,0.0
46083,2.0,0.0
46085,10.0,0.0
46087,6.0,4.0
46089,10.0,0.0
46091,10.0,0.0
46093,7.0,0.0
46095,10.0,0.0
46097,10.0,0.0
46099,1.0,0.0
46101,6.5,3.5
46103,1.0,0.0
46105,10.0,0.0
46107,10.0,0.0
46109,10.0,0.0
46111,10.0,0.0
46113,10.0,0.0
46115,10.0,0.0
46117,4.0,0.0
46119,10.0,0.0
46121,6.0,4.0
46123,8.5,1.5
46125,10.0,0.0
46127,10.0,0.0
46129,8.5,1.5
46135,4.0,0.0
46137,10.0,0.0
47001,1.0,0.0
47003,5.0,0.0
47005,8.0,1.0
47007,5.0,3.0
47009,1.0,0.0
47011,1.0,0.0
47013,2.0,0.0
47015,2.0,0.0
47017,9.5,0.5
47019,1.0,0.0
47021,2.0,0.0
47023,7.0,1.0
47025,8.0,1.0
47027,5.5,0.5
47029,5.0,0.0
47031,4.0,0.0
47033,2.0,0.0
47035,5.0,0.0
47037,1.0,0.0
47039,9.5,0.5
47041,7.5,1.0
47043,4.0,0.5
47045,4.5,0.5
47047,2.0,0.0
47049,10.0,0.0
47051,5.0,0.0
47053,7.0,0.5
47055,7.0,1.0
47057,2.0,0.0
47059,5.0,0.0
47061,5.5,1.5
47063,1.0,0.0
47065,1.0,0.0
47067,2.0,0.0
47069,7.0,2.0
47071,8.0,1.0
47073,2.0,1.0
47075,7.0,0.5
47077,8.0,0.0
47079,5.0,0.0
47081,8.0,2.0
47083,2.0,0.0
47085,8.0,1.0
47087,5.0,0.0
47089,2.0,1.0
47091,10.0,0.0
47093,1.0,0.0
47095,7.5,2.5
47097,7.0,0.0
47099,5.0,0.0
47101,7.5,0.5
47103,8.0,0.0
47105,1.0,0.0
47107,4.0,0.5
47109,9.0,1.0
47111,7.5,1.5
47113,1.0,0.0
47115,4.5,2.5
47117,4.0,0.5
47119,4.0,0.0
47121,3.0,0.0
47123,7.0,0.0
47125,1.0,0.0
47127,5.5,0.5
47129,2.0,0.0
47131,5.0,0.5
47133,5.0,0.0
47135,6.0,4.0
47137,10.0,0.0
47139,2.0,0.0
47141,4.0,0.0
47143,4.0,0.5
47145,2.0,0.0
47147,2.0,1.0
47149,1.0,0.0
47151,7.0,3.0
47153,2.0,0.0
47155,4.0,1.0
47157,1.0,0.0
47159,7.0,2.0
47161,3.0,1.0
47163,1.0,0.0
47165,1.0,0.0
47167,2.0,0.0
47169,2.5,0.5
47171,4.5,2.5
47173,2.0,0.0
47175,5.0,0.0
47177,5.0,1.0
47179,1.0,0.0
47181,10.0,0.0
47183,5.0,1.0
47185,6.5,0.5
47187,1.0,0.0
47189,2.0,1.0
48001,5.0,1.0
48003,4.0,0.0
48005,4.0,0.0
48007,4.0,0.0
48009,2.0,0.0
48011,2.0,0.0
48013,2.0,0.0
48015,7.5,0.5
48017,7.0,0.0
48019,2.0,0.0
48021,2.0,0.0
48023,10.0,0.0
48025,4.0,0.0
48027,1.0,0.0
48029,1.0,0.0
48031,6.5,3.5
48033,10.0,0.0
