Delta,Feature,Mu_star,Morris_sensitivity
0.001,AGE4049,0.007552365379073765,0.0007503957949906141
0.001,VaccinationFull,0.004096680386051251,0.000775657463226232
0.002,AGE4049,0.00659612423467485,0.0006553845901908324
0.002,VaccinationFull,0.0029277513598794298,0.0005543347244011287
0.003,AGE4049,0.005669917003823139,0.0005633575262928377
0.003,VaccinationFull,0.0026700842981850284,0.000505548546179527
0.004,AGE4049,0.005349695471194805,0.000531540621324818
0.004,VaccinationFull,0.0023520043603873692,0.00044532391198659645
0.005,AGE4049,0.004902013832128911,0.0004870594021851327
0.005,VaccinationFull,0.0021040108583086515,0.0003983693066495715
0.006,AGE4049,0.004587760088866742,0.0004558354510562067
0.006,VaccinationFull,0.0019075403267063056,0.00036116995991501314
0.007,AGE4049,0.004324126660482113,0.0004296410859600827
0.007,VaccinationFull,0.0017722107161555326,0.00033554691576038103
0.008,AGE4049,0.003985468472240822,0.00039599233253780443
0.008,VaccinationFull,0.0016898125319376016,0.0003199458044892787
0.009,AGE4049,0.003646697360488569,0.0003623323591435666
0.009,VaccinationFull,0.0015982728273446257,0.0003026138556043168
