FIPS,AgeDist
32510,0.2111
33001,0.2339
33003,0.2944
33005,0.2124
33007,0.2499
33009,0.2189
33011,0.166
33013,0.1919
33015,0.19
33017,0.159
33019,0.228
34001,0.1906
34003,0.1793
34005,0.1774
34007,0.1628
34009,0.2807
34011,0.1587
34013,0.1419
34015,0.167
34017,0.1242
34019,0.1995
34021,0.1598
34023,0.1579
34025,0.1866
34027,0.1787
34029,0.229
34031,0.1527
34033,0.1933
34035,0.1664
34037,0.1862
34039,0.1495
34041,0.1915
35001,0.1728
35003,0.4334
35005,0.1614
35006,0.1725
35007,0.284
35009,0.1311
35011,0.2909
35013,0.1662
35015,0.1461
35017,0.2898
35019,0.202
35021,0.4169
35023,0.2327
35025,0.1134
35027,0.3021
35028,0.1829
35029,0.2091
35031,0.1325
35033,0.2967
35035,0.1765
35037,0.2645
35039,0.2066
35041,0.1502
35043,0.19
35045,0.1601
35047,0.2335
35049,0.2612
35051,0.3792
35053,0.2051
35055,0.2845
35057,0.2196
35059,0.2172
35061,0.1859
36001,0.1781
36003,0.1999
36005,0.1365
36007,0.1979
36009,0.2013
36011,0.2037
36013,0.2111
36015,0.1986
36017,0.2138
36019,0.181
36021,0.2531
36023,0.1717
36025,0.2599
36027,0.1854
36029,0.1873
36031,0.2493
36033,0.1774
36035,0.2056
36037,0.1967
36039,0.2308
36041,0.3318
36043,0.2162
36045,0.1458
36047,0.1475
36049,0.1954
36051,0.1905
36053,0.1945
36055,0.1823
36057,0.194
36059,0.1848
36061,0.1738
36063,0.2009
36065,0.1946
36067,0.1797
36069,0.2126
36071,0.1457
36073,0.1912
36075,0.1738
36077,0.2205
36079,0.1849
36081,0.1682
36083,0.1801
36085,0.1696
36087,0.1608
36089,0.183
36091,0.1929
36093,0.1783
36095,0.2331
36097,0.2248
36099,0.2013
36101,0.2038
36103,0.1768
36105,0.195
36107,0.2132
36109,0.1547
36111,0.2082
36113,0.2348
36115,0.205
36117,0.1989
36119,0.1779
36121,0.1902
36123,0.217
37001,0.1735
37003,0.2076
37005,0.2861
37007,0.1998
37009,0.2709
37011,0.2294
37013,0.2503
37015,0.2427
37017,0.2344
37019,0.3328
37021,0.2097
37023,0.2124
37025,0.1362
37027,0.2086
37029,0.1699
37031,0.2631
37033,0.2309
37035,0.1857
37037,0.2542
37039,0.3115
37041,0.2595
37043,0.3242
37045,0.1905
37047,0.2095
37049,0.2018
37051,0.1256
37053,0.1724
37055,0.2301
37057,0.1881
37059,0.2195
37061,0.1983
37063,0.1402
37065,0.2103
37067,0.1671
37069,0.1764
37071,0.166
37073,0.2178
37075,0.2522
37077,0.1801
37079,0.1766
37081,0.1587
37083,0.22
37085,0.1328
37087,0.2545
37089,0.2662
37091,0.2149
37093,0.1081
37095,0.2329
37097,0.164
37099,0.2045
37101,0.1398
37103,0.2407
37105,0.1721
37107,0.2081
37109,0.1882
37111,0.2136
37113,0.293
37115,0.233
37117,0.2472
37119,0.1176
37121,0.2587
37123,0.2144
37125,0.2434
37127,0.1913
37129,0.189
37131,0.2795
37133,0.0967
37135,0.1519
37137,0.3057
37139,0.1782
37141,0.1873
37143,0.2824
37145,0.2055
37147,0.1416
37149,0.3239
37151,0.1836
37153,0.1858
37155,0.1607
37157,0.2128
37159,0.1806
37161,0.2245
37163,0.1867
37165,0.189
37167,0.1956
37169,0.2237
37171,0.2117
37173,0.1971
37175,0.3148
37177,0.2228
37179,0.1324
37181,0.1932
37183,0.1237
37185,0.2692
37187,0.2639
37189,0.1711
37191,0.1716
37193,0.2262
37195,0.1906
37197,0.2079
37199,0.2668
38001,0.2898
38003,0.2346
38005,0.1459
38007,0.2408
38009,0.2473
38011,0.2303
38013,0.2149
38015,0.1717
38017,0.1283
38019,0.2783
38021,0.2178
38023,0.2523
38025,0.1663
38027,0.2355
38029,0.2866
38031,0.2301
38033,0.269
38035,0.1362
38037,0.3078
38039,0.3041
38041,0.2341
38043,0.2672
38045,0.2795
38047,0.2682
38049,0.2169
38051,0.3171
38053,0.0895
38055,0.2463
38057,0.2079
38059,0.1716
38061,0.1187
38063,0.2706
38065,0.2366
38067,0.2473
38069,0.2466
38071,0.2068
38073,0.2183
38075,0.2145
38077,0.191
38079,0.1266
38081,0.2328
38083,0.3375
38085,0.0876
38087,0.2628
38089,0.1348
38091,0.2637
38093,0.1999
38095,0.2545
38097,0.204
38099,0.217
38101,0.135
38103,0.2847
38105,0.0912
39001,0.1867
39003,0.1843
39005,0.196
39007,0.2007
39009,0.1409
39011,0.1915
39013,0.2166
39015,0.1886
39017,0.1548
39019,0.2227
39021,0.1888
39023,0.2013
39025,0.1749
39027,0.1795
39029,0.2146
39031,0.2014
39033,0.2154
39035,0.19
39037,0.2025
39039,0.1955
39041,0.1461
39043,0.2292
39045,0.1643
39047,0.1841
39049,0.1261
39051,0.1894
39053,0.195
39055,0.215
39057,0.1793
39059,0.2036
39061,0.1608
39063,0.1811
39065,0.1653
39067,0.2242
39069,0.1938
39071,0.1902
39073,0.1984
39075,0.1432
39077,0.1806
39079,0.1788
39081,0.2237
39083,0.1877
39085,0.2096
39087,0.1956
39089,0.1712
39091,0.1902
39093,0.1928
39095,0.171
39097,0.1625
39099,0.2201
39101,0.1854
39103,0.1898
39105,0.2107
39107,0.1879
39109,0.1926
39111,0.2436
39113,0.1853
39115,0.2247
39117,0.1839
39119,0.1848
39121,0.2877
39123,0.265
39125,0.1955
39127,0.1748
39129,0.1636
39131,0.186
39133,0.1753
39135,0.2009
39137,0.1833
39139,0.203
39141,0.1759
39143,0.1969
39145,0.1888
39147,0.1898
39149,0.1748
39151,0.2028
39153,0.1887
39155,0.2241
39157,0.202
39159,0.1304
39161,0.1981
39163,0.1872
39165,0.1522
39167,0.2202
39169,0.1867
39171,0.1983
39173,0.1605
39175,0.2037
40001,0.161
40003,0.2004
40005,0.203
40007,0.2018
40009,0.1507
40011,0.2026
40013,0.1789
40015,0.1723
40017,0.1364
40019,0.1744
40021,0.1732
40023,0.2128
40025,0.2564
40027,0.1432
40029,0.2143
40031,0.133
40033,0.2038
40035,0.1999
40037,0.1858
40039,0.1457
40041,0.2568
40043,0.1867
40045,0.2391
40047,0.1679
40049,0.1831
40051,0.1713
40053,0.2256
40055,0.1802
40057,0.2132
40059,0.1999
40061,0.211
40063,0.1907
40065,0.1547
40067,0.2143
40069,0.1983
40071,0.1984
40073,0.168
40075,0.202
40077,0.2197
40079,0.1845
40081,0.1929
40083,0.1698
40085,0.1889
40087,0.1588
40089,0.1856
40091,0.2619
40093,0.2063
40095,0.224
40097,0.1913
40099,0.2018
40101,0.1733
40103,0.207
40105,0.2
40107,0.1822
40109,0.1431
40111,0.1906
40113,0.2102
40115,0.187
40117,0.2002
40119,0.1321
40121,0.2041
40123,0.1688
40125,0.1698
40127,0.236
40129,0.2252
40131,0.1705
40133,0.1877
40135,0.1898
40137,0.2084
40139,0.1195
40141,0.2027
40143,0.1508
40145,0.1722
40147,0.1989
40149,0.1926
40151,0.1792
40153,0.1628
41001,0.271
41003,0.1724
41005,0.1905
41007,0.2394
41009,0.1996
41011,0.2734
41013,0.2564
41015,0.3548
41017,0.207
41019,0.2662
41021,0.2812
41023,0.3177
41025,0.2495
41027,0.1694
41029,0.2296
41031,0.2006
41033,0.2689
41035,0.2197
41037,0.2608
41039,0.204
41041,0.3042
41043,0.1933
41045,0.1715
41047,0.1641
41049,0.1681
41051,0.142
41053,0.1866
41055,0.2543
41057,0.2728
41059,0.1632
41061,0.2162
41063,0.2997
41065,0.2116
41067,0.1414
41069,0.3717
41071,0.1837
42001,0.2144
42003,0.1973
42005,0.2315
42007,0.2236
42009,0.2386
42011,0.1792
42013,0.2161
42015,0.2228
42017,0.1973
42019,0.1992
42021,0.2363
42023,0.2914
42025,0.2209
42027,0.1537
42029,0.1721
42031,0.2067
42033,0.2133
42035,0.1954
42037,0.2033
42039,0.2173
42041,0.1918
42043,0.1771
42045,0.172
42047,0.2302
42049,0.1908
42051,0.2222
42053,0.249
42055,0.203
42057,0.2218
42059,0.1997
42061,0.2162
42063,0.2043
42065,0.2168
42067,0.2104
42069,0.2059
42071,0.1887
42073,0.2287
42075,0.2008
42077,0.1731
42079,0.2034
42081,0.2023
42083,0.2026
42085,0.2276
42087,0.2223
42089,0.1838
42091,0.1848
42093,0.2208
42095,0.1987
42097,0.2213
42099,0.1959
42101,0.1432
42103,0.2392
42105,0.2498
42107,0.2113
42109,0.1985
42111,0.2335
42113,0.2985
42115,0.2456
42117,0.2293
42119,0.1896
42121,0.2399
42123,0.2407
42125,0.2142
42127,0.2503
42129,0.2375
42131,0.2252
42133,0.1836
44001,0.2067
44003,0.1985
44005,0.2349
44007,0.1597
44009,0.2215
45001,0.2304
45003,0.2039
45005,0.2167
45007,0.1857
45009,0.232
45011,0.1934
45013,0.2856
45015,0.1459
45017,0.2434
45019,0.1731
45021,0.174
45023,0.193
45025,0.1935
45027,0.2493
45029,0.208
45031,0.1994
45033,0.175
45035,0.1489
45037,0.2023
45039,0.2316
45041,0.1777
45043,0.2962
45045,0.1649
45047,0.1923
45049,0.2033
45051,0.2575
45053,0.2147
45055,0.1912
45057,0.2191
45059,0.1903
45061,0.1995
45063,0.1672
45065,0.3665
45067,0.2104
45069,0.1916
45071,0.2062
45073,0.2406
45075,0.2092
45077,0.171
45079,0.1356
45081,0.2104
45083,0.1663
45085,0.1714
45087,0.2089
45089,0.2247
45091,0.1498
46003,0.2104
46005,0.1788
46007,0.1359
46009,0.2081
46011,0.1278
46013,0.18
46015,0.1898
46017,0.0899
46019,0.2058
46021,0.303
46023,0.1879
46025,0.2218
46027,0.1246
46029,0.1855
46031,0.122
46033,0.3249
46035,0.1988
46037,0.269
46039,0.2222
46041,0.1003
46043,0.2417
46045,0.2282
46047,0.3035
46049,0.2453
46051,0.2217
46053,0.2584
46055,0.2513
46057,0.1588
46059,0.2616
46061,0.1624
46063,0.2036
46065,0.1812
46067,0.2287
46069,0.2589
46071,0.1372
46073,0.2777
46075,0.2575
46077,0.2337
46079,0.238
46081,0.232
46083,0.1395
46085,0.1739
46087,0.1889
46089,0.2841
46091,0.2273
46093,0.162
46095,0.1555
46097,0.2264
46099,0.137
46101,0.1965
46102,0.0733
46103,0.1927
46105,0.2638
46107,0.2924
46109,0.2011
46111,0.204
46115,0.2201
46117,0.2219
46119,0.2534
46121,0.0746
46123,0.2315
46125,0.2148
46127,0.1873
46129,0.2533
46135,0.2021
46137,0.1116
47001,0.206
47003,0.1544
47005,0.2449
47007,0.1905
47009,0.2118
47011,0.1766
47013,0.2104
47015,0.1839
47017,0.2066
47019,0.2291
47021,0.1589
47023,0.1768
47025,0.206
47027,0.2563
47029,0.2202
47031,0.1754
47033,0.1912
47035,0.3215
47037,0.1285
47039,0.24
47041,0.192
47043,0.1686
47045,0.1811
47047,0.2242
47049,0.2265
47051,0.2084
47053,0.1831
47055,0.208
47057,0.2143
47059,0.224
47061,0.2114
47063,0.1871
47065,0.1822
47067,0.2245
47069,0.188
47071,0.2368
47073,0.2194
47075,0.2005
47077,0.1905
47079,0.2401
47081,0.18
47083,0.2123
47085,0.2054
47087,0.2339
47089,0.208
47091,0.2382
47093,0.1648
47095,0.1678
47097,0.1644
47099,0.1815
47101,0.2171
47103,0.2011
47105,0.2742
47107,0.2049
47109,0.2118
47111,0.1646
47113,0.1798
47115,0.2076
47117,0.1659
47119,0.1691
47121,0.2133
47123,0.2197
47125,0.0976
47127,0.2258
47129,0.188
47131,0.213
47133,0.2097
47135,0.2161
47137,0.2872
47139,0.2159
47141,0.1711
47143,0.1927
47145,0.2379
47147,0.1544
47149,0.1108
47151,0.1763
47153,0.2168
47155,0.2057
47157,0.1438
47159,0.1715
47161,0.2081
47163,0.225
47165,0.1648
47167,0.1535
47169,0.131
47171,0.2403
47173,0.1882
47175,0.2396
47177,0.1825
47179,0.1919
47181,0.2004
47183,0.1916
47185,0.2094
47187,0.1399
47189,0.1613
48001,0.152
48003,0.0973
48005,0.1702
48007,0.2821
48009,0.2104
48011,0.2328
48013,0.1511
48015,0.2056
48017,0.1539
48019,0.288
48021,0.1571
48023,0.2447
48025,0.1304
48027,0.1145
48029,0.1258
48031,0.2605
48033,0.2629
48035,0.2553
48037,0.1722
48039,0.1242
48041,0.0982
48043,0.2406
48045,0.2558
48047,0.1858
48049,0.2087
48051,0.2156
48053,0.2328
48055,0.1514
48057,0.1884
48059,0.2173
48061,0.1415
48063,0.1951
48065,0.2088
48067,0.2309
48069,0.1722
48071,0.1188
48073,0.1807
48075,0.1571
48077,0.2401
48079,0.1617
48081,0.2647
48083,0.2621
48085,0.1139
48087,0.1943
48089,0.2267
48091,0.1869
48093,0.2415
48095,0.2715
48097,0.1918
48099,0.1076
48101,0.2551
48103,0.1243
48105,0.1881
48107,0.1896
48109,0.2144
48111,0.1199
48113,0.1131
48115,0.1468
48117,0.1327
48119,0.2148
48121,0.1097
48123,0.2022
48125,0.2391
48127,0.1739
48129,0.2475
48131,0.1815
48133,0.2249
48135,0.0966
48137,0.2885
48139,0.1329
48141,0.1276
48143,0.1479
48145,0.1879
48147,0.1874
48149,0.2665
48151,0.2464
48153,0.1994
48155,0.2818
48157,0.1194
48159,0.2208
48161,0.2071
48163,0.1235
48165,0.0885
48167,0.1514
48169,0.1178
48171,0.3012
48173,0.1563
48175,0.2403
48177,0.1752
48179,0.1653
48181,0.183
48183,0.1591
48185,0.1846
48187,0.1454
48189,0.1387
48191,0.253
48193,0.2568
48195,0.155
48197,0.2288
48199,0.1744
48201,0.1115
48203,0.179
48205,0.155
48207,0.2297
48209,0.1168
48211,0.1592
48213,0.2273
48215,0.1151
48217,0.21
48219,0.1519
48221,0.2574
48223,0.1884
48225,0.2297
48227,0.1301
48229,0.1552
48231,0.1637
48233,0.1768
48235,0.2182
48237,0.1738
48239,0.19
48241,0.2065
48243,0.3704
48245,0.1501
48247,0.1741
48249,0.1608
48251,0.1457
48253,0.1597
48255,0.1472
48257,0.1181
48259,0.1958
48261,0.2173
48263,0.2503
48265,0.2827
48267,0.3045
48269,0.1738
48271,0.2552
48273,0.1367
48275,0.203
48277,0.1946
48279,0.1751
48281,0.207
48283,0.1403
48285,0.2404
48287,0.1959
48289,0.2528
48291,0.1293
48293,0.2041
48295,0.19
48297,0.215
48299,0.3776
48301,0.1221
48303,0.1296
48305,0.1685
48307,0.2393
48309,0.1501
48311,0.2606
48313,0.1614
48315,0.2702
48317,0.1157
48319,0.3019
48321,0.175
48323,0.1207
48325,0.1736
48327,0.3256
48329,0.1025
48331,0.215
48333,0.2867
48335,0.1524
48337,0.2281
48339,0.1369
48341,0.1172
48343,0.222
48345,0.3087
48347,0.156
48349,0.1719
48351,0.2213
48353,0.1886
48355,0.1523
48357,0.1193
48359,0.1585
48361,0.1622
48363,0.2034
48365,0.2034
48367,0.1603
48369,0.1498
48371,0.1333
48373,0.1935
48375,0.1342
48377,0.2408
48379,0.2507
48381,0.1564
48383,0.113
48385,0.3192
48387,0.2608
48389,0.1166
48391,0.2265
48393,0.2252
48395,0.2067
48397,0.128
48399,0.2106
48401,0.173
48403,0.3112
48405,0.2711
48407,0.2299
48409,0.1536
48411,0.2366
48413,0.2044
48415,0.1509
48417,0.2171
48419,0.184
48421,0.1593
48423,0.1723
48425,0.1988
48427,0.1154
48429,0.2081
48431,0.1485
48433,0.2633
48435,0.1935
48437,0.1818
48439,0.119
48441,0.149
48443,0.3264
48445,0.1528
48447,0.2807
48449,0.1495
48451,0.1603
48453,0.1043
48455,0.2751
48457,0.2323
48459,0.1906
48461,0.1518
48463,0.1691
48465,0.1426
48467,0.2079
48469,0.1681
48471,0.141
48473,0.1219
48475,0.1343
48477,0.2272
48479,0.0991
48481,0.1777
48483,0.2019
48485,0.1524
48487,0.1889
48489,0.1446
48491,0.1279
48493,0.1666
48495,0.1188
48497,0.1553
48499,0.2789
48501,0.1206
48503,0.2097
48505,0.1348
48507,0.1458
49001,0.1515
49003,0.1319
49005,0.1
49007,0.1832
49009,0.2734
49011,0.1059
49013,0.1264
49015,0.1817
49017,0.241
49019,0.1967
49021,0.136
49023,0.1215
49025,0.2378
49027,0.1782
49029,0.123
49031,0.2921
49033,0.1969
49035,0.1148
49037,0.1487
49039,0.1477
49041,0.1705
49043,0.1408
49045,0.094
49047,0.1176
49049,0.0798
49051,0.1247
49053,0.2261
49055,0.231
49057,0.1218
50001,0.2157
50003,0.2375
50005,0.2225
50007,0.1599
50009,0.2749
50011,0.17
50013,0.2199
50015,0.1819
50017,0.2251
50019,0.2349
50021,0.2341
50023,0.2072
50025,0.2441
50027,0.246
51001,0.2502
51003,0.1965
51005,0.2585
51007,0.2036
51009,0.2178
51011,0.2113
51013,0.1131
51015,0.2204
51017,0.2821
51019,0.2253
51021,0.2434
51023,0.2348
51025,0.2207
51027,0.2367
51029,0.2019
51031,0.2072
51033,0.1719
51035,0.2593
51036,0.2632
51037,0.2261
51041,0.1575
51043,0.2206
51045,0.2444
51047,0.1642
51049,0.2293
51051,0.2352
51053,0.1837
51057,0.2416
51059,0.143
51061,0.1722
51063,0.2411
51065,0.2082
51067,0.2464
51069,0.1822
51071,0.2229
51073,0.2033
51075,0.2316
51077,0.2576
51079,0.1857
51081,0.1595
51083,0.2548
51085,0.1862
51087,0.1633
51089,0.2477
51091,0.3614
51093,0.2001
51095,0.2662
51097,0.2376
51099,0.1399
51101,0.1668
51103,0.3713
51105,0.23
51107,0.1006
51109,0.2074
51111,0.2324
51113,0.2298
51115,0.317
51117,0.2668
51119,0.3292
51121,0.1373
51125,0.2859
51127,0.1824
51131,0.2836
51133,0.3795
51135,0.1935
51137,0.2083
51139,0.2218
51141,0.2744
51143,0.2398
51145,0.1938
51147,0.1713
51149,0.148
51153,0.1063
51155,0.2349
51157,0.2798
51159,0.2186
51161,0.2224
51163,0.2697
51165,0.1986
51167,0.2301
51169,0.2551
51171,0.2229
51173,0.231
51175,0.213
51177,0.1492
51179,0.1093
51181,0.2431
51183,0.1855
51185,0.2354
51187,0.1697
51191,0.2434
51193,0.263
51195,0.1956
51197,0.2238
51199,0.1717
51510,0.1238
51520,0.221
51530,0.1949
51540,0.1272
51550,0.1395
51570,0.1969
51580,0.2002
51590,0.2127
51595,0.2042
51600,0.1533
51610,0.1456
51620,0.1993
51630,0.1173
51640,0.1858
51650,0.1602
51660,0.1006
51670,0.1591
51678,0.1534
51680,0.1454
51683,0.1076
51685,0.0868
51690,0.1793
51700,0.1351
51710,0.1185
51720,0.1894
51730,0.174
51735,0.1966
51740,0.1525
51750,0.0967
51760,0.1404
51770,0.1714
51775,0.1969
51790,0.2137
51800,0.1517
51810,0.1506
51820,0.1815
51830,0.1782
51840,0.168
53001,0.1166
53003,0.2442
53005,0.1565
53007,0.201
53009,0.3106
53011,0.1628
53013,0.2947
53015,0.1959
53017,0.1831
53019,0.2947
53021,0.1002
53023,0.2746
53025,0.143
53027,0.2284
53029,0.2574
53031,0.3886
53033,0.1365
53035,0.1878
53037,0.1704
53039,0.2485
53041,0.2158
53043,0.2662
53045,0.2378
53047,0.2288
53049,0.3292
53051,0.2725
53053,0.1435
53055,0.3526
53057,0.2179
53059,0.2339
53061,0.1426
53063,0.1686
53065,0.246
53067,0.1811
53069,0.3357
53071,0.191
53073,0.1823
53075,0.1106
53077,0.1432
54001,0.2112
54003,0.1535
54005,0.2134
54007,0.2417
54009,0.2472
54011,0.1959
54013,0.2581
54015,0.2179
54017,0.2204
54019,0.2229
54021,0.1804
54023,0.2535
54025,0.2409
54027,0.2384
54029,0.2413
54031,0.228
54033,0.201
54035,0.2121
54037,0.1729
54039,0.2163
54041,0.2104
54043,0.2048
54045,0.2156
54047,0.2301
54049,0.1988
54051,0.2367
54053,0.2211
54055,0.2285
54057,0.2256
54059,0.204
54061,0.1344
54063,0.2569
54065,0.2467
54067,0.2356
54069,0.2277
54071,0.2898
54073,0.1931
54075,0.2701
54077,0.2133
54079,0.192
54081,0.217
54083,0.2279
54085,0.2312
54087,0.2297
54089,0.267
54091,0.2127
54093,0.2771
54095,0.2379
54097,0.2141
54099,0.2223
54101,0.2455
54103,0.2328
54105,0.2133
54107,0.212
54109,0.2268
55001,0.3073
55003,0.2059
55005,0.2284
55007,0.295
55009,0.1574
55011,0.2308
55013,0.3012
55015,0.1628
55017,0.1881
55019,0.172
55021,0.1878
55023,0.2446
55025,0.1459
55027,0.1844
55029,0.3119
55031,0.1986
55033,0.1638
55035,0.1635
55037,0.2839
55039,0.1934
55041,0.2378
55043,0.1799
55045,0.1987
55047,0.2325
55049,0.1989
55051,0.3221
55053,0.1972
55055,0.1825
55057,0.213
55059,0.1504
55061,0.2156
55063,0.1727
55065,0.1989
55067,0.2508
55069,0.2266
55071,0.217
55073,0.185
55075,0.2473
55077,0.2571
55078,0.1364
55079,0.1429
55081,0.1777
55083,0.214
55085,0.2733
55087,0.1573
55089,0.2091
55091,0.2355
55093,0.1558
55095,0.2189
55097,0.1778
55099,0.2751
55101,0.1735
55103,0.2436
55105,0.1742
55107,0.2551
55109,0.1516
55111,0.1947
55113,0.272
55115,0.2198
55117,0.1895
55119,0.2025
55121,0.1895
55123,0.2045
55125,0.314
55127,0.1892
55129,0.2812
55131,0.1907
55133,0.1963
55135,0.214
55137,0.2554
55139,0.1706
55141,0.214
56001,0.128
56003,0.2191
56005,0.1147
56007,0.1808
56009,0.1768
56011,0.2193
56013,0.1961
56015,0.2309
56017,0.2803
56019,0.2642
56021,0.1696
56023,0.1894
56025,0.1621
56027,0.2419
56029,0.2494
56031,0.2638
56033,0.2207
56035,0.2152
56037,0.1357
56039,0.1649
56041,0.1548
56043,0.2308
56045,0.2235
