,"128_True_1_[]_[('Location', 3, 4), ('Time from Start', 0, 5), ('RawLabel', 0, -1), ('0 Fault 0', 0, 3), ('1 Fault 1', 0, 3), ('2 Fault 2', 0, 3), ('3 Fault 3', 0, 3), ('4 Magnitude 2 weeks', 0, 0), ('5 Depth 2 weeks', 0, 1), ('6 Multiplicity 2 weeks', 0, 1), ('7 Mult >3.29 2 weeks', 0, 1), ('8 Mag 4 Weeks', 0, 1), ('9 Mag 2 Months', 0, 1), ('10 Mag 3 Months', 0, 1), ('11 Mag 6 Months', 0, 0), ('12 LinearSpace', 0, 2), ('13 Constant', 0, 2), ('14 LinearTime', 0, 2), ('15 P2-Time', 0, 2), ('16 P3-Time', 0, 2), ('17 P4-Time', 0, 2), ('18 Cos 8 Len', 0, 2), ('19 Sin 8 Len', 0, 2), ('20 Cos 16 Len', 0, 2), ('21 Sin 16 Len', 0, 2), ('22 Cos 32 Len', 0, 2), ('23 Sin 32 Len', 0, 2), ('24 Cos 64 Len', 0, 2), ('25 Sin 64 Len', 0, 2)]_0.2_60_64_[5, 12]_27_[]_[1, 2, 3, 4, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]_0.001_0.01_64_../TFTData/saved_models/FFFFWNPF/fixedEARTHQ-TFT1-TFTTestA_12_13_60_4_2_0_['MSE']_[1.0]_1_[1, 2, 3, 4]_26"
loss,0.003316494844725125
info,
