FIPS,% Adults with Diabetes,% Black,% American Indian & Alaska Native,% 65 and over
23007,9.200000,0.545205,0.474964,22.426999
23009,9.000000,0.852019,0.474357,24.610024
23011,10.500000,0.696248,0.540616,19.945447
23013,8.300000,0.741746,0.465163,25.287270
23015,8.700000,0.564906,0.375633,27.715334
23017,9.600000,0.590093,0.498108,21.665105
23019,11.500000,0.906046,1.275348,18.666278
23021,11.400000,0.500000,0.767857,26.720238
23023,8.400000,0.855924,0.468654,22.116518
23025,12.000000,0.549494,0.571237,20.813567
23027,10.500000,0.569356,0.496297,22.484506
23029,12.600000,0.597015,5.404890,24.410924
23031,9.800000,0.908699,0.373856,20.478691
24000,10.700000,29.809880,0.598870,15.409225
24001,15.200000,8.057767,0.207115,20.288834
24003,9.600000,17.133453,0.441469,14.678029
24005,10.700000,28.994931,0.439023,17.178256
24009,11.500000,12.745237,0.455420,14.876689
24011,12.900000,13.767115,0.852750,16.244295
24013,9.900000,3.622892,0.271925,16.848642
24015,11.400000,6.633536,0.410402,15.741155
24017,11.800000,47.868461,0.764072,12.506269
24019,18.700000,27.945497,0.509407,21.598225
24021,9.000000,9.614392,0.489345,14.462073
24023,13.100000,1.011556,0.222885,22.370812
24025,10.900000,13.950054,0.324466,16.194931
24027,8.800000,19.295412,0.418322,13.808649
24029,11.500000,14.517876,0.325027,26.708972
24031,7.800000,18.456972,0.732210,15.534973
24033,12.700000,61.872765,1.184417,13.262833
24035,10.400000,6.194902,0.465662,18.829476
24037,11.900000,14.306256,0.457999,13.074274
24039,13.300000,41.370983,0.490750,16.950341
24041,11.600000,12.383683,0.403051,29.225276
24043,13.700000,11.597074,0.325325,17.230961
24045,11.700000,26.467368,0.383740,15.890305
24047,12.600000,12.843718,0.412944,27.827413
24510,12.500000,61.902588,0.451954,14.006257
25000,8.900000,7.248119,0.494223,16.503556
25001,8.800000,3.107121,0.761434,30.597480
25003,10.000000,3.123912,0.320543,23.267483
25005,10.700000,4.595388,0.627812,16.925581
25007,6.600000,4.074458,1.256339,24.314200
25009,9.700000,3.383344,0.886879,17.049016
25011,11.700000,1.316179,0.477714,22.017108
25013,10.700000,7.733107,0.794208,16.804420
25015,6.800000,2.906015,0.296241,17.234049
25017,7.400000,5.243963,0.262028,15.258925
25019,7.600000,9.481769,0.414938,14.831818
25021,8.500000,7.075397,0.210948,16.853420
25023,10.900000,10.639181,0.329839,18.115847
25025,8.200000,20.343957,0.736697,11.972841
25027,9.000000,4.731603,0.401522,15.644186
26000,10.800000,13.761842,0.735290,17.173055
26001,11.300000,0.453580,0.723798,35.832851
26003,11.200000,7.233154,4.408047,25.667803
26005,8.800000,1.314275,0.741517,16.546916
26007,13.700000,0.504231,0.641749,23.437941
26009,7.400000,0.286754,1.194094,27.143163
26011,16.400000,0.472043,1.229971,24.911907
26013,18.500000,7.920673,14.218750,22.115385
26015,17.100000,0.591919,0.572298,18.401818
26017,8.900000,1.668543,0.660104,20.394908
26019,13.600000,0.636512,1.532135,26.130795
26021,11.700000,14.579508,0.655244,19.723500
26023,10.200000,2.152584,0.527257,18.183485
26025,13.800000,10.763122,0.778514,17.835925
26027,18.700000,5.025846,1.239037,21.028788
26029,12.500000,0.483920,1.619418,24.382716
26031,17.700000,0.621729,2.955180,27.257703
26033,12.500000,6.615668,16.083376,17.970520
26035,16.700000,0.708782,0.855090,23.867737
26037,11.400000,1.904654,0.502950,16.943982
26039,15.000000,0.812891,0.755341,25.681606
26041,14.400000,0.351396,2.646624,24.165435
26043,11.700000,0.496395,0.977032,22.085648
26045,9.800000,6.668731,0.533571,18.578479
26047,8.500000,0.732557,3.815900,22.532124
26049,13.500000,19.980978,0.565261,17.482772
26051,19.400000,0.509137,0.627541,26.715870
26053,14.100000,3.881823,2.927928,25.874404
26055,6.500000,0.708630,1.330842,19.905372
26057,11.100000,5.808025,0.729082,17.502894
26059,12.200000,0.642637,0.607664,19.617915
26061,8.300000,0.908363,0.706811,17.499103
26063,13.000000,0.551883,0.401078,25.068985
26065,9.300000,11.493672,0.636412,13.479427
26067,12.700000,4.491512,0.683694,14.759383
26069,17.700000,0.697739,0.964874,29.588134
26071,7.700000,0.413781,1.493209,30.601781
26073,8.000000,2.607636,4.048922,12.625776
26075,12.300000,7.926434,0.419964,17.807245
26077,10.100000,11.402952,0.519123,14.962057
26079,14.900000,0.594704,1.004264,20.348968
26081,9.000000,9.655453,0.757740,13.658292
26083,6.800000,0.331283,0.331283,36.772362
26085,8.100000,8.366299,0.959515,28.625537
26087,11.100000,1.139410,0.518017,18.134003
26089,9.700000,0.578938,3.735527,30.927219
26091,13.000000,2.562433,0.614658,18.974009
26093,8.700000,0.594591,0.486341,17.215412
26095,7.100000,11.507242,5.427344,20.563425
26097,15.800000,3.087049,16.631130,28.043015
26099,11.000000,12.057607,0.329462,16.991651
26101,9.600000,3.420581,2.254566,25.758317
26103,9.800000,1.500391,1.970954,19.121715
26105,14.500000,0.780069,1.089347,23.553265
26107,6.800000,2.737398,0.817545,18.314387
26109,14.400000,0.622199,3.080538,24.592090
26111,12.300000,1.313560,0.533596,18.358591
26113,14.100000,0.496261,0.893271,20.505525
26115,10.700000,2.488052,0.375568,18.121631
26117,12.700000,2.437156,0.619060,17.500938
26119,19.900000,0.453319,0.744738,32.293578
26121,12.300000,13.832753,0.990852,17.008088
26123,9.900000,1.045161,0.828356,19.138100
26125,8.800000,13.773417,0.316312,16.798510
26127,14.100000,1.025352,1.607512,20.578404
26129,16.600000,0.319779,0.973654,25.840015
26131,9.500000,0.327869,1.501294,36.186368
26133,11.100000,0.788312,0.698342,21.194465
26135,19.300000,0.459159,0.990817,27.211213
26137,12.000000,0.506791,0.920332,21.135212
26139,8.000000,1.559757,0.587964,14.971738
26141,15.200000,0.604491,0.965615,31.409954
26143,13.900000,0.544297,0.967175,32.544800
26145,10.600000,18.502621,0.584382,19.278302
26147,9.900000,2.408731,0.554799,18.841826
26149,14.200000,2.417968,0.575005,17.992235
26151,12.800000,0.546355,0.597348,21.414696
26153,16.800000,0.446207,9.308379,26.797224
26155,12.100000,0.634972,0.568982,18.364324
26157,7.600000,1.216772,0.634092,20.250971
26159,15.200000,3.691284,1.191549,18.114463
26161,6.900000,12.003893,0.392492,13.849629
26163,11.700000,38.302394,0.479733,15.425913
26165,13.300000,0.588657,0.702205,19.088030
27000,8.300000,6.550887,1.365417,15.857666
27001,14.500000,0.408754,2.647466,33.021004
27003,8.900000,6.675560,0.872212,14.050360
27005,9.100000,0.622618,8.105670,20.517297
27007,9.800000,0.742844,21.967255,16.112024
27009,11.000000,4.511037,0.653595,14.080651
27011,9.100000,0.440970,0.661455,26.538384
27013,7.600000,4.056239,0.394501,13.893544
27015,10.400000,0.501772,0.290709,20.879296
27017,9.800000,1.654714,5.960320,17.121969
27019,7.100000,1.971009,0.318684,12.016301
27021,11.900000,0.443782,12.520749,25.946001
27023,10.600000,0.754780,1.383764,21.184166
27025,9.000000,1.301813,0.733164,15.400021
27027,7.000000,3.785474,1.835666,13.154562
27029,8.000000,0.692395,9.330306,20.227015
27031,8.900000,0.815872,8.529575,28.555535
27033,15.100000,1.019775,0.833555,22.807484
27035,9.600000,0.792122,0.989382,22.421366
27037,7.600000,6.760565,0.621969,14.169897
27039,10.600000,0.576314,0.432235,14.715205
27041,8.900000,0.561058,0.387209,22.787378
27043,8.500000,0.530600,0.799535,22.823085
27045,8.600000,0.479628,0.189952,20.937411
27047,10.500000,1.225200,0.555118,22.145579
27049,7.800000,1.269314,1.536539,19.662522
27051,11.400000,0.631124,0.548082,23.268560
27053,6.600000,13.315172,1.112569,14.037166
27055,7.200000,0.624394,0.258370,21.487781
27057,9.900000,0.426589,2.789237,25.046878
27059,11.000000,0.790672,0.615523,16.073663
27061,12.100000,0.461116,3.861843,23.483639
27063,10.500000,0.968621,0.443951,22.369085
27065,9.000000,0.542975,0.845314,20.509656
27067,9.200000,5.789289,0.543694,18.809940
27069,12.000000,0.376648,0.423729,24.387947
27071,10.600000,0.651125,2.668810,25.554662
27073,11.500000,0.690898,0.285371,27.545810
27075,10.000000,0.741227,0.675549,26.036780
27077,14.800000,0.532198,0.904737,24.241618
27079,9.200000,0.687864,0.526427,17.501930
27081,11.600000,0.193901,0.405429,24.819320
27083,9.700000,3.265832,0.780366,15.841430
27085,10.100000,0.616062,0.543584,18.721601
27087,11.200000,0.452981,43.449900,17.231382
27089,12.100000,0.404686,0.958466,21.469649
27091,12.000000,0.631792,0.540814,23.502654
27093,11.200000,0.566095,0.337064,20.025064
27095,12.400000,0.604461,6.365967,18.313631
27097,10.500000,0.693419,0.364798,19.557418
27099,11.200000,3.491540,0.707305,18.344955
27101,9.800000,0.386660,0.398743,25.507492
27103,8.400000,3.652835,0.523086,16.241964
27105,10.900000,5.140485,1.286262,16.351943
27107,8.100000,0.679537,2.115830,21.096525
27109,7.800000,6.270916,0.402490,15.531396
27111,9.500000,1.566007,0.783854,23.791063
27113,8.400000,1.255466,1.967837,18.281845
27115,12.500000,2.085948,3.452837,20.683106
27117,10.800000,1.171659,2.199624,20.957223
27119,9.600000,2.632497,1.785658,17.970757
27121,8.900000,0.441561,0.432549,24.421015
27123,7.800000,12.127006,0.956362,14.417768
27125,9.200000,0.500125,2.150538,20.930233
27127,14.100000,0.708243,4.951144,21.148928
27129,11.700000,0.492746,1.546674,20.804818
27131,7.000000,5.604077,0.691490,15.408205
27133,4.900000,0.839176,0.828553,19.832165
27135,10.600000,0.574257,1.966997,17.498350
27137,9.100000,1.584449,2.390941,19.397859
27139,7.800000,4.644425,1.097835,10.879964
27141,8.700000,2.754176,0.578950,11.333250
27143,9.300000,0.672079,0.472451,18.339100
27145,8.300000,6.834907,0.418823,15.119682
27147,9.600000,3.279624,0.489091,17.637149
27149,9.700000,0.943299,1.691787,17.286989
27151,13.600000,0.963082,0.759765,21.872659
27153,12.200000,0.451550,0.638679,21.536083
27155,11.700000,0.544135,6.408706,25.151149
27157,7.500000,0.632941,0.346500,21.820282
27159,10.600000,1.096348,0.791403,21.033907
27161,9.700000,2.081216,0.732973,18.190573
27163,7.500000,4.692112,0.541279,15.009973
27165,12.400000,0.710383,1.338798,19.954463
27167,14.800000,0.623601,1.806844,19.187720
27169,8.400000,1.816035,0.460403,16.981800
27171,7.000000,1.504228,0.444448,12.625688
27173,12.000000,0.581930,3.950995,20.224604
28000,14.600000,37.438198,0.616870,15.887167
28001,13.200000,52.372403,0.500128,18.831752
28003,18.600000,12.178741,0.433311,18.450914
28005,15.200000,40.199578,0.348856,23.495051
28007,19.700000,43.076504,0.343044,19.172339
28009,19.900000,35.062266,0.423165,18.703905
28011,11.500000,63.571953,0.159576,15.801232
28013,24.800000,27.867830,0.353283,18.924910
28015,22.100000,32.579962,0.242155,23.690849
28017,12.300000,43.748180,0.361074,17.226719
28019,25.100000,29.826045,0.338246,21.563180
28021,12.500000,85.414352,0.233281,16.351922
28023,15.100000,34.529608,0.480646,20.443476
28025,18.700000,58.464872,0.252760,18.466935
28027,20.900000,76.643981,0.176772,15.432208
28029,18.700000,51.210454,0.259258,17.640052
28031,16.800000,35.622978,0.201559,16.893863
28033,12.000000,28.705886,0.301647,12.894435
28035,10.800000,37.516659,0.366491,13.577483
28037,19.100000,34.501798,0.295326,19.940935
28039,19.400000,7.814433,0.540206,14.486598
28041,11.300000,25.268659,0.360665,14.868247
28043,15.900000,42.426977,0.303966,17.782000
28045,12.600000,7.947775,0.673934,19.822960
28047,11.300000,25.173482,0.484394,14.954754
28049,13.800000,72.429298,0.109665,14.062889
28051,23.100000,81.954375,0.175916,15.049370
28053,14.000000,74.809253,0.217997,16.979533
28055,7.000000,62.996942,0.305810,16.666667
28057,14.900000,6.871625,0.331675,17.655313
28059,13.800000,21.119929,0.477397,15.858093
28061,22.300000,53.031410,0.255661,20.404188
28063,16.000000,84.787504,0.239234,16.873065
28065,14.800000,59.640377,0.284850,22.698950
28067,17.900000,29.183039,0.701129,16.910358
28069,18.200000,60.676174,3.520495,20.195472
28071,12.500000,23.256620,0.344935,12.645776
28073,12.500000,20.553429,0.313866,13.776482
28075,13.300000,43.792238,0.327947,17.355975
28077,15.700000,31.890807,0.264954,17.984745
28079,17.000000,41.708035,6.602820,16.337917
28081,13.300000,29.988733,0.278162,14.786038
28083,14.900000,73.989419,0.452989,14.423044
28085,15.500000,30.059933,0.242655,17.193393
28087,18.100000,44.576616,0.290175,15.869676
28089,7.800000,38.026129,0.361640,13.294519
28091,15.700000,31.531459,0.271090,18.575764
28093,16.700000,47.011368,0.431582,17.528420
28095,15.700000,30.328422,0.267124,19.207626
28097,17.400000,44.647311,0.379128,21.640227
28099,14.200000,21.146781,17.191416,15.821459
28101,16.100000,30.765285,5.642867,16.718743
28103,14.300000,71.817750,0.313242,16.364499
28105,9.300000,37.307204,0.231860,11.512329
28107,14.600000,49.534788,0.295512,15.738194
28109,15.900000,12.351274,0.689693,18.767942
28111,15.100000,19.109882,0.477747,18.263348
28113,16.500000,53.097591,0.404418,17.271188
28115,16.100000,14.689159,0.606289,14.962460
28117,19.000000,14.390677,0.272566,18.182896
28119,15.200000,70.855198,0.312012,17.359240
28121,12.600000,21.058856,0.218971,15.294798
28123,20.900000,37.285679,0.735320,15.059922
28125,13.400000,70.276445,0.182774,19.145533
28127,22.400000,34.871814,0.362508,17.587264
28129,12.100000,23.634546,0.199975,19.610049
28131,18.100000,19.677299,0.544959,15.980125
28133,19.500000,73.168836,0.326404,13.670099
28135,16.000000,56.087796,0.414671,14.942447
28137,14.000000,30.807747,0.285128,16.686950
28139,34.100000,16.617413,0.431916,16.535576
28141,19.900000,2.462219,0.385525,20.401974
28143,10.700000,77.001207,0.281577,12.218423
28145,11.800000,15.038803,0.300636,16.727260
28147,20.300000,43.069478,0.477013,19.633598
28149,18.400000,48.889033,0.342169,16.599532
28151,15.400000,71.892684,0.266294,15.844484
28153,15.400000,39.678786,0.320229,17.110060
28155,12.400000,19.064160,0.316714,17.756436
28157,13.100000,70.257052,0.261601,17.208826
28159,12.700000,46.611616,1.233141,19.972475
28161,15.300000,38.419948,0.371207,19.964493
28163,17.800000,56.655338,0.502690,13.317757
29000,11.600000,11.604906,0.571603,16.877044
29001,8.400000,2.849363,0.327558,14.819054
29003,12.100000,1.033680,0.391890,18.475606
29005,22.600000,0.444788,0.406111,25.430284
29007,15.700000,6.858242,0.569230,17.869901
29009,12.800000,0.454216,1.323636,20.587416
29011,15.100000,0.635701,1.457874,20.537379
29013,11.400000,1.127451,0.821078,19.387255
29015,11.700000,0.513539,0.793651,30.807138
29017,23.500000,0.550579,0.797107,20.560440
29019,7.300000,9.513625,0.439432,12.254104
29021,12.000000,5.666640,0.735004,16.117013
29023,15.700000,5.445719,0.736415,18.811417
29025,19.500000,0.614844,0.724638,19.784805
29027,16.900000,4.370781,0.570296,16.271247
29029,11.800000,0.678817,0.661355,28.167631
29031,13.300000,7.614948,0.366970,16.861580
29033,20.500000,1.704221,0.297381,21.800297
29035,9.800000,0.297324,1.255368,19.937232
29037,10.800000,4.120853,0.709835,16.856909
29039,7.700000,0.338863,0.882457,23.353336
29041,14.400000,2.375520,0.429473,23.647833
29043,11.800000,0.764517,0.765667,15.716864
29045,14.700000,0.409237,0.248465,20.798012
29047,10.300000,6.652325,0.647007,14.113612
29049,13.900000,1.294577,0.708354,18.089888
29051,10.700000,12.150372,0.390645,16.581593
29053,6.600000,6.987445,0.602170,17.923081
29055,16.600000,0.525942,0.697082,19.664399
29057,15.800000,0.462412,0.977672,23.649095
29059,13.300000,0.322157,0.930677,20.272044
29061,7.300000,0.625526,0.481174,20.437868
29063,12.900000,11.559778,0.546318,16.642914
29065,13.700000,0.569911,1.133346,21.753772
29067,18.400000,0.388843,0.852464,24.332610
29069,18.200000,10.175713,0.482616,18.720049
29071,14.000000,0.951095,0.405132,17.360857
29073,11.200000,0.530432,0.326420,22.740564
29075,16.600000,0.573325,0.422450,19.870247
29077,11.200000,3.276206,0.774519,16.471809
29079,11.000000,0.958241,0.514424,21.585636
29081,10.900000,0.570478,0.618018,22.462562
29083,10.900000,1.257342,0.734214,21.741924
29085,10.500000,0.599432,1.125250,32.779472
29087,15.200000,0.317893,1.158038,25.113533
29089,7.100000,4.892966,0.769458,19.266055
29091,17.700000,0.514023,0.763549,19.842300
29093,13.800000,1.464086,0.746782,21.391373
29095,11.100000,23.266082,0.601879,14.944160
29097,11.200000,2.043337,1.837760,15.636294
29099,12.900000,1.113008,0.347676,14.992846
29101,10.600000,4.711847,0.639305,12.655633
29103,17.700000,0.532050,0.430707,22.067393
29105,15.200000,0.868031,0.758827,17.845042
29107,10.700000,2.055341,0.656482,18.866188
29109,11.900000,0.456216,1.152272,18.295576
29111,17.700000,3.064434,0.497210,18.488077
29113,18.800000,1.917276,0.405644,13.417467
29115,16.700000,0.830772,0.332309,21.126527
29117,13.900000,3.710551,0.501783,19.246006
29119,8.500000,2.045238,3.106855,15.282953
29121,8.600000,2.382367,0.389362,22.747971
29123,18.700000,0.549721,0.541516,19.117164
29125,16.100000,0.650017,0.786863,21.473372
29127,16.100000,4.669138,0.244824,18.074986
29129,7.500000,0.411975,0.549300,22.054381
29131,8.500000,0.643353,0.639406,19.253237
29133,20.000000,24.467606,0.397421,17.786443
29135,11.400000,3.969977,0.403201,15.774456
29137,13.800000,2.643121,0.600185,23.349492
29139,13.200000,1.664644,0.286111,21.172187
29141,2.900000,0.790844,0.844877,23.440417
29143,14.800000,15.610546,0.277521,19.154718
29145,10.400000,0.918203,2.591563,18.111763
29147,8.700000,2.941176,0.399032,15.261836
29149,9.000000,0.417418,1.470449,23.318471
29151,20.400000,0.364591,0.393758,17.427446
29153,9.500000,0.199623,1.075746,28.834424
29155,19.600000,25.731318,0.497788,17.090708
29157,8.600000,0.605744,0.579634,18.130548
29159,15.300000,3.029947,0.768652,16.743454
29161,11.500000,2.119288,0.840562,16.435661
29163,15.600000,7.776697,0.237786,17.358409
29165,11.500000,7.121425,0.561247,14.535126
29167,12.900000,0.906804,0.732896,18.036707
29169,7.700000,11.141231,1.182374,8.986042
29171,13.900000,0.189195,0.210217,24.532268
29173,9.100000,1.400313,0.235018,21.758715
29175,15.300000,5.463797,0.553245,16.787142
29177,14.600000,1.315387,0.633658,18.546519
29179,13.700000,1.023345,1.103294,23.169172
29181,19.000000,0.589508,0.977539,20.401463
29183,7.900000,4.993211,0.244249,15.225887
29185,13.900000,0.585418,0.872805,27.014369
29186,13.000000,0.838551,0.324240,19.482335
29187,9.400000,4.541774,0.439333,16.441252
29189,11.300000,24.660337,0.214957,18.076223
29195,11.500000,5.136493,0.921599,18.265997
29197,13.600000,0.130463,0.326158,19.786910
29199,8.700000,0.100685,0.342328,18.103101
29201,16.500000,11.911696,0.392636,18.045660
29203,13.700000,0.415191,1.257785,22.102821
29205,7.600000,0.859504,0.512397,21.272727
29207,15.700000,1.229199,0.513593,20.019859
29209,12.800000,0.359066,0.850420,30.983653
29211,21.200000,3.263141,1.028774,20.237904
29213,10.100000,1.423405,1.031297,21.678722
29215,14.200000,3.676039,0.899456,21.082476
29217,6.300000,0.954793,0.813523,19.373539
29219,7.300000,2.224079,0.602115,17.582323
29221,12.000000,2.441567,0.485106,16.682035
29223,13.000000,0.762079,0.533455,23.517756
29225,13.700000,1.022782,0.797770,15.377535
29227,22.400000,0.931373,0.343137,24.754902
29229,16.000000,0.538688,0.707368,19.751877
29510,11.500000,45.559342,0.308746,13.700394
30000,8.100000,0.528285,6.646208,18.723625
30001,7.800000,0.329647,1.924713,22.011910
30003,14.600000,0.382366,66.036887,12.798021
30005,13.600000,0.381960,50.080799,15.410607
30007,8.800000,0.377979,1.676253,23.664749
30009,6.100000,0.541348,1.278701,25.779354
30011,12.100000,0.080775,0.888530,25.767367
30013,8.900000,1.506559,4.938574,18.568646
30015,9.800000,0.174064,19.077459,20.382942
30017,11.000000,0.466080,2.356292,19.963749
30019,18.600000,0.343446,2.919290,26.502576
30021,8.400000,0.437788,2.396313,19.861751
30023,14.500000,0.416165,3.931661,23.907568
30025,9.500000,0.171233,0.890411,16.917808
30027,11.900000,0.233960,1.691712,24.511833
30029,7.100000,0.273245,1.356434,19.537539
30031,4.400000,0.416533,1.032393,12.644356
30033,11.100000,0.394322,0.552050,23.264984
30035,15.600000,0.254601,64.639558,12.024442
30037,5.600000,0.605327,1.694915,27.118644
30039,10.800000,0.532860,0.769686,30.550622
30041,10.500000,0.458800,24.298036,15.207683
30043,7.100000,0.355460,1.818633,21.443333
30045,9.200000,0.051230,0.973361,27.100410
30047,9.400000,0.502479,24.522314,22.089256
30049,8.200000,0.427948,2.259098,18.781659
30051,14.500000,0.452675,0.823045,20.576132
30053,9.600000,0.389007,1.263009,28.645044
30055,8.800000,0.537313,1.313433,26.149254
30057,6.300000,0.433394,0.764142,28.216241
30059,7.000000,0.375134,0.750268,30.707395
30061,8.900000,0.463392,1.969416,28.892493
30063,6.100000,0.424275,2.650874,15.578621
30065,8.100000,0.774027,1.978069,26.553429
30067,7.600000,0.322658,1.147228,22.699570
30069,4.300000,0.000000,0.974659,24.951267
30071,10.600000,0.171821,9.401080,22.336770
30073,12.100000,0.334896,14.333557,20.411922
30075,9.200000,0.174825,1.864802,27.156177
30077,11.500000,1.148106,5.396096,20.608496
30079,8.600000,0.183993,1.103956,31.830727
30081,6.600000,0.356713,1.213750,25.799129
30083,7.600000,0.503986,2.400806,14.954641
30085,17.200000,0.343612,60.602224,11.447690
30087,12.500000,0.408253,38.883372,15.789474
30089,10.500000,0.287065,4.154002,31.247889
30091,7.600000,0.467290,2.248832,22.605140
30093,7.900000,0.694425,2.311891,19.052382
30095,8.800000,0.220264,1.216698,22.655758
30097,5.000000,0.377358,1.132075,26.576819
30099,6.600000,0.227199,1.720221,22.687439
30101,5.200000,1.050896,5.316299,18.462807
30103,10.600000,0.000000,3.387334,28.571429
30105,11.900000,0.484066,9.304827,23.369638
30107,9.300000,0.402504,5.143113,23.881932
30109,7.700000,0.000000,1.160542,24.274662
30111,8.300000,0.656937,4.845226,16.933626
31000,9.400000,4.815401,1.485693,15.739959
31001,11.000000,0.996477,1.310653,18.203167
31003,9.500000,0.299874,0.520833,23.563763
31005,3.800000,0.000000,0.430108,21.935484
31007,9.600000,1.917808,0.273973,23.835616
31009,6.900000,0.420168,0.210084,25.420168
31011,10.700000,0.381752,0.305402,22.828784
31013,11.100000,0.881916,4.520980,18.956554
31015,16.000000,0.102302,1.483376,30.588235
31017,8.600000,0.470905,0.874538,26.101581
31019,8.400000,1.092412,0.604656,14.505694
31021,10.700000,0.508631,2.250308,24.136868
31023,9.500000,0.583271,0.446761,20.935716
31025,11.700000,0.607821,0.592530,17.496846
31027,8.800000,0.295998,0.639356,21.406583
31029,7.600000,0.477747,0.452602,20.467689
31031,7.800000,0.364520,6.353064,21.801771
31033,8.800000,0.483351,1.052632,19.419979
31035,9.800000,0.450595,1.287416,20.308980
31037,6.700000,3.786417,3.345281,13.463836
31039,9.600000,0.257271,0.827740,21.979866
31041,11.000000,0.562731,0.636531,22.426199
31043,10.900000,5.397600,4.038241,13.618483
31045,7.600000,1.743919,4.061496,18.540615
31047,11.400000,5.715129,1.868489,16.647687
31049,12.000000,0.219178,1.589041,23.506849
31051,9.200000,0.350324,0.998424,20.073568
31053,12.000000,0.937729,1.538420,19.235683
31055,8.800000,11.042549,1.222834,13.010161
31057,7.300000,0.451977,1.638418,25.254237
31059,12.800000,0.705627,0.850371,22.616248
31061,6.400000,0.165399,0.562355,28.217003
31063,11.100000,0.460123,0.536810,23.888037
31065,10.300000,0.445387,0.721103,25.047720
31067,10.900000,0.730470,0.669986,20.811427
31069,12.400000,0.369004,1.265156,27.938851
31071,6.800000,0.201309,0.251636,28.736789
31073,6.900000,0.651303,0.601202,23.897796
31075,7.200000,0.151515,0.151515,22.575758
31077,10.000000,0.679117,0.127334,25.636672
31079,10.300000,3.061340,1.934845,14.852208
31081,9.400000,0.344828,0.334052,19.903017
31083,11.100000,0.235225,0.588062,26.198177
31085,8.000000,0.327511,0.545852,27.510917
31087,10.200000,0.213828,0.534569,25.338560
31089,10.200000,0.324229,0.736883,21.585773
31091,8.700000,0.000000,0.439883,30.498534
31093,11.100000,0.479283,0.602968,21.088435
31095,9.700000,0.464985,0.789066,23.925602
31097,10.000000,6.194001,1.558239,18.757304
31099,10.000000,0.244499,0.565403,19.575183
31101,9.700000,0.772971,0.760504,26.704900
31103,13.600000,0.000000,0.617284,30.987654
31105,11.900000,0.276396,2.266446,24.405749
31107,10.200000,0.344459,10.274379,24.682266
31109,7.500000,3.965682,0.981492,13.912038
31111,11.900000,1.068637,1.088532,19.340628
31113,11.300000,0.133511,0.934579,22.563418
31115,7.400000,1.132686,0.323625,26.699029
31117,19.400000,0.406504,0.000000,24.186992
31119,11.000000,1.209313,2.037184,15.944281
31121,15.500000,0.362085,0.853485,20.561231
31123,13.700000,0.277422,1.856594,21.190781
31125,11.400000,0.481314,0.764439,21.375991
31127,10.500000,1.350963,0.503018,20.077609
31129,10.300000,0.190703,0.572110,27.103695
31131,12.400000,0.781983,0.663122,19.455740
31133,7.500000,0.569909,0.189970,28.685410
31135,10.800000,0.580403,0.341413,23.455104
31137,10.000000,0.389062,0.822588,20.720320
31139,11.400000,0.434052,0.378045,19.294315
31141,9.400000,0.644426,1.321824,17.165723
31143,10.400000,0.170519,0.606290,22.887457
31145,9.000000,1.314563,0.792467,20.799925
31147,10.400000,0.377977,3.175003,24.669271
31149,15.200000,0.147059,0.955882,26.691176
31151,11.800000,0.898955,1.832753,15.017422
31153,9.300000,3.914149,0.736749,11.751663
31155,10.900000,0.492888,0.488194,18.739145
31157,11.500000,0.805802,3.378810,19.030815
31159,9.700000,0.681372,0.519690,16.837972
31161,12.600000,0.404624,10.693642,26.840077
31163,11.400000,0.230415,0.394997,27.090191
31165,7.000000,0.168492,1.516428,28.559393
31167,7.200000,0.804020,0.837521,17.855946
31169,8.900000,0.416749,0.416749,25.262949
31171,6.300000,0.833333,1.805556,25.972222
31173,19.200000,0.479255,58.564973,11.844447
31175,11.000000,0.357995,0.310263,25.322196
31177,11.300000,0.696763,0.425800,17.772294
31179,10.500000,1.382537,0.861427,16.335212
31181,10.500000,0.509482,0.396264,22.926691
31183,11.500000,0.000000,0.124224,25.838509
31185,11.100000,1.553877,0.871333,20.331107
32000,10.200000,9.126342,1.676481,15.692798
32001,8.500000,2.058101,5.470540,18.936170
32003,10.700000,11.667437,1.226493,14.728673
32005,8.900000,0.866569,2.306724,28.489488
32007,10.200000,1.090355,6.469691,11.328631
32009,5.600000,3.631961,7.142857,36.803874
32011,7.500000,0.798802,3.145282,16.275587
32013,8.700000,0.792327,4.867151,13.666150
32015,16.100000,0.771300,5.847534,15.820628
32017,7.900000,3.018650,1.865026,24.764468
32019,12.400000,1.087658,3.336439,21.167216
32021,13.200000,3.633141,18.099247,24.678777
32023,13.600000,3.221894,1.812729,30.066599
32027,6.800000,4.320432,4.530453,15.946595
32029,12.600000,1.563663,1.861504,31.471829
32031,7.500000,2.272966,2.217570,16.352862
32033,8.400000,4.907652,5.065963,17.963061
32510,11.100000,1.885805,2.892771,20.321579
33000,9.300000,1.411470,0.301521,18.109296
33001,8.900000,0.565370,0.298253,22.131362
33003,10.100000,0.545317,0.352611,27.905451
33005,8.700000,0.720327,0.313754,19.902475
33007,13.100000,0.867391,0.484346,23.723448
33009,7.000000,1.090370,0.387588,20.678057
33011,9.500000,2.491288,0.322700,15.737140
33013,8.800000,1.446418,0.288490,18.239685
33015,8.900000,0.778198,0.225438,17.963231
33017,10.400000,1.162272,0.270582,15.016527
33019,10.100000,0.653625,0.394029,21.456054
34000,9.500000,12.910573,0.614086,16.147766
34001,12.300000,14.563970,0.661194,17.937377
