FIPS,% Adults with Diabetes,% Black,% American Indian & Alaska Native,% 65 and over
16061,12.500000,0.518001,6.423206,26.366226
16063,12.100000,0.298507,1.716418,14.141791
16065,7.200000,0.602992,0.506310,6.966212
16067,13.200000,0.336134,2.280912,16.264106
16069,10.200000,0.450406,6.003762,19.949020
16071,8.200000,0.401070,0.534759,20.320856
16073,13.500000,0.470367,4.438553,17.805525
16075,10.800000,0.365165,1.766379,18.389877
16077,13.800000,0.360453,3.746138,15.435118
16079,9.600000,0.484526,1.813067,22.843076
16081,4.400000,0.206186,0.884880,12.517182
16083,8.400000,0.601759,1.333628,15.394803
16085,6.400000,0.335115,1.204601,25.106422
16087,11.400000,0.275563,1.692747,25.135321
17000,9.900000,14.058439,0.593097,15.642010
17001,11.000000,3.763073,0.284666,20.231082
17003,7.900000,31.963696,0.462046,21.914191
17005,4.300000,5.995189,0.679495,18.556825
17007,9.600000,2.409616,0.776453,15.835153
17009,4.600000,18.486882,1.281269,13.926174
17011,11.100000,0.788046,0.472828,21.916770
17013,8.200000,0.395668,0.270721,23.344440
17015,8.300000,1.041084,0.447177,25.510061
17017,6.800000,3.678630,0.693312,17.846656
17019,9.300000,13.137730,0.363363,12.824848
17021,13.600000,1.616607,0.266373,19.935091
17023,6.700000,0.436009,0.262888,19.857656
17025,8.900000,0.475364,0.249000,20.319928
17027,13.200000,3.554823,0.369298,17.224156
17029,9.600000,3.853788,0.253513,16.918542
17031,9.500000,23.041089,0.738405,14.635036
17033,11.500000,5.067262,0.372202,18.913171
17035,21.300000,0.462620,0.185048,19.587343
17037,5.600000,7.737438,0.459944,12.647994
17039,10.200000,0.786353,0.260004,19.221257
17041,8.700000,0.477437,0.354228,18.091278
17043,8.700000,4.930707,0.396193,15.500722
17045,9.000000,0.633641,0.247696,21.756912
17047,5.300000,0.531915,0.516270,21.511264
17049,12.200000,0.526193,0.268943,17.665458
17051,10.800000,4.375233,0.289503,18.985805
17053,4.900000,0.942400,0.376960,18.750000
17055,7.200000,0.558125,0.413426,20.495594
17057,8.100000,3.782574,0.668695,20.626220
17059,14.100000,0.652432,0.454725,23.289838
17061,11.400000,1.303281,0.283655,19.556884
17063,4.900000,1.581260,0.349211,14.072432
17065,19.300000,0.686022,0.441014,21.842460
17067,7.400000,0.577225,0.386685,23.167451
17069,4.900000,0.511509,0.741688,25.703325
17071,13.500000,0.342823,0.298107,25.130422
17073,13.700000,1.823182,0.319821,20.332043
17075,8.500000,1.065063,0.369512,21.562092
17077,4.800000,14.827844,0.539891,15.703861
17079,10.000000,0.291333,0.208095,19.373634
17081,9.900000,8.564252,0.346378,19.140666
17083,14.400000,0.723211,0.366183,19.499245
17085,10.300000,0.645886,0.327623,28.100721
17087,8.200000,6.880218,0.377328,21.483622
17089,9.500000,5.309463,1.033664,13.666569
17091,10.800000,14.615902,0.433542,16.859958
17093,7.600000,7.205566,0.540202,10.258375
17095,17.500000,7.856402,0.421057,21.591635
17097,8.700000,6.837302,0.864687,14.241644
17099,13.300000,2.612629,0.392031,18.931737
17101,17.200000,9.717729,0.424992,17.431018
17103,8.400000,5.361891,0.365251,19.600853
17105,10.300000,4.023937,0.276838,19.205279
17107,18.200000,8.006914,0.369922,18.271392
17109,9.400000,5.338007,0.387248,17.639793
17111,10.100000,1.522831,0.504910,14.591179
17113,11.000000,7.915384,0.294512,13.227023
17115,14.400000,17.277867,0.265490,20.016808
17117,15.200000,0.964403,0.370755,19.875091
17119,10.800000,8.667062,0.334643,17.199133
17121,17.300000,4.175970,0.356194,19.691653
17123,13.500000,0.728282,0.398821,23.461072
17125,12.800000,0.685588,0.398083,22.196830
17127,26.000000,5.703125,0.518466,21.001420
17129,9.800000,0.862630,0.333659,19.352214
17131,12.200000,0.749952,0.249984,21.665278
17133,8.900000,0.366972,0.235911,17.766128
17135,12.400000,3.503374,0.220272,20.153141
17137,14.600000,6.872498,0.426772,20.011184
17139,4.900000,0.543589,0.258205,18.903309
17141,7.300000,1.089881,0.371149,18.747914
17143,10.700000,18.317914,0.397517,17.061139
17145,11.500000,8.779635,0.420327,18.631340
17147,19.000000,0.670895,0.207368,19.358380
17149,8.700000,1.396451,0.224201,20.953174
17151,9.500000,5.318139,0.759734,27.967711
17153,19.600000,30.294710,0.750503,22.405272
17155,5.700000,0.679443,0.313589,22.613240
17157,13.600000,10.278453,0.314583,18.600885
17159,13.300000,0.773964,0.348918,20.478335
17161,14.100000,10.449062,0.614036,19.286715
17163,9.800000,30.285108,0.378459,15.805239
17165,11.200000,3.785661,0.476868,20.266879
17167,11.200000,12.779757,0.269263,17.858898
17169,14.700000,3.576082,0.188215,22.788475
17171,13.700000,0.527812,0.223305,19.874137
17173,11.300000,0.340371,0.220781,22.524263
17175,6.300000,0.829187,0.239543,22.295928
17177,10.700000,9.945702,0.288249,22.729203
17179,12.400000,1.257481,0.326462,18.764736
17181,10.200000,1.235081,0.712547,21.358589
17183,16.500000,13.532797,0.390594,19.342239
17185,12.400000,0.839900,0.285739,20.668456
17187,17.500000,2.454204,0.434476,19.533819
17189,10.700000,0.864594,0.192926,20.114327
17191,14.000000,0.575557,0.324516,21.534411
17193,4.800000,0.556165,0.387852,21.609952
17195,10.300000,1.463344,0.471003,20.853558
17197,9.700000,11.640883,0.468287,13.058601
17199,12.600000,4.484312,0.490635,18.958781
17201,10.500000,13.021638,0.546675,17.536900
17203,11.800000,0.649975,0.278189,18.095312
18000,11.900000,9.490415,0.414532,15.765694
18001,9.700000,0.524750,0.322707,15.501179
18003,10.400000,11.574766,0.471292,14.577822
18005,11.700000,2.114727,0.453156,16.297899
18007,15.400000,0.716515,0.300474,17.831966
18009,23.300000,0.662196,0.284996,21.626153
18011,9.800000,1.931372,0.280601,13.364379
18013,7.800000,0.577655,0.656426,24.077721
18015,10.900000,0.635962,0.372634,19.620410
18017,18.300000,1.554472,1.109208,17.792122
18019,11.500000,7.864690,0.414110,15.783913
18021,16.600000,0.680168,0.286588,17.863966
18023,16.600000,0.644961,0.520930,16.679070
18025,14.100000,0.501989,0.549346,19.520743
18027,9.600000,2.039400,0.377108,15.325670
18029,8.400000,0.641543,0.234022,17.711023
18031,12.000000,0.559827,0.253788,16.738822
18033,7.100000,0.425670,0.305372,16.237912
18035,10.800000,6.952044,0.291883,17.140069
18037,12.100000,0.636673,0.263127,17.455656
18039,12.600000,5.674256,0.642148,14.731465
18041,11.900000,1.379789,0.377489,20.393110
18043,14.300000,5.356064,0.363842,16.133760
18045,14.400000,0.495383,0.366950,20.072167
18047,11.200000,0.307882,0.272695,18.415728
18049,8.500000,0.776428,0.900856,19.510253
18051,10.900000,2.041731,0.328829,17.565467
18053,16.300000,7.005278,0.426171,19.221669
18055,12.400000,0.262451,0.387427,19.521340
18057,8.100000,4.260102,0.222972,12.379198
18059,13.200000,2.810703,0.307789,16.247331
18061,11.800000,0.639405,0.322181,17.700124
18063,10.500000,7.222365,0.308367,13.856139
18065,15.600000,2.684842,0.207164,18.922334
18067,15.900000,7.477600,0.401865,19.493480
18069,14.100000,0.689845,0.565673,17.190949
18071,14.200000,1.054159,0.374056,16.363265
18073,11.600000,0.791130,0.344621,17.596644
18075,18.700000,0.471971,0.197457,17.872279
18077,10.900000,1.893939,0.338425,17.995529
18079,16.500000,0.804027,0.242657,16.439100
18081,10.000000,2.262122,0.305969,14.574492
18083,17.800000,2.867597,0.338799,17.839816
18085,13.300000,0.996925,0.420952,16.729683
18087,10.300000,0.447496,0.300025,13.635901
18089,13.100000,23.374779,0.551391,16.536371
18091,12.900000,11.249284,0.465425,17.900679
18093,15.900000,0.492686,0.446702,20.018394
18095,17.300000,8.383922,0.411135,18.292053
18097,11.800000,28.165335,0.453246,12.607288
18099,12.100000,0.633541,0.380557,17.862394
18101,8.600000,0.293628,0.381717,19.849271
18103,10.100000,4.838755,0.955942,17.682121
18105,6.500000,3.474751,0.315825,13.101956
18107,15.200000,0.962291,0.438116,17.926250
18109,11.300000,0.483485,0.330880,16.934794
18111,16.800000,0.742274,0.549568,19.470416
18113,11.300000,0.887823,0.397627,16.041824
18115,6.400000,0.530459,0.256674,22.091034
18117,13.100000,1.416183,0.441275,19.539227
18119,15.400000,0.489326,0.398177,19.280403
18121,8.100000,2.563951,0.478525,19.383234
18123,10.100000,2.821694,0.361219,18.793844
18125,19.100000,0.515713,0.427075,20.040290
18127,10.600000,3.898723,0.368527,16.393858
18129,13.100000,0.963195,0.285826,18.790133
18131,9.300000,0.906247,0.497233,19.592590
18133,12.000000,3.700469,0.357341,16.577993
18135,13.700000,0.696149,0.450686,20.300994
18137,13.300000,0.455773,0.350594,17.827718
18139,11.600000,0.972214,0.354078,18.340035
18141,9.700000,13.214488,0.565422,15.800437
18143,14.100000,0.464863,0.326661,16.647123
18145,17.100000,1.222165,0.354316,17.141704
18147,7.900000,0.757613,0.265657,19.343730
18149,9.600000,0.409854,0.488337,18.600392
18151,8.400000,0.676574,0.364309,20.190250
18153,19.800000,4.654422,0.343161,17.970034
18155,22.200000,1.185033,0.289260,17.308948
18157,7.500000,5.407981,0.395756,11.640110
18159,17.000000,0.575093,0.403226,20.861978
18161,19.000000,0.824215,0.298423,19.369049
18163,10.900000,9.556621,0.300596,16.893587
18165,16.500000,0.432844,0.381162,20.040054
18167,11.600000,7.172257,0.388319,16.312182
18169,13.100000,0.703325,0.728900,20.863171
18171,13.000000,0.314656,0.302554,20.222679
18173,13.900000,1.591893,0.279700,17.496444
18175,14.600000,0.493863,0.232616,17.056150
18177,17.000000,4.853191,0.365506,19.156455
18179,11.000000,0.680706,0.290718,18.308161
18181,13.600000,0.418514,0.725148,20.113537
18183,14.500000,0.425544,0.431414,17.972648
19000,9.700000,3.776411,0.528525,17.104094
19001,12.000000,0.481382,0.254849,22.695738
19003,14.200000,0.329218,0.521262,23.072702
19005,10.600000,1.670040,0.722961,22.722672
19007,14.800000,0.707566,0.313580,22.698400
19009,9.300000,0.363240,0.254268,24.736651
19011,11.500000,0.596677,0.300289,18.590594
19013,10.500000,9.476769,0.386684,16.403087
19015,9.400000,1.153875,0.466864,18.424049
19017,8.200000,1.162464,0.148314,19.585521
19019,8.700000,0.495306,0.259446,17.859333
19021,9.300000,3.029083,0.618899,16.091376
19023,11.100000,0.261366,0.185707,22.333035
19025,10.900000,2.330137,0.422724,22.940509
19027,10.100000,1.141213,0.322517,20.318547
19029,9.600000,0.425367,0.448569,23.178654
19031,5.400000,0.606646,0.209373,19.702582
19033,10.900000,1.793796,0.354069,21.774099
19035,13.800000,1.059977,0.432824,24.034979
19037,8.500000,0.618522,0.150451,20.770645
19039,11.700000,1.103682,1.050621,18.497294
19041,11.700000,0.824346,0.309905,20.726416
19043,7.100000,0.843017,0.199362,23.769651
19045,11.900000,2.874156,0.397696,19.691302
19047,12.400000,3.485255,1.288029,17.519524
19049,7.900000,2.265469,0.343757,11.990464
19051,13.000000,0.199623,0.310525,17.888433
19053,18.200000,1.875792,0.468948,20.076046
19055,9.100000,0.884645,0.158181,19.286426
19057,12.800000,5.904747,0.350043,20.823752
19059,11.800000,0.454731,0.221536,26.147030
19061,7.100000,3.399963,0.298387,17.974477
19063,6.500000,1.188804,1.577867,21.387658
19065,12.900000,1.368260,0.274669,21.500509
19067,8.600000,2.677495,0.336273,21.806992
19069,15.600000,0.661794,0.642039,20.989727
19071,10.100000,0.700701,0.386100,22.651223
19073,19.100000,0.445385,0.523327,22.079947
19075,8.900000,0.463264,0.130039,20.879389
19077,7.500000,0.559701,0.373134,22.453358
19079,12.200000,1.150348,0.508293,20.498930
19081,6.300000,0.840179,0.289395,22.470127
19083,12.800000,1.482096,0.420915,22.029879
19085,15.100000,0.403283,0.353757,19.704259
19087,6.900000,2.646135,0.383715,18.966462
19089,7.700000,0.566017,0.206814,20.877327
19091,6.800000,0.597046,0.345658,21.525086
19093,7.900000,0.423915,0.350826,22.204356
19095,9.700000,0.594759,0.260207,18.964129
19097,6.700000,0.617538,0.329354,20.898518
19099,14.000000,2.210138,0.374189,19.137481
19101,7.700000,2.453621,0.315543,22.409009
19103,6.000000,7.026973,0.371546,11.725506
19105,7.700000,2.704396,0.395295,20.598727
19107,6.500000,0.616137,0.215159,21.437653
19109,8.600000,1.033002,0.395761,23.732224
19111,13.200000,3.048011,0.320070,20.311261
19113,9.300000,5.720002,0.270463,15.803709
19115,8.900000,0.895335,0.465574,18.488674
19117,17.600000,0.347021,0.300752,21.769809
19119,15.700000,0.321734,0.321734,18.118703
19121,11.700000,0.529263,0.393870,16.985661
19123,12.400000,1.668182,0.440909,18.304545
19125,10.500000,0.838148,0.236477,17.831592
19127,11.700000,1.995948,0.882919,18.188640
19129,6.700000,0.650601,0.677156,18.415986
19131,7.900000,0.605545,0.198694,21.156212
19133,14.600000,0.576103,1.371126,24.611130
19135,12.600000,0.667522,0.243902,19.961489
19137,13.900000,0.529841,0.539838,21.433570
19139,8.200000,2.520441,0.724452,16.643761
19141,8.600000,0.946532,0.368497,20.657514
19143,7.400000,0.496689,0.562914,21.506623
19145,15.500000,2.662470,0.780379,22.322775
19147,13.200000,1.724717,0.492776,21.928547
19149,10.400000,0.864714,1.059972,18.374178
19151,10.100000,0.905045,0.534125,23.026706
19153,8.300000,6.874533,0.386286,13.060443
19155,11.800000,1.628302,0.758021,17.464424
19157,8.800000,1.545537,0.454570,20.787208
19159,9.200000,0.785024,0.281804,24.537037
19161,9.400000,0.298385,0.174915,23.490071
19163,11.100000,7.486597,0.389536,16.240485
19165,13.200000,0.803248,0.475039,22.611850
19167,6.800000,0.610158,0.515626,15.858375
19169,5.600000,2.741960,0.268080,12.040161
19171,9.300000,0.810459,8.412210,19.729058
19173,11.700000,0.355355,0.306897,22.112744
19175,18.300000,1.148960,0.445020,20.584190
19177,3.100000,0.299145,0.242165,22.450142
19179,16.300000,3.718222,0.829428,18.000284
19181,10.000000,0.857882,0.327092,15.718035
19183,11.900000,1.043313,0.338738,19.294521
19185,21.200000,0.453054,0.234338,22.121544
19187,11.100000,4.451857,0.512722,18.342200
19189,7.200000,1.473664,0.380300,21.515497
19191,5.700000,0.793849,0.129812,20.690000
19193,9.200000,3.711758,2.842821,15.087918
19195,17.000000,0.818462,0.348853,20.542064
19197,7.100000,0.693459,0.496454,22.726556
20000,10.100000,5.747577,1.195842,15.876359
20001,17.300000,1.976856,0.980392,20.708775
20003,12.200000,0.621985,0.685453,21.274435
20005,11.300000,4.847774,0.697832,17.161737
20007,10.700000,0.805009,1.364043,22.965116
20009,12.600000,1.344261,0.907663,19.217954
20011,12.100000,2.968675,0.907664,19.716099
20013,13.500000,1.187747,9.543655,20.504272
20015,10.100000,2.002546,1.103872,15.171123
20017,10.200000,1.255230,0.684671,25.142640
20019,12.900000,0.876398,5.862798,26.745240
20021,15.800000,0.794404,4.241819,19.300525
20023,9.100000,0.338346,0.338346,26.954887
20025,11.800000,0.349127,1.296758,21.945137
20027,10.100000,0.800300,0.637739,22.983619
20029,10.200000,0.801925,0.675908,21.594684
20031,11.000000,0.838091,1.008138,21.450261
20033,8.300000,0.343249,1.201373,25.572082
20035,12.600000,2.654892,2.288602,18.229315
20037,11.100000,2.183552,1.171224,15.518081
20039,12.100000,0.835946,0.487635,28.143504
20041,11.000000,1.025805,0.945664,19.757440
20043,11.000000,3.215309,1.353814,19.552200
20045,6.500000,4.383379,2.663955,12.314305
20047,15.000000,0.631801,2.386802,21.270621
20049,23.200000,0.119617,1.993620,29.066986
20051,7.400000,1.128527,0.445838,15.381400
20053,11.400000,5.245320,0.806972,20.932860
20055,9.300000,3.376035,1.308350,11.018546
20057,9.000000,2.186615,1.617092,11.189802
20059,9.500000,1.256291,0.932465,16.628302
20061,9.600000,17.199485,1.334601,8.645763
20063,14.100000,0.421133,0.114855,24.310873
20065,15.200000,3.451043,0.802568,27.447833
20067,9.100000,0.422574,2.917121,13.672301
20069,9.300000,0.663020,0.613294,15.083706
20071,8.900000,0.244499,0.814996,20.700896
20073,12.900000,0.627581,1.684558,24.921552
20075,18.300000,0.537016,2.032988,14.000767
20077,12.500000,0.472212,1.416636,23.011260
20079,10.200000,1.707103,0.950015,19.532300
20081,5.000000,0.350263,1.376032,14.786090
20083,14.400000,1.265127,0.605061,23.982398
20085,11.400000,0.760542,8.456325,19.051205
20087,11.900000,0.700922,1.001318,18.645586
20089,13.500000,0.351989,0.668779,30.130236
20091,7.700000,4.743664,0.395110,14.512974
20093,10.100000,0.760842,1.775298,15.521177
20095,13.300000,0.424077,0.930233,21.682627
20097,10.500000,0.993641,0.755167,21.939587
20099,13.500000,3.977159,2.359247,19.094370
20101,16.400000,1.217949,1.282051,23.525641
20103,10.800000,8.803717,0.885043,14.479054
20105,5.100000,0.529276,0.793913,24.445915
20107,12.100000,0.841026,0.758974,22.358974
20109,12.000000,0.668073,0.562588,20.815752
20111,9.600000,2.122373,1.397952,15.191882
20113,11.000000,1.166906,0.616743,19.833900
20115,7.300000,1.004184,0.820084,23.288703
20117,11.800000,0.473154,0.668587,21.723925
20119,15.100000,0.940666,1.230101,19.271587
20121,12.100000,1.244062,0.798694,16.719121
20123,8.100000,0.260163,0.520325,23.577236
20125,13.000000,5.065380,3.595890,19.891034
20127,14.600000,0.561492,0.633943,24.723782
20129,8.400000,1.162355,2.024747,20.284964
20131,8.200000,0.580995,0.728705,20.167405
20133,15.000000,1.266378,1.510877,19.835747
20135,10.700000,0.704225,1.408451,25.880282
20137,10.900000,3.259669,0.405157,20.478821
20139,10.400000,0.602221,0.740230,19.841917
20141,15.000000,0.402878,0.805755,24.978417
20143,12.000000,1.137539,0.741124,20.389521
20145,13.900000,5.425175,1.005791,20.984456
20147,7.700000,0.394960,0.601843,23.904457
20149,10.200000,1.066853,0.963875,14.264530
20151,8.600000,1.471529,1.108978,20.206867
20153,10.500000,0.717703,0.438596,27.910686
20155,11.600000,3.036476,0.874210,19.761958
20157,6.000000,0.664666,0.385935,27.744425
20159,13.400000,1.280034,1.301018,19.336901
20161,4.700000,6.272472,0.685182,9.509789
20163,10.800000,0.678237,0.598444,22.202274
20165,9.100000,0.517297,1.002263,24.830262
20167,12.600000,1.317504,1.143767,24.453453
20169,10.200000,3.222367,0.773883,17.933494
20171,10.000000,0.571779,1.306923,19.358791
20173,10.600000,8.734889,1.330005,14.502723
20175,7.000000,4.072544,1.680441,9.779614
20177,11.300000,7.748213,1.414656,18.195032
20179,7.700000,0.434268,0.592183,23.055665
20181,19.900000,0.830649,0.661129,19.274453
20183,8.400000,0.222037,0.388565,27.671385
20185,16.300000,0.311154,2.154141,22.187650
20187,3.800000,0.603926,2.214394,17.614494
20189,11.500000,0.557654,2.122684,15.902141
20191,13.300000,1.156723,1.295878,18.711950
20193,4.900000,0.881857,1.076384,17.663079
20195,11.700000,0.751880,0.358038,26.494808
20197,10.100000,0.681258,0.869691,20.017394
20199,14.400000,0.532269,0.665336,23.286760
20201,7.400000,0.553506,0.535055,23.948339
20203,11.600000,1.045131,1.045131,20.237530
20205,18.700000,0.565493,1.731102,21.396422
20207,10.200000,0.565504,1.602262,24.285265
20209,12.800000,21.903656,1.383949,12.267426
21000,12.600000,8.175898,0.300152,16.350946
21001,17.500000,2.893573,0.281030,18.584439
21003,12.000000,1.155194,0.321939,17.635641
21005,14.900000,2.056215,0.242686,15.761373
21007,16.000000,3.358817,0.313322,20.929941
21009,11.600000,4.058765,0.355397,17.697392
21011,12.400000,1.380925,0.250343,16.797222
21013,22.600000,2.423877,0.259701,19.214122
21015,10.700000,3.423475,0.212874,13.535767
21017,10.700000,5.766944,0.401308,18.901110
21019,15.300000,2.800593,0.328112,19.519475
21021,14.600000,7.724252,0.292359,19.126246
21023,9.800000,0.643282,0.315572,16.628232
21025,19.900000,0.581487,0.180732,17.232438
21027,12.700000,2.050226,0.515009,19.329998
21029,17.200000,1.179242,0.383624,15.606459
21031,13.200000,0.540244,0.414970,18.791106
21033,14.900000,5.465985,0.314589,20.857255
21035,9.600000,4.027086,0.314297,16.900473
21037,9.500000,2.848033,0.202894,15.618559
21039,10.600000,1.404318,0.649759,21.442046
21041,12.800000,1.695073,0.437739,15.227717
21043,15.200000,0.618427,0.255518,18.756481
21045,14.200000,0.855992,0.453172,20.122105
21047,10.600000,21.411729,0.740885,12.265770
21049,10.700000,4.709095,0.240007,17.876355
21051,12.500000,3.790102,0.228799,15.244964
21053,14.500000,0.499706,0.284147,19.498334
21055,8.200000,0.975883,0.415031,20.773976
21057,16.100000,2.913350,0.165190,21.865145
21059,12.300000,4.898916,0.168144,16.940972
21061,16.700000,1.890174,0.415512,20.743034
21063,18.200000,3.609483,0.319659,19.752264
21065,17.400000,0.443724,0.302860,19.030849
21067,9.900000,14.764655,0.284144,13.346717
21069,12.800000,1.385809,0.145510,17.897727
21071,16.800000,1.054540,0.172967,18.379132
21073,12.600000,10.400472,0.377841,18.002558
21075,12.900000,23.839869,0.473856,20.212418
21077,13.800000,1.426630,0.271739,13.960598
21079,17.100000,1.981777,0.296128,18.160592
21081,13.600000,0.887704,0.262728,13.741491
21083,12.000000,4.075890,0.509151,18.492912
21085,14.700000,1.170168,0.262148,17.769082
21087,12.100000,2.009232,0.425378,20.635352
21089,18.000000,0.774073,0.351594,20.948168
21091,16.000000,1.427266,0.353962,16.967344
21093,13.200000,12.103556,0.464859,13.952119
21095,18.000000,2.018251,0.253701,18.724677
21097,10.000000,1.911812,0.298221,17.563106
21099,7.500000,4.538242,0.248598,16.566169
21101,16.600000,8.069575,0.331206,17.573644
21103,10.400000,2.849870,0.360114,17.571092
21105,13.300000,9.454874,0.271432,25.537209
21107,14.800000,6.649951,0.295110,18.447679
21109,17.500000,0.312454,0.230620,17.237018
21111,12.100000,21.770707,0.198568,16.158372
21113,12.200000,4.272997,0.304154,14.998145
21115,17.900000,0.442241,0.196551,18.390959
21117,11.100000,4.719634,0.242094,14.440744
21119,16.800000,0.932170,0.165278,18.471506
21121,12.500000,1.213902,0.274725,17.269359
21123,10.200000,2.970574,0.356469,17.641714
21125,15.800000,0.710412,0.365920,16.352668
21127,19.800000,0.385332,0.173399,17.333505
21129,11.600000,2.147021,0.554529,17.574293
21131,15.800000,0.364784,0.187321,17.923691
21133,19.400000,0.593634,0.191790,19.530572
21135,13.500000,0.377159,0.286641,18.624123
21137,17.100000,2.203376,0.223178,18.223503
21139,9.400000,0.541008,0.497728,21.705259
21141,8.700000,6.272926,0.485383,18.614991
21143,11.700000,5.106755,0.399551,25.970783
21145,11.500000,10.755058,0.382579,19.802283
21147,14.300000,5.353860,0.746783,16.044347
21149,18.500000,0.832252,0.356680,19.455253
21151,10.300000,4.405205,0.343192,13.789408
21153,16.100000,0.234590,0.339751,17.173597
21155,12.900000,6.776953,0.216450,16.419295
21157,10.700000,0.461672,0.259690,21.830015
21159,15.500000,6.526539,0.415084,16.612205
21161,12.300000,5.959184,0.373178,18.349854
21163,13.600000,3.670555,0.658193,14.020547
21165,22.900000,2.852271,0.248024,20.973492
21167,14.600000,3.435290,0.321484,18.779278
21169,12.300000,1.595214,0.289133,18.683948
21171,19.400000,2.108602,0.158612,18.809479
21173,13.500000,2.616743,0.280112,15.852923
21175,10.900000,4.690895,0.284751,16.747846
21177,12.000000,4.770261,0.217716,19.123286
21179,11.500000,5.007524,0.224641,15.648514
21181,15.700000,0.837287,0.181412,16.536422
21183,12.600000,1.021298,0.319675,17.797982
21185,8.700000,4.215436,0.430269,13.204453
21187,18.200000,1.029412,0.376838,18.501838
21189,11.400000,0.559034,0.313059,19.610912
21191,7.500000,0.867231,0.330374,16.085071
21193,16.000000,1.663345,0.233788,16.974552
21195,17.900000,0.760248,0.133557,18.769905
21197,17.600000,0.988587,0.393827,15.873654
21199,13.700000,1.084753,0.366742,18.770407
21201,24.700000,0.655738,0.468384,21.545667
21203,13.100000,0.423881,0.394030,18.155224
21205,12.700000,1.602734,0.223732,14.030021
21207,12.200000,0.785590,0.510634,20.184053
21209,8.200000,5.304207,0.356945,12.041548
21211,11.900000,6.838699,0.579166,15.425203
21213,12.900000,9.374494,0.361595,16.493065
21215,19.100000,1.697350,0.319251,13.977865
21217,10.800000,5.076520,0.227015,18.000705
21219,11.500000,7.749167,0.251807,16.099423
21221,13.300000,6.972615,0.355118,22.256368
21223,14.800000,0.540223,0.763359,17.486788
21225,13.900000,13.209238,0.289555,16.580489
21227,8.200000,9.513652,0.319966,12.871770
21229,15.800000,5.461768,0.215161,18.007282
21231,12.900000,1.646473,0.381083,21.037717
21233,12.500000,3.813592,0.381359,17.412859
21235,11.500000,0.816732,0.314552,15.945588
21237,12.400000,0.334402,0.404069,19.339557
21239,9.000000,4.782723,0.263822,18.799231
22000,12.800000,32.255603,0.783266,15.417090
22001,11.400000,17.925712,0.384306,15.261296
22003,19.200000,22.315954,2.319859,15.012693
22005,13.200000,23.235370,0.466023,11.818211
22007,16.300000,29.381166,0.757848,18.026906
22009,13.100000,29.556127,1.183827,16.929465
22011,14.000000,12.015140,1.234800,15.759805
22013,23.900000,41.471295,0.443342,20.927262
22015,11.700000,22.460982,0.632150,14.341314
22017,13.000000,49.395279,0.502630,17.127308
22019,11.300000,25.372208,0.582930,14.798239
22021,15.200000,15.813253,0.401606,17.761044
22023,19.400000,3.989667,0.789323,16.489667
22025,12.900000,30.505828,0.489176,17.475021
22027,20.600000,51.605620,0.539388,19.104365
22029,16.500000,39.551400,0.444513,17.264459
22031,17.200000,35.741362,1.111678,17.852457
22033,11.600000,46.532080,0.270322,14.180100
22035,13.500000,68.011937,0.341054,14.764815
22037,17.000000,42.486402,0.497280,17.720798
22039,20.100000,27.351015,0.442544,15.330562
22041,14.700000,31.514189,0.307601,17.885493
22043,20.500000,15.225514,1.169825,15.212170
22045,13.300000,32.112601,0.618824,14.981463
22047,15.200000,48.259528,0.293390,15.833868
22049,13.400000,28.424098,0.364734,19.909445
22051,14.200000,26.818738,0.637252,17.124716
22053,11.500000,16.420746,0.766259,16.335254
22055,10.000000,26.368512,0.377293,13.208146
22057,13.400000,13.372063,3.016868,15.459410
22059,18.000000,11.972917,1.327345,16.920292
22061,10.100000,40.295788,0.485211,13.551996
22063,10.400000,6.546677,0.475041,13.199395
22065,19.200000,62.440642,0.340471,14.389392
22067,13.800000,47.739980,0.228364,18.753445
22069,15.700000,40.981401,1.091596,16.593807
22071,10.600000,59.115973,0.338102,14.772152
22073,14.100000,37.315423,0.307493,14.790095
22075,16.500000,20.721914,1.819735,13.425886
22077,11.200000,35.328168,0.291705,20.583409
22079,14.500000,31.742774,0.899190,16.371532
22081,15.600000,39.365342,0.625221,19.098738
22083,18.800000,35.370444,0.351624,17.551506
22085,11.400000,16.665280,9.175266,20.722370
22087,13.400000,22.912609,0.841164,11.429550
22089,10.900000,25.989523,0.433064,13.566822
22091,11.400000,51.939193,0.526213,19.937634
22093,8.700000,48.842516,0.251937,17.160241
22095,10.000000,57.041960,0.481660,14.227492
22097,14.000000,41.280025,0.416848,16.103620
22099,15.100000,29.749538,0.703083,15.025829
22101,15.500000,31.365773,2.286334,16.558846
22103,11.200000,12.252868,0.554413,16.928376
22105,10.400000,30.064211,0.416365,14.374668
22107,19.400000,53.899597,0.201703,24.406096
22109,11.400000,18.955873,6.061916,14.397276
22111,16.300000,24.849978,0.546350,20.555307
22113,9.800000,14.156778,0.431222,15.229818
22115,13.000000,13.827262,1.616865,12.196070
22117,23.000000,30.110343,0.457258,17.936113
22119,14.400000,34.009485,0.556730,19.758750
22121,9.100000,39.376395,0.238393,13.648920
22123,24.800000,15.616463,0.855946,19.031142
22125,8.400000,44.275550,0.174644,15.025873
22127,22.100000,30.614122,0.870242,18.579312
23000,10.200000,1.547216,0.721531,20.621501
23001,12.200000,4.184660,0.430910,17.729548
23003,13.200000,1.035598,1.932619,24.133153
23005,8.600000,3.022922,0.358022,18.449909
