Delta,Feature,Mu_star,Morris_sensitivity
0.001,AGE019,0.006709520056236415,0.0006437815620719931
0.001,VaccinationFull,0.003170382762956932,0.0006002740803857725
0.002,AGE019,0.006508033409733867,0.0006244488248665218
0.002,VaccinationFull,0.0023622305283027734,0.0004472601146473643
0.003,AGE019,0.005975616710979187,0.0005733631956226073
0.003,VaccinationFull,0.0021522667258549307,0.0004075059783641073
0.004,AGE019,0.005164760891103246,0.0004955612035338149
0.004,VaccinationFull,0.00186980012381725,0.00035402430360893637
0.005,AGE019,0.004664576351726768,0.0004475682649353609
0.005,VaccinationFull,0.00165754680275068,0.00031383667434198016
0.006,AGE019,0.004147871227375519,0.00039799016854435884
0.006,VaccinationFull,0.0015047923909129535,0.00028491445234338474
0.007,AGE019,0.0037527834775406732,0.00036008131565885766
0.007,VaccinationFull,0.0013916915241371183,0.0002635001551209958
0.008,AGE019,0.003456650943228861,0.0003316672616100297
0.008,VaccinationFull,0.0013303196219623542,0.0002518801190263249
0.009,AGE019,0.0031724905126461933,0.0003044019364681037
0.009,VaccinationFull,0.001245754717877842,0.00023586876524742117
