Delta,Feature,Mu_star,Morris_sensitivity
0.001,AGE3039,0.003175571589379991,0.0003895591373320158
0.001,VaccinationFull,0.003925121364286496,0.0007431748131106126
0.002,AGE3039,0.0032930474518300793,0.00040397033681069806
0.002,VaccinationFull,0.0029447153343890586,0.0005575466502030965
0.003,AGE3039,0.0034922650192701367,0.0004284090942214493
0.003,VaccinationFull,0.0026874617392802394,0.0005088387569372832
0.004,AGE3039,0.0033001193201002165,0.00040483786910373577
0.004,VaccinationFull,0.0024053530048065027,0.0004554248401277321
0.005,AGE3039,0.003202791280717435,0.0003928982777599376
0.005,VaccinationFull,0.002183071030667061,0.0004133384052745345
0.006,AGE3039,0.0029277713864366284,0.0003591605679493737
0.006,VaccinationFull,0.002014153768947119,0.00038135594084628006
0.007,AGE3039,0.0027455639135876187,0.00033680850189112894
0.007,VaccinationFull,0.0018943871867301532,0.00035867957008081967
0.008,AGE3039,0.002673009811947281,0.00032790802131640894
0.008,VaccinationFull,0.001829199006449667,0.00034633696734303715
0.009,AGE3039,0.0025088109265872785,0.00030776513543544226
0.009,VaccinationFull,0.0017464708052005052,0.0003306733712917851
