15005,86,Hawaii,Kalawao County,,,,,30069,487,Montana,Petroleum County,
48269,272,Texas,King County,,,,,31005,463,Nebraska,Arthur County,
,,,,,,,,31007,745,Nebraska,Banner County,
,,,,,,,,32009,873,Nevada,Esmeralda County,
,,,,,,,,48033,654,Texas,Borden County,
