Delta,Feature,Mu_star,Morris_sensitivity
0.001,AGE6579,0.0054136814903088595,0.00043368746226739074
0.001,VaccinationFull,0.003686828087535031,0.000698056829491913
0.002,AGE6579,0.005523325722104825,0.00044247100978952927
0.002,VaccinationFull,0.002626441287042835,0.0004972852636873486
0.003,AGE6579,0.0052858827558286475,0.00042344956612648847
0.003,VaccinationFull,0.0023687391593922493,0.0004484924461460889
0.004,AGE6579,0.005142420136645412,0.00041195684359466087
0.004,VaccinationFull,0.0020489166773452893,0.00038793788202829186
0.005,AGE6579,0.0047613628792368525,0.0003814305270317222
0.005,VaccinationFull,0.0018170677285120937,0.0003440400548714688
0.006,AGE6579,0.004495889465546519,0.0003601635774912066
0.006,VaccinationFull,0.0016409439920048764,0.0003106931305816801
0.007,AGE6579,0.004208824720334685,0.00033716695660018835
0.007,VaccinationFull,0.0015142656760510137,0.00028670810564951663
0.008,AGE6579,0.0038041522312813633,0.0003047488350056446
0.008,VaccinationFull,0.0014230133211985616,0.00026943056300321374
0.009,AGE6579,0.003490880667269559,0.0002796527982624366
0.009,VaccinationFull,0.0013392178031548987,0.0002535648832746262
