FIPS,County,State,Total Population,Population 0-4,Population 5-17,Population 18-24,Population 25-44,Population 45-64,Population 65+,Population Under 18,Population 18-54,Population 55+,Male Population,Female Population,Population Density
17121,Marion County,Illinois,37205.0,2370.0,6259.0,2663.0,8720.0,9827.0,7366.0,8629.0,15824.0,12752.0,18271.0,19038.0,25.09373178234192
17123,Marshall County,Illinois,11438.0,614.0,1705.0,779.0,2493.0,3147.0,2700.0,2319.0,4660.0,4459.0,5686.0,5777.0,11.416686974838075
17125,Mason County,Illinois,13359.0,688.0,2101.0,928.0,2945.0,3703.0,2994.0,2789.0,5564.0,5006.0,6601.0,6786.0,9.564033680080732
17127,Massac County,Illinois,13772.0,754.0,2222.0,947.0,2996.0,3905.0,2948.0,2976.0,5743.0,5053.0,6619.0,7153.0,22.41568549539326
17129,Menard County,Illinois,12196.0,649.0,1982.0,849.0,2870.0,3404.0,2442.0,2631.0,5215.0,4350.0,5953.0,6245.0,14.975547611270674
17131,Mercer County,Illinois,15437.0,769.0,2495.0,1078.0,3431.0,4299.0,3365.0,3264.0,6465.0,5708.0,7715.0,7775.0,10.620588060523
17133,Monroe County,Illinois,34637.0,1962.0,5668.0,2442.0,8192.0,10013.0,6360.0,7630.0,15164.0,11843.0,17298.0,17440.0,34.70959470080159
17135,Montgomery County,Illinois,28414.0,1485.0,4228.0,2100.0,7021.0,7727.0,5853.0,5713.0,12673.0,10028.0,14911.0,13490.0,15.591099773230873
17137,Morgan County,Illinois,33658.0,1731.0,4655.0,3387.0,8295.0,8787.0,6803.0,6386.0,15635.0,11637.0,17024.0,16655.0,22.847170573284167
17139,Moultrie County,Illinois,14501.0,929.0,2735.0,1055.0,3385.0,3584.0,2813.0,3664.0,6098.0,4739.0,7075.0,7389.0,16.665444656646432
17141,Ogle County,Illinois,50643.0,2739.0,8546.0,3891.0,11734.0,14022.0,9711.0,11285.0,22089.0,17269.0,25091.0,25569.0,25.77590183986889
17143,Peoria County,Illinois,179179.0,12288.0,30121.0,15775.0,46043.0,43463.0,31489.0,42409.0,82660.0,54110.0,86976.0,92383.0,111.82245015107335
17145,Perry County,Illinois,20916.0,1016.0,3034.0,1883.0,5586.0,5390.0,4007.0,4050.0,10075.0,6791.0,11554.0,9381.0,18.280693488228458
17147,Piatt County,Illinois,16344.0,922.0,2684.0,1161.0,3814.0,4523.0,3240.0,3606.0,6942.0,5796.0,8158.0,8233.0,14.369621013299586
17149,Pike County,Illinois,15561.0,984.0,2522.0,1155.0,3514.0,4074.0,3312.0,3506.0,6557.0,5498.0,7760.0,7814.0,7.226497259155983
17151,Pope County,Illinois,4177.0,111.0,389.0,377.0,767.0,1350.0,1183.0,500.0,1675.0,2002.0,2161.0,2015.0,4.373319790455685
17153,Pulaski County,Illinois,5335.0,315.0,821.0,363.0,1151.0,1450.0,1235.0,1136.0,2115.0,2084.0,2577.0,2732.0,10.341402694641564
17155,Putnam County,Illinois,5739.0,289.0,854.0,407.0,1229.0,1631.0,1329.0,1143.0,2310.0,2286.0,2938.0,2807.0,13.84028303728496
17157,Randolph County,Illinois,31782.0,1655.0,4408.0,2428.0,8535.0,8599.0,6157.0,6063.0,15007.0,10712.0,17495.0,14230.0,21.329336473475358
17159,Richland County,Illinois,15513.0,955.0,2547.0,1026.0,3624.0,4091.0,3270.0,3502.0,6457.0,5554.0,7634.0,7885.0,16.63525511643554
17161,Rock Island County,Illinois,141879.0,8606.0,22952.0,12167.0,34596.0,35512.0,28046.0,31558.0,62990.0,47331.0,69862.0,71913.0,128.16992820193965
17163,St. Clair County,Illinois,259686.0,16233.0,44316.0,20900.0,67166.0,68474.0,42597.0,60549.0,120179.0,78958.0,125188.0,134701.0,152.44180129805562
17165,Saline County,Illinois,23491.0,1457.0,3567.0,1670.0,5557.0,6427.0,4813.0,5024.0,10259.0,8208.0,11560.0,11980.0,23.875267245381423
17167,Sangamon County,Illinois,194672.0,11215.0,31751.0,15615.0,48397.0,51861.0,35833.0,42966.0,88262.0,63444.0,93511.0,101371.0,86.56408005586923
17169,Schuyler County,Illinois,6768.0,285.0,948.0,442.0,1524.0,1983.0,1586.0,1233.0,2952.0,2583.0,3575.0,3254.0,5.976096788990746
17171,Scott County,Illinois,4951.0,246.0,797.0,376.0,1122.0,1438.0,972.0,1043.0,2120.0,1788.0,2455.0,2519.0,7.618549637270634
17173,Shelby County,Illinois,21634.0,1183.0,3378.0,1505.0,4715.0,5839.0,5014.0,4561.0,8824.0,8249.0,10732.0,10893.0,11.012229876883127
17175,Stark County,Illinois,5342.0,288.0,858.0,394.0,1119.0,1467.0,1216.0,1146.0,2159.0,2037.0,2632.0,2680.0,7.161006494932352
17177,Stephenson County,Illinois,44498.0,2488.0,6976.0,3249.0,9209.0,12150.0,10426.0,9464.0,17810.0,17224.0,21587.0,22784.0,30.431816492729826
17179,Tazewell County,Illinois,131803.0,7374.0,22331.0,9399.0,32823.0,34419.0,25457.0,29705.0,58568.0,43530.0,64864.0,66984.0,78.72492125838443
17181,Union County,Illinois,16653.0,901.0,2610.0,1089.0,3863.0,4547.0,3643.0,3511.0,7029.0,6113.0,8364.0,8329.0,15.551108669148045
17183,Vermilion County,Illinois,75758.0,4745.0,12935.0,5936.0,17687.0,19427.0,15028.0,17680.0,32490.0,25588.0,37748.0,37988.0,32.56223345761356
17185,Wabash County,Illinois,11520.0,702.0,1848.0,818.0,2687.0,3002.0,2463.0,2550.0,4763.0,4207.0,5695.0,5675.0,19.92169029109074
17187,Warren County,Illinois,16844.0,1028.0,2596.0,2072.0,3612.0,4138.0,3398.0,3624.0,7555.0,5665.0,8302.0,8514.0,11.990763234033963
17189,Washington County,Illinois,13887.0,783.0,2154.0,933.0,3253.0,3885.0,2879.0,2937.0,5905.0,5045.0,6956.0,6970.0,9.530838107985595
17191,Wayne County,Illinois,16215.0,996.0,2655.0,1088.0,3630.0,4242.0,3604.0,3651.0,6641.0,5923.0,7987.0,8209.0,8.769850387336735
17193,White County,Illinois,13537.0,780.0,2223.0,877.0,3094.0,3670.0,2893.0,3003.0,5572.0,4962.0,6675.0,6899.0,10.563469757074031
17195,Whiteside County,Illinois,55175.0,3180.0,8905.0,4196.0,12224.0,14938.0,11732.0,12085.0,23244.0,19846.0,27353.0,27862.0,31.134343865411022
17197,Will County,Illinois,690743.0,39827.0,129000.0,63222.0,175186.0,189917.0,93591.0,168827.0,339694.0,182222.0,342361.0,347815.0,319.06054778059826
17199,Williamson County,Illinois,66597.0,3902.0,10552.0,4501.0,17303.0,17377.0,12962.0,14454.0,30108.0,22035.0,33199.0,33434.0,61.19567961093232
17201,Winnebago County,Illinois,282572.0,17884.0,48070.0,23393.0,68757.0,73651.0,50817.0,65954.0,127376.0,89242.0,137858.0,144607.0,212.5825419773446
17203,Woodford County,Illinois,38459.0,2215.0,6989.0,3225.0,8807.0,10051.0,7172.0,9204.0,16708.0,12547.0,19157.0,19196.0,28.134978968753902
18001,Adams County,Indiana,35777.0,3327.0,7909.0,3021.0,7935.0,7904.0,5681.0,11236.0,14749.0,9792.0,17811.0,17877.0,40.74460367465373
18003,Allen County,Indiana,379299.0,26585.0,70369.0,34289.0,100491.0,90981.0,56584.0,96954.0,179560.0,102785.0,185361.0,193645.0,222.79576020864832
18005,Bartholomew County,Indiana,83779.0,5443.0,14436.0,6799.0,22677.0,20573.0,13851.0,19879.0,39861.0,24039.0,42219.0,41844.0,79.49418119796384
18007,Benton County,Indiana,8748.0,541.0,1650.0,648.0,2019.0,2319.0,1571.0,2191.0,3762.0,2795.0,4380.0,4383.0,8.31071943002464
18009,Blackford County,Indiana,11758.0,640.0,1887.0,859.0,2547.0,3251.0,2574.0,2527.0,4952.0,4279.0,5762.0,6025.0,27.50026926080104
18011,Boone County,Indiana,67843.0,4347.0,13275.0,5231.0,17573.0,18075.0,9342.0,17622.0,32083.0,18138.0,33790.0,34125.0,61.93802017351162
18013,Brown County,Indiana,15092.0,605.0,2001.0,941.0,2959.0,4753.0,3833.0,2606.0,5971.0,6515.0,7453.0,7613.0,18.677204028695186
18015,Carroll County,Indiana,20257.0,1152.0,3315.0,1487.0,4626.0,5617.0,4060.0,4467.0,8730.0,7060.0,10185.0,10026.0,21.01229466423019
18017,Cass County,Indiana,37689.0,2298.0,6324.0,3017.0,9003.0,10158.0,6889.0,8622.0,16869.0,12198.0,18772.0,18838.0,35.306621922050454
18019,Clark County,Indiana,118302.0,7403.0,19025.0,9132.0,32194.0,31431.0,19117.0,26428.0,56820.0,35054.0,57632.0,60559.0,122.5082003485203
18021,Clay County,Indiana,26225.0,1622.0,4371.0,1949.0,6406.0,7098.0,4779.0,5993.0,11674.0,8558.0,13031.0,13270.0,28.314566168956947
18023,Clinton County,Indiana,32399.0,2244.0,6207.0,2634.0,7746.0,8128.0,5440.0,8451.0,14292.0,9656.0,16033.0,16265.0,30.882095701583353
18025,Crawford County,Indiana,10577.0,597.0,1702.0,720.0,2342.0,3092.0,2124.0,2299.0,4444.0,3834.0,5383.0,5210.0,13.362646999555576
18027,Daviess County,Indiana,33351.0,2748.0,7099.0,2775.0,7994.0,7588.0,5147.0,9847.0,14297.0,9207.0,16853.0,16586.0,29.981811717447947
18029,Dearborn County,Indiana,49458.0,2572.0,8267.0,3826.0,11407.0,14322.0,9064.0,10839.0,22058.0,16561.0,24677.0,24896.0,62.593358570782804
18031,Decatur County,Indiana,26559.0,1688.0,4636.0,2156.0,6401.0,7049.0,4629.0,6324.0,11872.0,8363.0,13200.0,13272.0,27.52381741864978
18033,DeKalb County,Indiana,43475.0,2792.0,7660.0,3549.0,10716.0,11558.0,7200.0,10452.0,19818.0,13205.0,21612.0,21949.0,46.26319194918431
18035,Delaware County,Indiana,114135.0,5531.0,15223.0,22046.0,24771.0,26637.0,19927.0,20754.0,59613.0,33768.0,54803.0,58966.0,112.38824747209306
18037,Dubois County,Indiana,42736.0,2863.0,7550.0,3421.0,9692.0,11576.0,7634.0,10413.0,18369.0,13954.0,21326.0,21252.0,38.61847784877374
18039,Elkhart County,Indiana,206341.0,15415.0,41027.0,18512.0,51345.0,48832.0,31210.0,56442.0,94467.0,55432.0,101987.0,104281.0,172.00760559027577
18041,Fayette County,Indiana,23102.0,1291.0,3704.0,1793.0,5335.0,6239.0,4740.0,4995.0,10140.0,7967.0,11375.0,11663.0,41.4830947994031
18043,Floyd County,Indiana,78522.0,4656.0,13071.0,6384.0,20159.0,21325.0,12927.0,17727.0,36750.0,24045.0,38183.0,40418.0,204.89671737125002
18045,Fountain County,Indiana,16346.0,926.0,2622.0,1267.0,3673.0,4540.0,3318.0,3548.0,7075.0,5723.0,8181.0,8244.0,15.950908003828
18047,Franklin County,Indiana,22758.0,1401.0,3843.0,1737.0,5027.0,6432.0,4318.0,5244.0,9810.0,7704.0,11333.0,11430.0,22.85695162928495
18049,Fulton County,Indiana,19974.0,1210.0,3465.0,1524.0,4562.0,5237.0,3976.0,4675.0,8467.0,6832.0,9982.0,10060.0,20.93389547434962
18051,Gibson County,Indiana,33659.0,2075.0,5919.0,2622.0,8044.0,9018.0,5981.0,7994.0,14930.0,10735.0,16872.0,16837.0,26.66228359288079
18053,Grant County,Indiana,65769.0,3740.0,9880.0,8439.0,14053.0,16874.0,12783.0,13620.0,30176.0,21973.0,31467.0,34369.0,61.32517758916016
18055,Greene County,Indiana,31922.0,1719.0,5169.0,2334.0,7200.0,9168.0,6332.0,6888.0,13873.0,11161.0,16087.0,16030.0,22.7205447628476
18057,Hamilton County,Indiana,338011.0,21699.0,68296.0,26081.0,90554.0,88070.0,43311.0,89995.0,164887.0,83129.0,165201.0,172754.0,330.9591773495213
18059,Hancock County,Indiana,78168.0,4628.0,13602.0,5989.0,19690.0,21384.0,12875.0,18230.0,36343.0,23595.0,38465.0,39694.0,98.64464406899778
18061,Harrison County,Indiana,40515.0,2346.0,6674.0,2845.0,9853.0,11461.0,7336.0,9020.0,17986.0,13509.0,20252.0,20300.0,32.28571293579456
18063,Hendricks County,Indiana,170311.0,9759.0,32273.0,13726.0,46220.0,44136.0,24197.0,42032.0,82873.0,45406.0,84894.0,85030.0,161.608486588262
18065,Henry County,Indiana,47972.0,2321.0,7417.0,3850.0,11773.0,13347.0,9264.0,9738.0,22159.0,16075.0,25119.0,22906.0,47.26512025503003
18067,Howard County,Indiana,82544.0,4943.0,13779.0,6521.0,19368.0,21518.0,16415.0,18722.0,35975.0,27847.0,40074.0,42586.0,108.77268950745382
18069,Huntington County,Indiana,36520.0,2063.0,5824.0,3491.0,8758.0,9990.0,6394.0,7887.0,16799.0,11834.0,18046.0,18498.0,36.84954373771785
18071,Jackson County,Indiana,44231.0,2989.0,7816.0,3419.0,11133.0,11510.0,7364.0,10805.0,20207.0,13219.0,22077.0,22102.0,33.48734853711096
18073,Jasper County,Indiana,33562.0,1906.0,5834.0,3144.0,7827.0,8768.0,6083.0,7740.0,15066.0,10756.0,16691.0,16825.0,23.155450536436593
18075,Jay County,Indiana,20436.0,1428.0,3728.0,1603.0,4505.0,5397.0,3775.0,5156.0,8739.0,6541.0,10179.0,10267.0,20.552944238528692
18077,Jefferson County,Indiana,32308.0,1875.0,4721.0,3260.0,7699.0,8823.0,5930.0,6596.0,15071.0,10641.0,15482.0,16783.0,34.58974904586766
18079,Jennings County,Indiana,27735.0,1697.0,4748.0,2215.0,6542.0,7858.0,4675.0,6445.0,12715.0,8575.0,13868.0,13794.0,28.435526600341696
18081,Johnson County,Indiana,158167.0,9863.0,28989.0,13248.0,42776.0,39811.0,23480.0,38852.0,76259.0,43056.0,78166.0,80166.0,190.57507494925372
18083,Knox County,Indiana,36594.0,2066.0,5752.0,4459.0,8393.0,9188.0,6736.0,7818.0,16940.0,11836.0,18491.0,18112.0,27.380242013326164
18085,Kosciusko County,Indiana,79456.0,5205.0,13603.0,7152.0,19516.0,20259.0,13721.0,18808.0,36083.0,24565.0,39693.0,39745.0,57.726897176428785
18087,LaGrange County,Indiana,39614.0,3533.0,9277.0,3680.0,9082.0,8553.0,5489.0,12810.0,16991.0,9813.0,20215.0,19556.0,40.2893997326128
18089,Lake County,Indiana,485493.0,28522.0,84106.0,42127.0,121711.0,126832.0,82195.0,112628.0,224041.0,148824.0,235337.0,250907.0,375.7855656054518
18091,LaPorte County,Indiana,109888.0,6459.0,16850.0,8971.0,28014.0,29291.0,20303.0,23309.0,50964.0,35615.0,56708.0,53336.0,70.91816221814283
18093,Lawrence County,Indiana,45370.0,2474.0,7204.0,3391.0,10396.0,12563.0,9342.0,9678.0,19799.0,15893.0,22529.0,22890.0,38.99886621691573
18095,Madison County,Indiana,129569.0,7108.0,20589.0,10983.0,32410.0,34282.0,24197.0,27697.0,60265.0,41607.0,64807.0,64609.0,110.69830471700693
18097,Marion County,Indiana,964582.0,69646.0,167271.0,90376.0,288725.0,224344.0,124220.0,236917.0,488653.0,239012.0,464256.0,499573.0,939.4199421607067
18099,Marshall County,Indiana,46258.0,3024.0,8529.0,3839.0,10419.0,11992.0,8455.0,11553.0,19913.0,14792.0,23050.0,23147.0,40.26040777799885
18101,Martin County,Indiana,10255.0,593.0,1680.0,757.0,2285.0,2826.0,2114.0,2273.0,4344.0,3638.0,5151.0,5028.0,11.792565247010085
18103,Miami County,Indiana,35516.0,1912.0,5603.0,2953.0,9277.0,9372.0,6399.0,7515.0,16886.0,11115.0,19118.0,16370.0,36.68072492940021
18105,Monroe County,Indiana,148431.0,6430.0,16768.0,38603.0,37461.0,29055.0,20114.0,23198.0,90029.0,35204.0,73564.0,74614.0,145.26325139473434
18107,Montgomery County,Indiana,38338.0,2238.0,6457.0,3489.0,8885.0,10249.0,7020.0,8695.0,17118.0,12525.0,19426.0,18849.0,29.332144625308857
18109,Morgan County,Indiana,70489.0,4021.0,11787.0,5475.0,16389.0,20616.0,12201.0,15808.0,31723.0,22958.0,34985.0,35418.0,67.39344145028966
18111,Newton County,Indiana,13984.0,757.0,2162.0,1041.0,3235.0,3971.0,2818.0,2919.0,6043.0,5022.0,7075.0,6897.0,13.439178046954275
18113,Noble County,Indiana,47744.0,3157.0,8449.0,4016.0,11586.0,12651.0,7885.0,11606.0,21607.0,14531.0,24052.0,23855.0,44.86917063222224
18115,Ohio County,Indiana,5875.0,311.0,844.0,367.0,1253.0,1783.0,1317.0,1155.0,2383.0,2337.0,2929.0,2979.0,26.33031708608158
18117,Orange County,Indiana,19646.0,1210.0,3258.0,1562.0,4383.0,5343.0,3890.0,4468.0,8331.0,6847.0,9824.0,9833.0,19.040613388969916
18119,Owen County,Indiana,20799.0,1055.0,3257.0,1523.0,4581.0,6238.0,4145.0,4312.0,8907.0,7580.0,10522.0,10359.0,20.84252747184462
18121,Parke County,Indiana,16937.0,1021.0,2639.0,1258.0,4064.0,4575.0,3380.0,3660.0,7411.0,5866.0,7960.0,8933.0,14.704797670531537
18123,Perry County,Indiana,19169.0,1094.0,2939.0,1511.0,4895.0,5092.0,3638.0,4033.0,8749.0,6387.0,10352.0,8832.0,19.38809644409274
18125,Pike County,Indiana,12389.0,711.0,1986.0,836.0,2817.0,3498.0,2541.0,2697.0,5230.0,4462.0,6177.0,6206.0,14.308880951853325
18127,Porter County,Indiana,170389.0,9016.0,28054.0,15482.0,43300.0,45785.0,28752.0,37070.0,80690.0,52629.0,84213.0,86386.0,157.36058206974556
18129,Posey County,Indiana,25427.0,1340.0,4187.0,1832.0,5904.0,7161.0,5003.0,5527.0,10878.0,9022.0,12697.0,12711.0,23.981687192437775
18131,Pulaski County,Indiana,12353.0,650.0,2087.0,920.0,2799.0,3416.0,2481.0,2737.0,5294.0,4322.0,6328.0,6051.0,10.998155766954024
18133,Putnam County,Indiana,37576.0,1829.0,5435.0,5046.0,9106.0,9749.0,6411.0,7264.0,18824.0,11488.0,19697.0,17869.0,30.191568329299365
18135,Randolph County,Indiana,24665.0,1463.0,4097.0,1931.0,5404.0,6636.0,5134.0,5560.0,10487.0,8618.0,12132.0,12401.0,21.051388013688232
18137,Ripley County,Indiana,28324.0,1702.0,4917.0,2363.0,6499.0,7658.0,5185.0,6619.0,12581.0,9124.0,14144.0,14321.0,24.496712198127202
18139,Rush County,Indiana,16581.0,953.0,2792.0,1271.0,3784.0,4673.0,3108.0,3745.0,7267.0,5569.0,8160.0,8445.0,15.686324134349762
18141,St. Joseph County,Indiana,271826.0,17296.0,46322.0,29929.0,68998.0,65321.0,43960.0,63618.0,130182.0,78026.0,132447.0,139248.0,229.21135321222886
18143,Scott County,Indiana,23873.0,1388.0,3977.0,1829.0,5899.0,6706.0,4074.0,5365.0,11072.0,7436.0,11691.0,12164.0,48.411557738752165
18145,Shelby County,Indiana,44729.0,2625.0,7481.0,3429.0,10704.0,12661.0,7829.0,10106.0,20127.0,14496.0,22210.0,22561.0,42.00588369554533
18147,Spencer County,Indiana,20277.0,1076.0,3311.0,1527.0,4497.0,5814.0,4052.0,4387.0,8667.0,7223.0,10232.0,10041.0,19.731930652854206
18149,Starke County,Indiana,22995.0,1339.0,3845.0,1719.0,5325.0,6394.0,4373.0,5184.0,9978.0,7833.0,11470.0,11541.0,28.71934523379904
18151,Steuben County,Indiana,34594.0,1850.0,5121.0,3453.0,7237.0,9679.0,7254.0,6971.0,15134.0,12489.0,17612.0,17147.0,43.2571370255982
18153,Sullivan County,Indiana,20669.0,1052.0,2873.0,1720.0,5690.0,5514.0,3820.0,3925.0,10188.0,6556.0,11227.0,9374.0,17.84624417532618
18155,Switzerland County,Indiana,10751.0,641.0,2007.0,765.0,2466.0,3002.0,1870.0,2648.0,4647.0,3456.0,5559.0,5256.0,18.811577777753513
18157,Tippecanoe County,Indiana,195732.0,11364.0,28962.0,46422.0,48663.0,37041.0,23280.0,40326.0,113686.0,41720.0,99645.0,95236.0,151.4761938296657
18159,Tipton County,Indiana,15148.0,811.0,2273.0,1140.0,3310.0,4375.0,3239.0,3084.0,6523.0,5541.0,7542.0,7591.0,22.448212652872822
18161,Union County,Indiana,7054.0,390.0,1076.0,560.0,1599.0,2039.0,1390.0,1466.0,3136.0,2452.0,3514.0,3621.0,16.896591778028856
18163,Vanderburgh County,Indiana,181451.0,10819.0,28247.0,17528.0,47595.0,45772.0,31490.0,39066.0,85797.0,56588.0,87990.0,93571.0,299.8169515652804
18165,Vermillion County,Indiana,15498.0,852.0,2558.0,1222.0,3558.0,4160.0,3148.0,3410.0,6772.0,5316.0,7695.0,7798.0,23.295617616178507
18167,Vigo County,Indiana,107038.0,6045.0,15760.0,15818.0,26409.0,25130.0,17876.0,21805.0,54408.0,30825.0,54023.0,52935.0,102.4100151212112
18169,Wabash County,Indiana,30996.0,1630.0,4763.0,3111.0,6737.0,8168.0,6587.0,6393.0,13562.0,11041.0,15058.0,15970.0,29.010007548498304
18171,Warren County,Indiana,8265.0,478.0,1358.0,556.0,1836.0,2336.0,1701.0,1836.0,3493.0,2936.0,4109.0,4153.0,8.750254600382833
18173,Warrick County,Indiana,62998.0,3483.0,11287.0,4695.0,15268.0,16992.0,11273.0,14770.0,28194.0,20034.0,30904.0,31947.0,63.20881974440532
18175,Washington County,Indiana,28036.0,1646.0,4812.0,2130.0,6661.0,7926.0,4861.0,6458.0,12574.0,9004.0,13972.0,14091.0,21.07251950799993
18177,Wayne County,Indiana,65884.0,3836.0,10637.0,5989.0,15172.0,17376.0,12874.0,14473.0,29390.0,22021.0,31868.0,34075.0,63.31875828113041
18179,Wells County,Indiana,28296.0,1755.0,5204.0,2151.0,6600.0,7316.0,5270.0,6959.0,12046.0,9291.0,13869.0,14262.0,29.68087153360415
18181,White County,Indiana,24102.0,1478.0,4123.0,1873.0,5215.0,6513.0,4900.0,5601.0,10042.0,8459.0,12055.0,12142.0,18.42276048573908
18183,Whitley County,Indiana,33964.0,2038.0,5751.0,2461.0,8039.0,9377.0,6298.0,7789.0,14810.0,11365.0,16891.0,16977.0,39.077143349126175
19001,Adair County,Iowa,7152.0,404.0,1155.0,454.0,1601.0,1890.0,1648.0,1559.0,2828.0,2765.0,3551.0,3551.0,4.850772965754852
19003,Adams County,Iowa,3602.0,191.0,563.0,221.0,759.0,1016.0,852.0,754.0,1362.0,1486.0,1786.0,1816.0,3.2844397756241444
19005,Allamakee County,Iowa,13687.0,959.0,2252.0,908.0,2785.0,3571.0,3212.0,3211.0,5165.0,5311.0,6970.0,6701.0,8.269512792865903
19007,Appanoose County,Iowa,12426.0,702.0,2103.0,838.0,2605.0,3335.0,2843.0,2805.0,4887.0,4734.0,6235.0,6290.0,9.647673868150543
19009,Audubon County,Iowa,5496.0,334.0,828.0,355.0,1118.0,1503.0,1358.0,1162.0,2056.0,2278.0,2671.0,2820.0,4.79052540762928
19011,Benton County,Iowa,25645.0,1595.0,4352.0,1790.0,5759.0,7264.0,4885.0,5947.0,10872.0,8826.0,12769.0,12775.0,13.827061747367573
19013,Black Hawk County,Iowa,131228.0,8245.0,20266.0,18901.0,32290.0,29283.0,22243.0,28511.0,64728.0,37989.0,64458.0,66631.0,89.53897539595485
19015,Boone County,Iowa,26234.0,1385.0,4151.0,1910.0,6565.0,7236.0,4987.0,5536.0,11673.0,9025.0,13360.0,12978.0,17.721736145704632
19017,Bremer County,Iowa,25062.0,1461.0,4162.0,2937.0,5598.0,5927.0,4977.0,5623.0,11317.0,8122.0,12458.0,12712.0,22.220339111579932
19019,Buchanan County,Iowa,21175.0,1377.0,4114.0,1470.0,4977.0,5370.0,3867.0,5491.0,8846.0,6838.0,10531.0,10617.0,14.316273969773002
19021,Buena Vista County,Iowa,19620.0,1455.0,3595.0,2012.0,4752.0,4535.0,3271.0,5050.0,8761.0,5809.0,9981.0,9709.0,13.17678916486623
19023,Butler County,Iowa,14439.0,718.0,2492.0,1031.0,3134.0,3763.0,3301.0,3210.0,5848.0,5381.0,7170.0,7234.0,9.609638239142082
19025,Calhoun County,Iowa,9668.0,552.0,1510.0,712.0,2189.0,2433.0,2272.0,2062.0,3929.0,3677.0,4988.0,4628.0,6.55060321708756
19027,Carroll County,Iowa,20165.0,1284.0,3659.0,1456.0,4414.0,5181.0,4171.0,4943.0,8102.0,7120.0,9969.0,10149.0,13.672715022408559
19029,Cass County,Iowa,12836.0,685.0,2156.0,845.0,2762.0,3366.0,3022.0,2841.0,5019.0,4976.0,6307.0,6515.0,8.783223465661063
19031,Cedar County,Iowa,18627.0,982.0,3107.0,1289.0,4276.0,5185.0,3788.0,4089.0,7867.0,6671.0,9234.0,9307.0,12.411390835089188
19033,Cerro Gordo County,Iowa,42450.0,2313.0,6514.0,3281.0,9493.0,11365.0,9484.0,8827.0,17512.0,16111.0,20738.0,21739.0,28.840464027888448
19035,Cherokee County,Iowa,11235.0,621.0,1808.0,700.0,2391.0,2945.0,2770.0,2429.0,4256.0,4550.0,5599.0,5632.0,7.519168503830651
19037,Chickasaw County,Iowa,11933.0,730.0,2060.0,868.0,2503.0,3247.0,2525.0,2790.0,4746.0,4397.0,6035.0,5908.0,9.13551038096072
19039,Clarke County,Iowa,9395.0,613.0,1791.0,669.0,2129.0,2386.0,1807.0,2404.0,3892.0,3099.0,4776.0,4606.0,8.413059903710574
19041,Clay County,Iowa,16016.0,1011.0,2630.0,1126.0,3767.0,4096.0,3386.0,3641.0,6640.0,5735.0,7900.0,8194.0,10.901619910950034
19043,Clayton County,Iowa,17549.0,947.0,2760.0,1137.0,3512.0,4919.0,4274.0,3707.0,6635.0,7207.0,8866.0,8631.0,8.703583234269711
19045,Clinton County,Iowa,46429.0,2824.0,7715.0,3529.0,10546.0,12563.0,9252.0,10539.0,19601.0,16289.0,22833.0,23726.0,25.796488057037223
19047,Crawford County,Iowa,16820.0,1125.0,3095.0,1555.0,3864.0,4162.0,3019.0,4220.0,7322.0,5278.0,8595.0,8308.0,9.09315561442221
19049,Dallas County,Iowa,93453.0,6918.0,18695.0,6832.0,28710.0,20947.0,11351.0,25613.0,47152.0,20688.0,46175.0,47456.0,61.331282962340616
19051,Davis County,Iowa,9000.0,802.0,1849.0,704.0,1934.0,2114.0,1597.0,2651.0,3598.0,2751.0,4479.0,4527.0,6.919553747122837
19053,Decatur County,Iowa,7870.0,486.0,1270.0,1341.0,1462.0,1710.0,1601.0,1756.0,3533.0,2581.0,3978.0,3874.0,5.712969650994227
19055,Delaware County,Iowa,17011.0,1046.0,2969.0,1249.0,3559.0,4822.0,3366.0,4015.0,6837.0,6159.0,8628.0,8429.0,11.369551155391253
19057,Des Moines County,Iowa,38967.0,2252.0,6536.0,2819.0,8940.0,10156.0,8264.0,8788.0,16355.0,13824.0,18989.0,20062.0,36.15519712309032
19059,Dickinson County,Iowa,17258.0,828.0,2454.0,1099.0,3587.0,4678.0,4612.0,3282.0,6651.0,7325.0,8580.0,8710.0,17.51117186485029
19061,Dubuque County,Iowa,97311.0,6058.0,16062.0,9792.0,23390.0,24190.0,17819.0,22120.0,44203.0,30988.0,47975.0,49457.0,61.76562518856261
19063,Emmet County,Iowa,9208.0,500.0,1371.0,820.0,2115.0,2413.0,1989.0,1871.0,3943.0,3394.0,4628.0,4596.0,8.9805365780683
19065,Fayette County,Iowa,19650.0,1108.0,3027.0,1881.0,4191.0,5221.0,4222.0,4135.0,8260.0,7255.0,9849.0,9726.0,10.381220872909347
19067,Floyd County,Iowa,15642.0,951.0,2610.0,1137.0,3376.0,4090.0,3478.0,3561.0,6368.0,5713.0,7698.0,7957.0,12.063570118761707
19069,Franklin County,Iowa,10070.0,628.0,1716.0,698.0,2194.0,2682.0,2152.0,2344.0,4016.0,3710.0,5113.0,4969.0,6.680815195803555
19071,Fremont County,Iowa,6960.0,402.0,1135.0,465.0,1413.0,1916.0,1629.0,1537.0,2699.0,2724.0,3479.0,3438.0,5.257132050240371
19073,Greene County,Iowa,8888.0,541.0,1494.0,625.0,1892.0,2333.0,2003.0,2035.0,3488.0,3365.0,4371.0,4510.0,6.024524331065029
