FIPS,Years of Potential Life Lost Rate,% Fair or Poor Health,% Smokers,% Adults with Obesity,Primary Care Physicians Rate,% Flu Vaccinated,% Unemployed,Average Daily PM2.5,% Severe Housing Problems
16029,6707.362700,13.174180,12.887870,30.000000,42.649990,36.000000,2.819107,5.900000,9.784736
16031,8278.684498,15.577016,13.554946,37.600000,80.290740,42.000000,2.229787,7.100000,12.508101
16033,,24.897309,17.116109,28.400000,0.000000,39.000000,2.962963,6.200000,24.561404
16035,9394.265730,14.068403,13.485176,32.300000,117.013810,42.000000,6.735043,8.800000,9.536785
16037,,14.799893,14.229165,27.900000,,32.000000,4.018265,5.900000,10.833333
16039,6581.282532,16.426789,15.604281,35.200000,67.106590,23.000000,3.258584,7.300000,14.292981
16041,9111.007128,12.686365,13.216662,33.500000,36.862280,43.000000,2.138728,5.900000,12.781065
16043,5324.410956,15.614299,13.973826,29.700000,22.911260,40.000000,2.428994,6.700000,13.661814
16045,7216.425980,15.991231,14.071104,37.600000,57.540710,32.000000,3.427097,9.400000,15.274463
16047,9296.555511,17.375188,14.635184,33.700000,33.060040,28.000000,2.405922,7.500000,18.630137
16049,8022.006884,16.935162,14.088571,31.900000,61.091090,23.000000,4.684096,8.900000,15.128006
16051,5704.221719,13.335216,13.068839,31.900000,24.608030,44.000000,2.261269,7.800000,11.840491
16053,7214.469361,17.255990,14.845889,31.800000,38.092010,38.000000,2.541169,7.900000,16.219751
16055,6042.953667,13.548649,14.219170,26.400000,78.027370,43.000000,3.471999,11.800000,15.625273
16057,5497.871928,13.581195,13.564903,23.800000,94.068590,46.000000,2.457196,9.300000,19.513798
16059,8348.742016,15.486610,15.235696,24.000000,63.492060,34.000000,4.471660,9.000000,17.297297
16061,,16.731329,14.940802,28.000000,51.453560,36.000000,5.497862,8.500000,15.692308
16063,6292.798304,17.762431,14.777171,28.800000,18.804060,31.000000,3.360117,6.600000,13.793103
16065,3599.581131,17.492127,15.491175,27.100000,63.871640,43.000000,1.725251,7.400000,30.447193
16067,7450.040912,18.650786,13.838326,34.000000,28.944960,35.000000,2.520170,7.400000,10.468320
16069,7175.646698,14.310009,14.997246,30.900000,74.285010,45.000000,2.750202,9.000000,13.085271
16071,,12.842195,12.960243,29.400000,45.177320,24.000000,2.180419,6.000000,16.129032
16073,10278.140119,20.074043,15.515514,39.300000,8.599930,32.000000,3.597651,8.000000,16.953317
16075,8672.021146,16.725740,14.651879,34.600000,43.075600,37.000000,3.580407,9.200000,16.168395
16077,7675.188071,18.545596,14.506599,35.600000,26.315790,37.000000,2.885086,6.500000,12.373225
16079,9640.410834,15.473831,14.822053,35.400000,47.839260,38.000000,5.741910,9.700000,14.575972
16081,3897.569933,12.912337,13.476404,21.400000,43.932870,32.000000,2.247542,5.400000,10.738255
16083,7321.263807,15.331226,13.871112,32.800000,69.310650,47.000000,2.689769,7.600000,15.102740
16085,4659.624876,11.948612,11.845525,27.800000,149.714610,42.000000,3.764352,6.600000,19.593614
16087,5897.999256,17.976272,15.095073,35.100000,49.402230,27.000000,4.145078,7.500000,17.503218
17001,7087.093620,14.772518,15.457187,36.600000,89.078120,41.000000,3.882285,10.700000,10.994860
17003,9900.356380,24.272540,21.551919,26.200000,15.835310,35.000000,7.942406,11.300000,17.554241
17005,7288.101340,15.598467,16.571009,25.500000,70.804810,46.000000,4.376340,11.300000,13.636364
17007,6016.186405,15.614342,15.135819,33.400000,56.061140,48.000000,5.753031,11.400000,13.854931
17009,5628.061704,15.601501,16.962569,23.400000,14.889820,32.000000,2.693370,10.300000,7.746479
17011,7205.670959,15.165622,14.711605,27.400000,48.130430,42.000000,5.008626,11.500000,10.988227
17013,,13.692147,14.825066,36.200000,41.382160,42.000000,5.341880,10.800000,9.302326
17015,6472.789553,13.532289,14.349959,25.100000,34.440010,46.000000,4.451827,10.700000,10.451128
17017,7231.525775,17.318097,15.920667,34.700000,,38.000000,4.495294,10.800000,9.365854
17019,5919.511249,16.332738,15.765181,30.800000,95.033880,48.000000,4.403373,11.800000,19.791149
17021,7327.376824,14.400169,15.659156,29.200000,39.272550,42.000000,5.290827,11.500000,8.417266
17023,7532.329498,15.401350,16.057720,36.800000,44.396520,36.000000,5.170418,11.400000,8.539326
17025,7557.284922,14.938191,15.831944,23.500000,15.072730,38.000000,5.309333,11.600000,9.838998
17027,6112.706172,12.990592,15.021206,38.900000,34.561600,40.000000,3.572480,11.600000,9.778729
17029,6782.121322,17.736598,18.788086,36.600000,75.030300,42.000000,4.839843,11.600000,15.169471
17031,7012.141975,17.140851,13.776183,28.000000,93.317110,45.000000,4.036321,15.000000,22.168420
17033,6747.595169,14.346340,15.979574,27.500000,58.013820,40.000000,5.354905,11.700000,10.862409
17035,6408.935694,14.496170,15.863593,32.500000,,36.000000,4.046053,11.600000,10.332542
17037,5669.152220,15.743360,15.895411,31.700000,30.553880,50.000000,4.397426,12.100000,19.376422
17039,8207.080875,13.917358,15.478730,27.500000,37.636430,43.000000,5.077816,11.500000,7.812500
17041,6829.675446,15.062311,15.715029,30.900000,30.382820,44.000000,4.103016,11.500000,10.978836
17043,4285.562773,12.902530,12.257496,26.900000,134.927670,52.000000,3.130640,13.200000,15.873859
17045,8341.954108,14.654342,15.360290,30.900000,34.626040,32.000000,4.673913,11.300000,11.314585
17047,6571.398027,13.881105,14.986962,30.200000,,35.000000,4.534005,11.700000,7.942238
17049,6421.336704,14.113453,15.118283,27.200000,82.034450,34.000000,3.744966,11.800000,7.547878
17051,7409.796372,16.639989,17.433243,24.200000,13.771580,40.000000,5.290520,11.500000,10.915033
17053,7920.244231,15.316362,16.441938,25.200000,75.301200,30.000000,4.815283,11.500000,10.591350
17055,9524.332882,17.292389,17.773051,26.600000,33.298330,35.000000,6.147085,11.700000,11.402967
17057,8015.369587,15.800072,16.784847,28.800000,31.330110,35.000000,6.246716,11.200000,10.863411
17059,10592.794228,16.572609,17.027157,23.000000,19.685040,31.000000,5.751849,11.400000,5.664488
17061,9478.337568,15.498565,16.875366,28.200000,22.772130,35.000000,4.904406,10.800000,10.984848
17063,6220.792365,13.514413,14.514442,34.900000,31.629300,45.000000,4.684221,12.000000,14.640735
17065,6870.076806,15.212747,16.029569,25.400000,48.816210,35.000000,4.362341,11.300000,9.572901
17067,7116.411931,13.997110,14.652542,31.100000,22.197560,41.000000,4.723108,10.800000,7.313916
17069,12782.388916,17.617055,17.958193,24.500000,98.863070,17.000000,7.818317,11.100000,11.627907
17071,7736.268550,13.845064,14.314353,26.500000,,46.000000,4.994541,10.700000,6.382979
17073,6187.257541,14.378699,14.694890,36.600000,22.299710,50.000000,5.019336,11.300000,7.973174
17075,9909.066236,16.116657,15.646659,29.000000,35.873150,37.000000,4.481034,11.700000,13.823529
17077,8309.328241,19.084489,18.822572,23.700000,130.395990,40.000000,4.584711,11.500000,20.769068
17079,5670.398841,13.662606,14.925071,24.900000,10.440590,39.000000,4.938272,11.600000,7.392473
17081,9464.989180,17.088517,17.155619,33.300000,62.861780,44.000000,5.311138,11.600000,12.376564
17083,8043.827533,13.527783,14.591594,33.800000,41.019100,40.000000,4.851458,11.000000,11.187215
17085,7051.152724,12.835257,13.212045,28.700000,46.309160,47.000000,4.388601,10.300000,11.290323
17087,7033.309714,16.137608,16.530660,24.600000,7.751940,44.000000,7.804878,11.200000,9.655938
17089,4935.430790,16.040689,13.142621,28.800000,40.773040,49.000000,4.911264,12.800000,17.755584
17091,8898.788309,16.445734,16.023435,41.200000,40.144150,46.000000,5.422031,12.300000,15.773221
17093,4474.601517,13.435042,13.875341,31.400000,37.237160,53.000000,3.517536,12.400000,12.705283
17095,7711.544531,17.961999,17.757584,29.200000,57.269240,50.000000,5.328109,11.100000,11.539371
17097,4856.171363,14.044699,13.759033,25.400000,111.297480,51.000000,4.518751,12.600000,16.335423
17099,8209.308274,15.107223,16.065017,28.100000,36.341500,45.000000,5.801174,12.000000,13.297273
17101,8310.306075,16.689726,17.813506,22.600000,24.740230,45.000000,5.885303,11.800000,10.261026
17103,6753.870206,15.238541,16.018595,37.100000,69.755280,44.000000,4.419270,11.400000,10.403554
17105,8321.580173,15.275450,15.977554,34.300000,46.552390,51.000000,4.419025,11.600000,12.151463
17107,7928.153464,14.046135,14.936069,36.100000,27.355100,41.000000,4.715219,11.500000,7.989106
17109,6624.915149,17.175457,16.749292,34.800000,48.664960,47.000000,5.120144,10.800000,15.118243
17111,5319.758580,13.410050,13.611800,33.000000,51.112510,50.000000,3.496554,12.100000,13.699936
17113,5514.607974,14.719305,14.973774,33.500000,56.880840,57.000000,4.187100,11.700000,13.766962
17115,8084.868868,16.337624,16.439218,31.500000,83.175020,46.000000,5.594364,11.800000,13.096300
17117,8521.532420,14.360908,15.814531,28.000000,24.204550,35.000000,4.907656,11.500000,10.557185
17119,8583.379738,15.327855,16.476964,36.900000,45.586750,51.000000,4.517927,12.600000,12.096435
17121,11020.310499,16.715551,17.383113,29.600000,36.937360,46.000000,4.944313,11.600000,12.941919
17123,8022.253680,13.494886,14.477473,26.500000,8.525150,43.000000,5.190563,11.500000,9.485368
17125,7534.700409,14.906070,16.240360,29.800000,21.873860,35.000000,5.998734,11.200000,11.585867
17127,11413.566975,16.496836,16.249928,33.400000,20.914670,47.000000,7.011134,11.200000,13.865546
17129,7038.746025,13.071017,14.616425,30.100000,40.832990,39.000000,4.006578,11.100000,11.781609
17131,7129.203867,13.724374,15.154565,32.600000,19.208610,44.000000,5.281994,10.800000,8.758568
17133,4016.030775,11.515170,12.967321,36.300000,35.193710,52.000000,3.463297,11.300000,9.631619
17135,8391.599779,15.439207,16.110020,31.000000,62.521710,31.000000,5.937263,11.400000,9.747452
17137,7844.618862,15.911183,16.136525,32.100000,41.422570,42.000000,4.408609,10.900000,11.453425
17139,5782.641048,14.602197,15.696260,24.800000,27.233120,43.000000,3.841042,11.500000,10.508183
17141,6952.720818,15.001773,15.028075,37.100000,64.626050,49.000000,5.041718,11.500000,12.584216
17143,8427.180931,15.623082,16.595565,35.900000,122.397010,49.000000,5.544749,11.900000,13.858497
17145,6607.739318,15.280889,16.145867,32.100000,51.679590,29.000000,5.972091,11.400000,12.917182
17147,6214.289827,11.976344,13.429547,25.200000,48.647010,49.000000,4.306050,11.600000,7.657658
17149,8706.588838,16.551703,16.710508,29.800000,50.565700,24.000000,4.809813,10.600000,9.826153
17151,,14.553163,14.575876,26.600000,,28.000000,6.110794,11.100000,9.433962
17153,9381.511003,21.174406,19.371424,34.600000,,36.000000,8.223844,11.100000,12.910284
17155,,12.902229,13.631299,26.000000,17.461150,41.000000,5.230263,11.300000,9.016393
17157,8307.743265,16.019171,17.198194,27.200000,43.179220,29.000000,4.435995,11.000000,8.777824
17159,8519.268829,16.571638,16.866836,28.100000,50.311300,48.000000,4.694836,11.700000,9.689922
17161,7061.003144,17.009410,16.597853,33.700000,51.792720,52.000000,5.229168,11.000000,13.660566
17163,9331.410027,17.559367,17.634095,37.100000,59.433330,43.000000,5.049846,11.900000,15.028733
17165,10438.290970,17.858517,18.731812,27.100000,62.235500,25.000000,6.508756,11.500000,13.336663
17167,7606.749062,15.749531,16.901596,30.600000,120.131130,51.000000,4.293514,11.500000,13.230862
17169,9365.294461,15.735634,16.459891,25.900000,28.429280,33.000000,4.469106,10.600000,4.222973
17171,9694.912941,15.151326,16.011125,28.200000,,39.000000,5.360742,10.600000,9.330144
17173,6284.443789,14.994888,15.608281,32.300000,27.625580,46.000000,4.317016,11.600000,8.627238
17175,8831.504967,14.795057,15.859073,25.500000,18.402650,45.000000,6.300734,11.000000,9.243697
17177,6968.438336,16.527653,16.163154,34.000000,42.171620,47.000000,4.752557,10.700000,12.515964
17179,6842.013743,12.977282,15.301327,32.500000,46.432900,52.000000,4.878720,12.100000,8.533236
17181,9277.415421,16.722820,16.923431,37.200000,70.588240,52.000000,6.466388,11.200000,11.669129
17183,10669.510821,17.946635,17.673740,40.900000,43.640660,34.000000,6.176663,11.600000,12.175016
17185,5283.231494,15.011810,15.892884,35.400000,43.519890,30.000000,4.451816,11.800000,9.494324
17187,6819.785365,15.990093,15.126567,26.100000,40.775910,41.000000,4.222759,10.900000,10.058737
17189,7377.668800,13.618870,14.898227,28.400000,21.382750,47.000000,3.012987,11.300000,9.208262
17191,7328.785175,15.308473,16.056916,31.100000,42.437100,43.000000,5.554756,11.600000,8.742004
17193,9076.972385,15.079477,15.989556,29.400000,28.698520,41.000000,4.308153,11.600000,9.862571
17195,7402.653312,14.541292,15.235005,33.500000,58.804660,46.000000,4.573878,11.200000,10.187154
17197,5835.139962,14.617555,13.070465,31.800000,54.716520,46.000000,4.042539,13.300000,14.718172
17199,7656.895786,15.461639,16.098026,26.900000,84.660170,43.000000,5.136009,11.600000,10.557844
17201,9265.118845,18.423558,17.029517,33.300000,70.932450,49.000000,5.733165,11.500000,15.489939
17203,5981.274385,12.508458,13.563108,27.100000,51.644890,55.000000,4.081207,11.900000,9.075224
18001,7299.512314,18.936986,20.454445,34.800000,36.629000,44.000000,2.606608,12.500000,16.027732
18003,8340.383917,17.705719,19.774598,32.300000,67.314420,48.000000,3.154228,12.600000,11.785702
18005,7585.693678,16.108505,18.588754,32.300000,70.697220,55.000000,2.616183,11.200000,11.729686
18007,6742.409055,19.180963,20.870573,33.200000,,53.000000,3.213817,11.000000,9.439528
18009,10341.783989,18.656195,19.708925,34.200000,58.450230,48.000000,3.856956,11.700000,11.047070
18011,6094.475311,14.111308,16.086572,27.600000,206.451610,54.000000,2.704434,12.000000,10.288154
18013,8071.863223,16.604249,18.720411,31.200000,33.255740,47.000000,3.172738,10.800000,14.189757
18015,6706.142507,18.487846,18.341353,37.200000,14.970810,48.000000,3.273578,11.600000,7.593308
18017,9918.888573,20.359897,20.638173,32.100000,42.111910,52.000000,3.694797,12.000000,11.386309
18019,9764.510630,20.379590,22.226078,36.800000,42.744910,49.000000,3.425836,12.000000,11.294254
18021,9548.087141,18.791263,19.988003,35.700000,41.987940,41.000000,3.908531,11.200000,12.333966
18023,9043.151766,19.510151,19.767519,38.400000,18.566080,54.000000,2.819767,11.500000,10.237893
18025,11508.084954,21.809319,22.763946,29.500000,,40.000000,4.477612,11.600000,10.429448
18027,8047.872429,19.403003,20.042381,36.600000,48.319390,30.000000,2.704011,12.100000,12.973444
18029,8278.808015,15.719527,20.087382,33.700000,44.229110,53.000000,3.635390,11.800000,9.790773
18031,7815.536558,16.792072,18.441405,33.500000,56.102030,40.000000,2.993252,11.400000,8.695652
18033,7249.146476,17.257377,19.794324,30.300000,49.024190,47.000000,2.826541,12.400000,8.877928
18035,10784.622144,20.844891,20.964427,34.100000,99.840260,52.000000,4.012260,11.500000,16.191302
18037,5950.983818,15.618476,16.956286,29.500000,84.590440,45.000000,2.483196,11.900000,7.664010
18039,7468.436068,19.811061,19.885999,33.600000,52.186980,51.000000,2.590589,13.100000,13.541372
18041,13591.764933,22.242742,22.895652,37.300000,56.012750,45.000000,4.639791,11.200000,12.898089
18043,8183.746377,16.600542,21.657641,34.700000,68.767760,50.000000,3.321176,12.000000,11.365593
18045,8543.281420,18.457735,20.568950,32.300000,18.176310,41.000000,3.615791,11.100000,10.696339
18047,6212.832994,16.246692,19.421515,37.200000,84.000180,50.000000,3.712154,11.400000,8.610792
18049,9435.984791,17.728578,19.518656,38.300000,49.852930,49.000000,3.394256,12.000000,9.547739
18051,8673.079613,16.504078,19.223086,29.100000,32.761500,53.000000,2.675225,12.200000,9.101166
18053,11126.088231,23.272575,21.544697,37.300000,45.118890,48.000000,3.855579,12.000000,11.877979
18055,8254.525536,17.845384,20.947739,38.300000,24.862480,41.000000,4.427803,10.900000,12.371946
18057,4147.870818,10.561042,13.307634,26.000000,142.704030,56.000000,2.694047,11.600000,9.098659
18059,6289.547065,14.808724,16.773729,37.600000,84.016800,57.000000,3.032284,11.900000,9.089205
18061,8113.725868,17.498078,20.097133,38.100000,45.115040,52.000000,3.460242,12.300000,10.051635
18063,5515.981749,14.953201,16.052192,31.500000,50.096220,55.000000,2.882781,12.200000,8.861781
18065,9012.308888,21.181745,20.617763,29.500000,39.194650,41.000000,3.523915,11.000000,11.576011
18067,10929.886245,18.347793,21.191775,35.100000,63.135150,47.000000,4.061628,11.600000,11.697181
18069,7548.959212,16.574694,18.795510,37.400000,57.792330,51.000000,3.558990,12.300000,10.495526
18071,9738.025885,20.885563,21.955356,30.500000,56.968370,50.000000,2.846524,11.300000,12.564335
18073,8596.306817,16.674122,19.491973,35.700000,23.918440,45.000000,3.931189,12.000000,9.139785
18075,11131.217500,19.914049,21.976814,34.800000,42.969680,52.000000,3.322158,12.100000,11.724566
18077,9335.722539,17.642401,23.057659,35.000000,56.093990,50.000000,3.430464,11.300000,14.082278
18079,12633.401948,21.321464,21.766239,39.500000,39.817560,47.000000,3.643161,11.300000,12.072243
18081,6775.269704,16.108662,18.250896,31.400000,78.624010,54.000000,2.874738,12.100000,11.989202
18083,9719.589273,19.000960,20.396258,34.400000,82.649030,48.000000,3.254313,12.200000,10.986012
18085,6926.095162,17.482061,19.035090,34.400000,36.613390,49.000000,2.646556,12.800000,10.521941
18087,6289.749983,16.502851,18.865174,37.000000,25.443350,47.000000,2.498423,12.700000,13.586498
18089,9257.303348,21.062614,18.647869,35.500000,53.743510,40.000000,4.941300,14.300000,15.382318
18091,9594.928881,18.347457,22.683481,36.900000,35.445200,50.000000,4.376705,12.400000,13.577236
18093,8066.796310,17.785251,19.172381,32.200000,39.416630,46.000000,3.843608,11.100000,11.099050
18095,9495.094038,20.636314,21.638696,38.800000,49.421610,52.000000,3.878447,11.400000,13.024883
18097,9933.494508,19.043123,19.241620,32.500000,79.782590,49.000000,3.491296,12.800000,18.270994
18099,6876.598131,18.425806,20.795919,41.400000,43.012600,50.000000,3.177037,12.700000,13.161743
18101,6864.443733,17.529533,20.438129,42.500000,19.579050,26.000000,2.742616,11.400000,9.360190
18103,7544.587706,21.049364,24.021313,36.700000,19.528530,41.000000,4.014599,12.100000,11.039940
18105,5849.680160,17.256473,19.923252,25.300000,58.508970,50.000000,3.601665,10.400000,20.569270
18107,8838.618182,16.684590,19.591305,25.400000,38.935760,55.000000,3.038054,11.300000,10.101010
18109,8017.868889,17.560722,19.478256,35.900000,45.902490,52.000000,3.385359,11.800000,11.401286
18111,10826.707433,19.712506,20.730309,30.600000,7.077140,43.000000,4.341717,11.700000,8.667883
18113,7802.739712,16.664629,18.935769,38.200000,27.396110,48.000000,2.932477,12.800000,11.129614
18115,7025.548828,13.975313,16.736976,35.600000,17.158540,43.000000,3.498907,11.400000,7.835052
18117,9168.225163,19.863002,21.196539,35.500000,56.625140,37.000000,3.873444,11.400000,12.370466
18119,9405.281072,18.940139,20.491931,31.600000,9.597390,47.000000,4.352941,10.800000,11.188811
18121,7527.082031,19.202342,22.048813,29.700000,23.688260,42.000000,3.989399,11.100000,12.357724
18123,8223.591672,18.662213,20.744925,35.700000,52.408150,35.000000,3.689799,12.100000,8.948087
18125,8294.098538,18.844642,19.780156,38.400000,8.087340,30.000000,3.485342,12.300000,6.357215
18127,7029.670487,16.148712,18.784419,33.500000,62.350060,46.000000,3.844647,12.700000,12.758289
18129,6897.145685,15.955954,18.701133,31.300000,35.163120,60.000000,2.825723,12.100000,10.184723
18131,10219.654077,17.893913,18.974509,31.200000,39.891500,32.000000,3.125000,11.700000,13.140097
18133,7269.100027,16.407523,19.013637,30.500000,34.480930,45.000000,3.773250,11.200000,10.995370
18135,10621.410664,19.302444,21.362724,36.000000,20.062600,39.000000,3.909075,11.800000,10.252742
18137,8525.463216,17.845077,18.482406,31.600000,3.515930,48.000000,3.600852,11.400000,11.839709
18139,8574.266743,18.560427,21.353093,29.700000,36.046860,53.000000,2.876743,11.300000,10.378058
18141,8247.354319,18.903300,19.041988,33.000000,90.964890,51.000000,3.562548,12.800000,12.576839
18143,13106.266455,19.211340,20.830916,32.800000,41.893590,42.000000,3.910667,11.400000,9.949124
18145,9407.775448,17.954963,20.587482,36.600000,31.535080,52.000000,3.099806,11.800000,11.669555
18147,7132.731619,17.372703,17.580568,35.400000,39.227220,48.000000,3.277793,12.100000,7.873528
18149,10358.105667,20.265799,22.774917,32.600000,21.840740,35.000000,4.330408,12.300000,11.862464
18151,5660.674836,16.458553,19.254015,29.600000,31.898850,48.000000,2.663260,12.000000,8.847584
18153,9866.021953,19.504913,21.065200,30.600000,48.202060,42.000000,4.665738,11.500000,14.646792
18155,8918.990316,21.580627,24.019621,34.400000,,36.000000,3.885400,11.300000,14.756098
18157,6289.856367,19.426508,19.117014,32.500000,69.784400,54.000000,3.153757,10.900000,17.544374
18159,7865.518999,16.885078,18.771038,34.500000,33.051300,54.000000,2.803637,11.700000,6.562500
18161,10648.194630,18.238432,20.195061,24.700000,13.888890,49.000000,3.132661,11.200000,11.663808
18163,9070.991222,19.380646,21.399771,34.200000,84.794290,55.000000,3.189535,12.500000,14.256879
18165,8722.017908,17.406303,18.933214,40.500000,38.697190,43.000000,5.509834,11.400000,8.712121
18167,9159.623593,20.267988,22.079089,34.600000,91.149220,48.000000,4.381181,11.300000,16.108453
18169,9726.616773,18.858492,19.647951,34.500000,44.525010,50.000000,3.489699,12.300000,10.223267
18171,6404.008470,16.364773,18.565163,34.200000,,40.000000,3.223513,10.900000,7.218045
18173,6390.536692,16.117012,17.645830,35.200000,159.923240,57.000000,2.932304,12.600000,10.820094
18175,10650.114426,17.911222,21.235927,40.600000,25.155420,45.000000,3.522917,11.500000,11.669829
18177,12125.795589,19.525653,21.255683,37.500000,64.969400,47.000000,3.595262,11.500000,13.988374
18179,6640.594362,18.358381,18.740270,34.000000,64.322470,47.000000,2.813281,12.400000,8.633426
18181,8097.773163,17.492670,17.996795,28.800000,33.082460,50.000000,3.072073,11.700000,8.014478
18183,6247.766769,16.496628,18.533364,36.600000,56.286290,49.000000,2.856333,11.900000,7.294029
19001,6246.617301,13.854797,15.583571,31.500000,42.529060,54.000000,2.380952,8.700000,7.739938
19003,,12.484819,15.636712,29.900000,27.129680,45.000000,1.934875,8.700000,7.142857
19005,5439.705065,14.527962,16.187211,35.000000,57.620280,41.000000,3.068151,8.900000,10.024855
19007,8090.091391,15.912165,16.839793,37.300000,89.054400,36.000000,3.312842,9.200000,12.523020
19009,12173.600115,12.981563,16.186633,30.100000,71.710290,35.000000,2.439024,8.700000,5.816135
19011,6238.956309,12.474054,14.930813,35.600000,15.599410,32.000000,2.702905,9.900000,8.025603
19013,7269.536968,13.949032,18.266057,30.600000,94.988240,57.000000,2.768552,9.400000,14.846205
19015,4866.645803,13.935630,16.036672,35.800000,49.086240,59.000000,2.139579,9.100000,12.014619
19017,4212.151884,11.751919,14.066599,32.700000,52.185780,48.000000,2.029614,9.300000,9.309791
19019,5929.859642,11.593877,16.158452,32.700000,28.299220,50.000000,2.556996,9.700000,9.581565
19021,4529.835715,16.225093,14.874088,33.700000,44.753850,54.000000,2.123535,8.700000,14.723518
19023,6749.779006,12.226430,15.070331,33.300000,13.693000,45.000000,2.744798,9.100000,7.882166
19025,7106.292407,14.733664,16.551356,36.000000,71.824340,42.000000,2.517483,8.800000,10.941176
19027,6280.395024,12.121250,15.261251,33.900000,93.503940,60.000000,1.868467,8.900000,8.566434
19029,8186.939172,14.862980,17.266043,33.700000,53.252190,33.000000,2.676810,8.700000,9.958848
19031,4150.834169,11.304162,14.076981,34.700000,26.964350,44.000000,2.416581,10.400000,8.157895
19033,8052.526939,13.535122,16.345733,30.000000,153.466960,58.000000,2.605374,8.600000,9.948052
19035,6016.806839,13.597441,16.513486,35.100000,61.859310,48.000000,2.153794,8.600000,5.738476
19037,6642.388186,13.823097,15.791498,30.200000,58.309040,56.000000,2.700172,8.800000,7.816969
19039,9780.339505,15.590320,17.179427,36.600000,32.003410,53.000000,2.832743,8.900000,13.298566
19041,5020.987231,12.980351,15.864481,35.000000,80.395790,57.000000,3.180706,8.200000,9.958791
19043,5476.526591,12.727433,15.446725,36.000000,34.019390,53.000000,3.167867,9.400000,10.629921
19045,7149.661324,14.470942,17.125421,33.300000,51.052970,57.000000,3.220384,10.400000,11.449421
19047,6488.208167,17.728444,16.880162,33.300000,23.452160,43.000000,3.398178,8.800000,11.353033
19049,4248.485463,10.605275,13.494258,28.600000,45.853160,58.000000,1.716576,9.200000,9.708576
19051,6502.706719,13.751379,16.607978,25.600000,44.612980,47.000000,2.658198,9.400000,12.229102
19053,8830.424537,16.191046,18.177574,40.400000,25.157230,39.000000,2.244331,9.000000,16.429700
19055,4707.829013,12.951099,15.672322,32.800000,58.298840,35.000000,2.065123,9.500000,12.500000
19057,7233.235442,15.077355,18.690601,36.900000,68.498360,58.000000,3.259640,10.700000,12.545018
19059,5419.475594,12.122693,15.248273,27.700000,75.585790,62.000000,3.152560,8.000000,10.424469
19061,5401.011870,11.621486,16.403689,33.500000,79.347900,56.000000,2.414286,10.100000,12.182608
19063,6951.930609,15.784012,17.973840,40.100000,63.613230,54.000000,2.739985,8.000000,10.181818
19065,6505.781577,13.863406,15.910850,33.900000,35.360680,37.000000,2.960651,9.400000,11.577684
19067,5975.613879,14.495769,15.947325,40.700000,38.109760,53.000000,2.691347,8.600000,10.232221
19069,6497.087879,15.760572,16.701817,45.100000,29.515940,43.000000,2.126924,8.800000,11.005917
19071,9445.604981,12.995608,15.579272,32.700000,14.392630,32.000000,1.862851,9.100000,9.764310
19073,7000.686291,13.522419,14.845695,41.200000,44.538470,63.000000,2.259259,8.800000,11.907810
19075,5868.869712,11.223489,13.523542,31.100000,24.324980,40.000000,2.475550,9.300000,7.267442
19077,4582.021038,12.870779,15.062248,33.600000,37.488280,55.000000,2.585278,8.800000,12.694878
19079,6341.369570,12.402653,15.113201,33.100000,33.079720,53.000000,2.696078,9.100000,11.520376
19081,4334.953554,12.615920,14.498356,34.100000,27.852570,57.000000,2.310010,8.400000,8.723404
19083,5553.819877,13.588745,15.370665,42.100000,46.926330,59.000000,2.849176,9.200000,7.470049
19085,5895.783320,13.847177,15.706791,39.800000,35.370680,39.000000,2.208202,8.900000,9.594706
19087,5667.496634,13.893913,16.506831,34.800000,75.517290,53.000000,2.473904,10.300000,10.695538
19089,5608.073753,12.622644,16.004381,31.600000,54.182920,42.000000,2.528958,8.300000,12.319790
19091,7084.660758,13.554743,16.472500,29.600000,20.911750,38.000000,2.509653,8.600000,8.736718
19093,5606.703884,12.840332,15.760168,30.300000,29.133280,41.000000,1.955512,8.600000,5.365854
19095,5939.139481,12.053643,14.756390,31.500000,68.310250,49.000000,2.065917,9.900000,7.817109
19097,6397.644266,13.289636,15.429743,31.100000,36.145820,55.000000,2.753385,10.200000,9.436202
19099,6820.881101,13.189154,15.298067,36.100000,40.577830,60.000000,2.626388,9.400000,10.891089
19101,5550.468536,14.413008,15.291316,28.200000,75.996090,17.000000,2.379659,9.900000,13.633067
19103,4657.751097,14.097921,14.528092,26.400000,181.623220,63.000000,1.919329,9.300000,19.497745
19105,5330.221654,12.886097,15.301391,37.600000,43.825480,34.000000,2.975963,10.000000,9.217708
19107,6803.946786,12.208991,15.326639,36.600000,9.849310,40.000000,2.889151,9.800000,11.438279
19109,4352.405030,13.576013,15.345028,35.900000,53.336890,31.000000,2.020202,8.300000,7.963937
19111,8800.889172,15.698582,18.141968,40.300000,58.317540,49.000000,3.988497,10.700000,10.614525
19113,5946.400718,11.822602,16.372236,34.400000,60.236930,60.000000,2.771828,9.700000,10.363048
19115,8511.785064,14.836947,16.194529,37.200000,8.941340,50.000000,2.617284,10.500000,9.965636
19117,6801.795399,12.559289,15.313481,31.500000,70.307010,39.000000,1.992389,9.000000,12.364130
19119,5667.580611,11.839807,14.317677,39.000000,33.921300,37.000000,1.539790,8.300000,7.126949
19121,5728.561599,11.382984,14.640957,36.800000,56.204330,37.000000,3.155889,8.800000,8.865815
